Day        Pexc        Nexc        Cexc        Pwst        Nwst        Cwst
18091        0.16602        3.53627        26.94983        2.81371        32.20185        203.87672
18092        0.16477        3.50946        26.74551        2.79238        31.95771        202.33105
18093        0.17925        3.818        29.09683        3.03787        34.76727        220.11892
18094        0.17814        3.7944        28.91701        3.0191        34.5524        218.75858
18095        0.172        3.66359        27.9201        2.91501        33.36121        211.21686
18096        0.18043        3.84312        29.28831        3.05786        34.99606        221.56746
18097        0.18149        3.86565        29.46003        3.07579        35.20124        222.86653
18098        0.17834        3.79864        28.94934        3.02247        34.59103        219.00316
18099        0.18156        3.86712        29.47124        3.07696        35.21464        222.95134
18100        0.18775        3.99899        30.47617        3.18188        36.41541        230.55365
18101        0.18754        3.99462        30.44288        3.17841        36.37564        230.30186
18102        0.1947        4.14714        31.60521        3.29976        37.76448        239.09491
18103        0.1915        4.07893        31.08539        3.24549        37.14336        235.1625
18104        0.2027        4.31748        32.90338        3.4353        39.31564        248.91565
18105        0.20473        4.36076        33.23322        3.46973        39.70976        251.41091
18106        0.19712        4.19862        31.99753        3.34072        38.23326        242.06286
18107        0.20265        4.31643        32.89536        3.43446        39.30605        248.85494
18108        0.20079        4.2767        32.59262        3.40285        38.94432        246.56471
18109        0.20499        4.36612        33.27409        3.474        39.7586        251.7201
18110        0.20674        4.40359        33.55965        3.50381        40.0998        253.88033
18111        0.16776        3.57326        27.23169        2.84314        32.53864        206.00903
18112        0.22125        4.71247        35.9136        3.74958        42.91249        271.68808
18113        0.24378        5.19236        39.57085        4.13142        47.28248        299.35537
18114        0.23812        5.07185        38.65241        4.03553        46.18504        292.4073
18115        0.2142        4.56243        34.77012        3.6302        41.54618        263.03765
18116        0.21299        4.53664        34.57361        3.60968        41.31137        261.55103
18117        0.22066        4.69995        35.8182        3.73962        42.7985        270.9664
18118        0.2189        4.6624        35.53203        3.70974        42.45656        268.80148
18119        0.20787        4.42759        33.74257        3.52291        40.31837        255.26417
18120        0.22653        4.825        36.77116        3.83911        43.93717        278.17556
18121        0.23489        5.00315        38.12884        3.98086        45.55944        288.44647
18122        0.22651        4.82453        36.76757        3.83874        43.93289        278.14844
18123        0.22109        4.70923        35.88894        3.74701        42.88303        271.50153
18124        0.23626        5.03236        38.35148        4.00411        45.82548        290.13081
18125        0.2463        5.24612        39.98054        4.17419        47.77201        302.45473
18126        0.23952        5.1018        38.88067        4.05936        46.45779        294.13412
18127        0.24481        5.21433        39.73828        4.1489        47.48254        300.622
18128        0.25549        5.4418        41.47178        4.32989        49.55387        313.73603
18129        0.24897        5.30298        40.41383        4.21943        48.28974        305.73258
18130        0.24428        5.20302        39.65205        4.1399        47.3795        299.96964
18131        0.24875        5.29827        40.37798        4.21569        48.2469        305.46134
18132        0.27281        5.81085        44.28429        4.62353        52.91448        335.01279
