"","fgT","frT"
"1",0.482202806246303,2.4591676450337
"2",0.475534259636924,2.44130242405654
"3",0.514822389411571,2.54626045211838
"4",0.507377743319208,2.52641599786753
"5",0.482681484397163,2.46044904540918
"6",0.472453586711995,2.43303993970354
"7",0.493944020264356,2.49056451943698
"8",0.482286069868224,2.45939054722214
"9",0.479003584037411,2.45060013293069
"10",0.493155695349739,2.48845852409799
"11",0.517556867169503,2.55354644141534
"12",0.513622075452418,2.54306176506816
"13",0.494196719467594,2.49123954415338
"14",0.498374150029804,2.50239473890086
"15",0.520193162687627,2.56056960662192
"16",0.499964219213764,2.5066389951369
"17",0.511594945026305,2.53765900479913
"18",0.501333370396955,2.51029283598713
"19",0.506997032660278,2.52540079360958
"20",0.505861973446019,2.52237379291576
"21",0.412122480474509,2.2695312292345
"22",0.519591414292105,2.55896662688438
"23",0.548699280112669,2.6364883888484
"24",0.54942253849147,2.63841528686444
"25",0.491590712443023,2.48427689286885
"26",0.491235884098159,2.48332863932191
"27",0.492403919734201,2.48644991706978
"28",0.494165127765197,2.49115515605956
"29",0.485316555508291,2.46750078521138
"30",0.522882096762021,2.56773197751421
"31",0.518691293541744,2.55656871986622
"32",0.502222666691377,2.51266574226787
"33",0.504842570996039,2.51965490136325
"34",0.520148281797309,2.56045005156705
"35",0.53456763849087,2.59885124629113
"36",0.522886509849978,2.5677437316853
"37",0.534582828337203,2.59889169503534
"38",0.560075497441562,2.66680949579362
"39",0.555115099829125,2.65358484897633
"40",0.52302597426411,2.56811519120757
"41",0.521476278047974,2.56398748927339
"42",0.548999218159724,2.6372874701759
"43",0.561166455722745,2.66971895231461
"44",0.59451292934753,2.75889338228124
"45",0.625754699515118,2.84312502630351
"46",0.642965264368723,2.88995104631141
"47",0.620104318002146,2.82782450653949
"48",0.642490663608349,2.88865488075808
"49",0.643166759228252,2.89050143118919
"50",0.621619131860584,2.83192319396181
"51",0.589691707359606,2.74596367816325
"52",0.612905168903064,2.80837618248619
"53",0.632283190721101,2.86084630722527
"54",0.693676036925121,3.03047884621602
"55",0.707493384858193,3.06962785827695
"56",0.73227491883454,3.14103558997123
"57",0.761368835004366,3.2272434665323
"58",0.750180571174665,3.19375047229717
"59",0.732637832054515,3.14209402732351
"60",0.722028721210446,3.11131007750359
"61",0.729737160376636,3.13364511177001
"62",0.746064463855702,3.18154000047023
"63",0.748747635448921,3.18949309413986
"64",0.74328038836261,3.17331329373956
"65",0.7844261071917,3.29782809617649
"66",0.753433090979906,3.20344054594658
"67",0.728142054042974,3.12900947153636
"68",0.821952249063948,3.41828212606612
"69",0.816256499817501,3.39947549921455
"70",0.803523512813991,3.3581513361954
"71",0.801870575645817,3.35285511455273
"72",0.819265244063486,3.40938395361568
"73",0.840508895510068,3.48111144497502
"74",0.854149264678716,3.52903052127516
"75",0.84351778834415,3.49154552637705
"76",0.843687699503891,3.4921369484602
"77",0.863938404181511,3.56447611175706
"78",0.875254435948908,3.60671095643815
"79",0.880119801879398,3.62533285426339
"80",0.914168564703021,3.76556673242676
"81",0.907292080156835,3.73560387236179
"82",0.859715911965711,3.54907047076551
"83",0.829243673838935,3.4426726673567
"84",0.902382941275993,3.71478272439981
"85",0.907575902291731,3.73682160770452
"86",0.876517918188434,3.61151862969933
"87",0.876393025478006,3.61104253313899
"88",0.896504672743751,3.6904167050812
"89",0.884566820755596,3.64261993838245
"90",0.928009121371256,3.82917655075318
"91",0.925696300572792,3.81820188875847
"92",0.947294009263454,3.92759141771047
"93",0.943890369383273,3.90918454658834
"94",0.96130110767873,4.00975851203088
"95",0.962817991224163,4.01942130968129
"96",0.991921084122921,4.26978969894584
"97",0.98547221904382,4.19620498572522
"98",0.963336230485376,4.02276403911678
"99",0.993119590107026,4.2863376694009
"100",0.990826274172183,4.25568942063767
"101",0.982763362698375,4.17019666179585
"102",0.969813499684908,4.06655897098509
"103",0.989449501911706,4.23906959929085
"104",0.993075005849895,4.28569806285407
"105",0.977824179073029,4.12736337017858
"106",0.976172793587776,4.11407617310136
"107",0.988361750241271,4.22666862443456
"108",0.993104014482976,4.28611399245481
"109",0.992674499721869,4.28003993992608
"110",0.990787569822296,4.25520631925646
"111",0.993970499316455,4.29895700595594
"112",0.995588047967579,4.32562976097506
"113",0.995803123993709,4.32951649402502
"114",0.999990637349811,4.48881197737258
"115",0.999442780609384,4.42655127910951
"116",0.995264778966299,4.31995846909425
"117",0.987651803212877,4.21887464384586
"118",0.989296785232568,4.23729248116829
"119",0.988318282188475,4.22618494827391
"120",0.986624554301699,4.20796948863468
"121",0.975353821865457,4.10764793431015
"122",0.992478172733572,4.27732136911827
