x,y
17.468555306121612,42.918601177726664
17.480802363990925,42.918496897402996
17.480945171799313,42.92749808608176
17.46869633140503,42.92760239904241
17.468555306121612,42.918601177726664
17.035791202305294,43.111491015681956
17.048077885622043,43.111432824843135
17.04815822980178,43.120434617919656
17.035869745560248,43.12049282696327
17.035791202305294,43.111491015681956
17.06382735652626,43.017654691823296
17.07609525588573,43.01759359781924
17.076179430709097,43.0265954957885
17.063909739087954,43.026656608910095
17.06382735652626,43.017654691823296
16.477242772957762,43.28388220288855
16.48956465144995,43.28388399062662
16.48956311244161,43.292885923874216
16.477239416715356,43.29288413557707
16.477242772957762,43.28388220288855
16.366820614528663,43.34670080975764
16.379155163254534,43.34671450715304
16.37913730189949,43.35571632122017
16.36680093009001,43.3557026195418
16.366820614528663,43.34670080975764
15.955292726111347,43.504393167523524
15.967658821883974,43.50445141043891
15.967579706401112,43.513452605995965
15.955211773023038,43.51339434487568
15.955292726111347,43.504393167523524
16.457928230227814,43.2990273146449
16.470253164873775,43.29903118383964
16.47024877548115,43.308033092090945
16.457922022189816,43.30802922168623
16.457928230227814,43.2990273146449
16.462430304398556,43.29651444612831
16.474754732043664,43.29651783009998
16.47475100722147,43.305519742662135
16.462424761165106,43.30551635763222
16.462430304398556,43.29651444612831
15.3823537242378,43.88994685037663
15.394797520289519,43.890067889668565
15.394631050584305,43.899067187094275
15.382185381147714,43.89894611000072
15.3823537242378,43.88994685037663
15.053997265207263,44.00095587522385
15.066462650122997,44.00111297873016
15.066245896719058,44.01011095572939
15.05377862860925,44.00995380317257
15.053997265207263,44.00095587522385
15.38503929942617,43.88461867975971
15.397481997590244,43.88473941511583
15.397315963039935,43.893738729105806
15.384871391999242,43.89361795604265
15.38503929942617,43.88461867975971
15.395908286904119,43.8868602654266
15.408351497086947,43.88697982214374
15.408187086392944,43.8959791653501
15.3957420030895,43.895859571294
15.395908286904119,43.8868602654266
15.404849881421296,43.88717575740718
15.417293194309067,43.88729434117828
15.417130128354794,43.896293710592396
15.40468494229363,43.8961750897861
15.404849881421296,43.88717575740718
15.50370212556914,43.83547380715373
15.516135078707595,43.83558152742291
15.515987164776844,43.8445812591597
15.503552343221362,43.844473505244345
15.50370212556914,43.83547380715373
15.178530672833206,44.03329741738161
15.191003486603897,44.03344101727621
15.190805337330852,44.04243941227709
15.17833063682198,44.04229576754773
15.178530672833206,44.03329741738161
15.217887259605602,44.02764487961917
15.230359081640499,44.02778416916792
15.230166926740393,44.0367827124954
15.21769321840136,44.03664337945664
15.217887259605602,44.02764487961917
15.060398595475652,44.06634248308169
15.072877728965885,44.06649907041227
15.072661452778641,44.07549696924917
15.060180429697983,44.07534033303347
15.060398595475652,44.06634248308169
15.171494281359255,44.03839402289365
15.183968128975726,44.03853840399832
15.183768879498924,44.04753676557545
15.171293144668502,44.04739233939254
15.171494281359255,44.03839402289365
14.992943928310485,44.43323766091495
15.005500502714641,44.43340268209294
15.00527110233336,44.44239973045696
14.992712602310757,44.44223465778319
14.992943928310485,44.43323766091495
14.356421212325484,44.69823379749169
14.369030473547983,44.69846987362295
14.36870037978553,44.707463334447006
14.356089168986156,44.707227184686715
14.356421212325484,44.69823379749169
14.840513657418688,45.10950026187519
14.853216694470948,45.109684185111945
14.852957896613194,45.11867950713165
14.84025286545882,45.11849552652244
14.840513657418688,45.10950026187519
14.348075246341391,45.02219967920133
14.360755348282938,45.0224380096979
14.360420210625447,45.031430909921866
14.347738125925298,45.031192505101835
14.348075246341391,45.02219967920133
14.349816963132794,45.01869674400014
14.362496306340805,45.018934866757704
14.362161482178736,45.02792778274077
14.349480156566013,45.0276895857244
14.349816963132794,45.01869674400014
13.99300755611844,44.886330755778076
14.0056545916389,44.88660785351169
14.005265701084417,44.89559870956646
13.992616698803383,44.89532152543891
13.99300755611844,44.886330755778076
13.573603981560588,45.48207015229787
13.586379188260485,45.482397005242255
13.585915451082789,45.4913838079868
13.573138218121246,45.491056853167656
13.573603981560588,45.48207015229787
13.666990173847925,45.12775276528856
13.67968708285538,45.12806726745469
13.679243694117687,45.13705536403789
13.6665447954941,45.13674076384566
13.666990173847925,45.12775276528856
15.21311991990471,44.02024042536265
15.225590166532891,44.020380216859145
15.225397339786044,44.029378755229146
15.212925207589404,44.02923892008556
15.21311991990471,44.02024042536265
15.20445905472028,44.01915307077898
15.216929031187744,44.01929380479124
15.21673490152495,44.028292314455825
15.204263039620526,44.02815153650227
15.20445905472028,44.01915307077898
15.10246516575179,44.018989768283426
15.114934588864713,44.019141632929575
15.114725031355011,44.028139769071494
15.102253723134814,44.027987857010714
15.10246516575179,44.018989768283426
15.208415103763125,44.022815914224154
15.220885867325183,44.02295622563429
15.220692311517986,44.031954743432884
15.208219662150345,44.031814388213554
15.208415103763125,44.022815914224154
