"day","0_faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2"
68,2.83340428985129,0.611830287798092,0.626331474598705,0.135246695197473,4.61298101926665,0.996102643994086,31.4585752872667,4.09838470295373,28.4625204980032,3.70806235029147,65.913205363797,8.58709175856971
69,2.84533883108185,0.610866899500213,0.62896963634441,0.135033735678995,4.63241128990168,0.994534180238943,31.758468340385,4.09193138421195,28.7338523079674,3.70222363333462,66.5415527131877,8.57357051930124
70,2.9274678311517,0.625096886859959,0.647124467938798,0.138179311832202,4.766123065454,1.01770159825621,31.6831445921082,4.18725187370307,28.6657022500026,3.78846598096945,66.3837315263219,8.77328964013977
71,3.07280948803036,0.652717333324796,0.67925262366987,0.144284884208639,5.00274948226697,1.06266962337791,31.0893978956812,4.37226921844361,28.1285028579972,3.95586262621089,65.1396908290462,9.16094502911995
72,3.15759490501394,0.667384109715339,0.697994663213607,0.147527013726549,5.14078609097005,1.08654816458918,30.901289404603,4.47051556747117,27.9583094613075,4.04475218009296,64.7455587525015,9.36679452232054
73,3.20150336269606,0.673485828147384,0.707700743332814,0.148875814643106,5.21227214137183,1.09648219038732,30.9869961866731,4.51138832251836,28.0358536927042,4.08173229180232,64.925134867315,9.45243267575275
74,3.28914306241126,0.688857797945084,0.727073729585648,0.15227382901944,5.35495572266255,1.1215088359527,30.8747508948114,4.61435845513453,27.9342984286389,4.17489574512172,64.6899542557952,9.66817962028187
75,3.36919264786376,0.702661917870156,0.744768901106727,0.155325266055508,5.48528206529398,1.14398291190088,30.7183604299136,4.70682624410631,27.7928022937314,4.25855707800094,64.3622789960095,9.86192165431797
76,3.42085529822445,0.710615047061865,0.756189065923299,0.157083326192623,5.56939248553033,1.15693116433932,30.7521200042411,4.76010079371584,27.8233466705039,4.306757860981,64.4330133422195,9.97354452016652
77,3.44353843490135,0.712680563379353,0.761203232978193,0.157539914010173,5.60632222383938,1.1602939698527,30.9799990437744,4.77393678818705,28.0295229443673,4.31927614169305,64.9104741869559,10.0025342228681
78,3.53383760859447,0.728824272925562,0.781164102952462,0.161108523488808,5.7533356153959,1.18657706188583,30.8499313277315,4.88207646935783,27.9118426298523,4.41711680560946,64.6379513533421,10.229112602464
79,3.65567560320901,0.751449812675262,0.808096712288307,0.166109958591374,5.95169642066308,1.22341302835551,30.4136115785539,5.0336351088295,27.5170771425012,4.55424128894098,63.7237575931606,10.5466640375475
80,3.72521448155983,0.763335687734355,0.823468464344804,0.168737362551805,6.0649105945395,1.24276406704821,30.3276191587711,5.11325341066075,27.4392744769834,4.62627689535973,63.54358299933,10.7134833366225
81,3.78171495545591,0.772618978149147,0.835958042784991,0.170789458327706,6.15689733098786,1.25787791530247,30.4239483396079,5.17543813114261,27.5264294501214,4.68253926150998,63.7454155687023,10.8437751319179
82,3.85087236392855,0.784556085527379,0.851245469921047,0.173428187327105,6.26949044513279,1.27731236380598,30.3405076524043,5.25539961597287,27.4509354950325,4.7548853668326,63.5705874621805,11.011313481086
83,3.93050246585564,0.798674179072314,0.868847913504931,0.176549029058091,6.39913383914742,1.30029761084054,30.186913272577,5.34997057751789,27.3119691513792,4.84044957013524,63.2487706663518,11.2094621624184
84,3.99445048476218,0.809660740683516,0.882983791368482,0.178977637414251,6.50324570150754,1.31818450413036,30.1383646597727,5.42356477012881,27.2680442159849,4.90703479202131,63.1470497633334,11.3636595183651
85,4.06767286364258,0.822580755678303,0.899169790910465,0.181833640728888,6.62245687273739,1.33921919520959,30.1226733141689,5.51011032511782,27.253847284248,4.98533791320184,63.1141726582586,11.5449930621516
86,4.11446988648672,0.830221286134528,0.909514395960223,0.183522600092896,6.69864570992926,1.3516585149699,30.1890081883352,5.56129091190593,27.3138645513509,5.03164415839108,63.2531600136546,11.6522285773267
87,4.14632444447267,0.834939809683362,0.916555929830802,0.184565642140533,6.75050716573796,1.35934060243186,30.3554344495067,5.59289824668281,27.4644406924108,5.06024127080825,63.6018626561093,11.7184534692402
88,4.20998113722394,0.846136954457847,0.930627409281083,0.187040800459103,6.85414472867336,1.37757033988927,30.308830377723,5.66790304421524,27.4222751036541,5.12810275428998,63.5042160295148,11.8756063783557
89,4.22063746933137,0.846762330802117,0.932983019536408,0.187179041545731,6.87149398515703,1.3785884964638,30.7122339720954,5.67209216805246,27.7872593080864,5.13189291395222,64.3494426082,11.8843835902052
90,4.22355159529588,0.845943255716229,0.933627194749615,0.186997982842535,6.87623838672732,1.37725498474502,31.0725143395502,5.66660554068287,28.113227259593,5.1269288225226,65.1043157590575,11.872887799526
91,4.27161592586665,0.854248623471724,0.944251941507365,0.188833906241118,6.95449048983201,1.39077670628379,31.5102818104816,5.72223958306418,28.5093025904358,5.17726438467711,66.0215428410092,11.9894543645154
92,4.34170816110112,0.867002598944317,0.959746014559194,0.191653206082428,7.06860556754708,1.41154107336899,31.8954729570725,5.80767291158873,28.8578088659227,5.25456120572313,66.8286100052947,12.168457529043
93,4.41268359346596,0.879964689048251,0.975435320660897,0.194518510210666,7.18415855216914,1.43264426567856,32.1797620062441,5.89450030941412,29.1150227675542,5.33311932756515,67.4242632511781,12.3503816006772
94,4.50192609419306,0.896593068219934,0.995162610295308,0.198194257185459,7.32945160598448,1.45971643387386,32.4366665161663,6.00588658137755,29.3474601812933,5.43389738315111,67.9625393672055,12.5837623609815
95,4.366527679887,0.868584640571176,0.965232434501338,0.192002920547313,7.10901348585112,1.41411674815798,34.1033571811889,5.81827031961553,30.855418402028,5.264149336795,71.4546531415386,12.1906616220516
96,4.59983812692162,0.913965099774583,1.0168063227932,0.202034390476487,7.48885926628643,1.48799932033476,33.3002243641495,6.12225425686323,30.1287744247067,5.53918242287626,69.7718986677418,12.8275803477134
97,4.55827232019748,0.904737852729513,1.00761809183313,0.199994683234945,7.42118721604081,1.47297671461928,34.4333458564881,6.06044494651348,31.1539795844416,5.4832597135122,72.1460579850227,12.6980751260282
98,4.700116161626,0.931956136593767,1.03897304625417,0.206011356510201,7.65211894384022,1.51728999080529,34.2429010788582,6.242768379097,30.9816724046812,5.64821900965919,71.7470308318934,13.0800861276318
99,4.82289272519923,0.955381395530823,1.06611312872825,0.211189571643656,7.85200780523664,1.55542795623264,34.2751572421763,6.39968398920169,31.0108565524452,5.79019027594438,71.8146151740836,13.4088616916607
100,4.92742453964412,0.975194878990481,1.08922016139502,0.215569394303159,8.02219293471884,1.58768569772485,34.3346425610766,6.53240588797451,31.0646766028789,5.9102719938817,71.939251080351,13.6869456700418
101,4.9157540555398,0.972053456804876,1.08664037017196,0.214874974662131,8.00319256761568,1.58257124195601,35.1725131245066,6.5113628685494,31.8227499697917,5.8912330715447,73.6947894037281,13.6428555341035
102,4.94402227926806,0.976871923928986,1.09288913541715,0.215940109500092,8.04921521958028,1.5904160445721,35.8378285926749,6.54363968182096,32.4247020600392,5.92043590259992,75.0887837179855,13.710483142863
103,5.02678206898448,0.992491029802783,1.11118340472289,0.219392753956405,8.18395396494315,1.61584504501225,36.0431449410961,6.6482652714062,32.6104644705155,6.01509715031989,75.5189703527727,13.9296986638987
104,5.06231265320244,0.998815785481065,1.1190375338658,0.220790857843183,8.24180024942432,1.626142191099,36.6598056723771,6.69063205585402,33.1683956083412,6.05342900291554,76.8110214087901,14.0184671646465
105,5.09208619514903,1.00404614648301,1.12561905366452,0.221947042906772,8.29027366508473,1.63465758585305,37.22004689783,6.72566796687186,33.6752805266081,6.08512816050311,77.9848601668819,14.0918757401125
106,4.99802245934687,0.984923018392652,1.10482601732931,0.217719825118376,8.1371313022349,1.60352379134804,38.6098167692058,6.5975704581326,34.9326913626148,5.96923041450092,80.8967589450027,13.8234809598969
107,5.11573060951327,1.00757619259007,1.13084571368188,0.222727368888332,8.32876843092687,1.64040474863787,38.675994852833,6.74931420873734,34.9925667716108,6.10652237933378,81.0354177868881,14.1414202468782
108,5.10666734836646,1.00528589671868,1.12884225595469,0.222221092958867,8.31401280576153,1.63667598623673,39.4963766281267,6.73397251390506,35.7348169492575,6.09264179829505,82.7543129351226,14.1092757434201
109,5.07186230373242,0.997977367603905,1.12114850924611,0.220605523365074,8.25734775063804,1.62477718795864,40.5841668525283,6.68501585954769,36.7190081046685,6.04834768244791,85.0334924529165,14.0066998961952
110,4.95920159182239,0.97540931253162,1.09624456240284,0.215616795401727,8.07392820563364,1.5880348105778,42.0984959173651,6.5338422849008,38.0891153538066,5.91157159110073,88.2063723982889,13.6899552636017
111,5.18114516423761,1.01867341625695,1.14530577314726,0.225180439383115,8.43526791651315,1.65847180752008,41.3714532123749,6.82364967827621,37.4313148111963,6.17377828034514,86.6830448259283,14.2971707544835
112,5.33292345595336,1.0481264957379,1.17885676394759,0.231691120110484,8.6823736265346,1.70642348779785,41.2093919923547,7.02094303365102,37.2846879930829,6.35228179235092,86.3434879839814,14.7105473086021
113,5.27783012607801,1.03694328478512,1.16667823839619,0.22921904189987,8.59267781929894,1.68821643557999,42.3380919460594,6.94603157272331,38.3058927131014,6.28450475627348,88.7083831250769,14.5535899618965
114,5.34548837406232,1.04990912967355,1.18163427216115,0.232085176033102,8.70283019496462,1.70932574094221,42.7395069267589,7.03288412221519,38.669077695639,6.36308563438518,89.5494430846377,14.7355667322604
115,5.40116580807656,1.06053922534285,1.19394191546956,0.234434986654735,8.79347696472816,1.72663228266344,43.1261948375197,7.10409050468892,39.0189381863273,6.42751045662331,90.3596463262317,14.8847610574435
116,5.83160094499991,1.14473155826653,1.28909073521051,0.253045923406285,9.49425557361388,1.86370330889708,41.0025407104841,7.66805828503894,37.0975368332952,6.93776701979714,85.9100852981572,16.0664078353197
117,5.99195691019273,1.17587861835403,1.32453784330576,0.259931063004576,9.75532633799798,1.91441290847815,40.7830031311409,7.87669887892654,36.8989075948418,7.12653708093353,85.4501017985809,16.5035595558461
118,6.05887707024876,1.18870115973334,1.33933072079183,0.262765519520001,9.86427705472078,1.93528890567112,41.0943706313725,7.9625915006061,37.1806210474322,7.20424945292933,86.1024908466852,16.683525048889
119,6.18911438895767,1.21396101433611,1.36812002282222,0.268349276853246,10.0763125490398,1.97641372158581,41.0765774052778,8.13179626828019,37.164522414299,7.35733948082493,86.0652098015344,17.0380493240156
120,6.27565628852624,1.23066363935468,1.3872503374637,0.272041436067876,10.2172088346532,2.00360676723007,41.256500490087,8.24367988084473,37.3273099672216,7.45856751124047,86.4421915030395,17.2724721312937
121,6.26025863945739,1.22740327390122,1.3838466466169,0.27132072370448,10.1921403814324,1.99829866347427,41.9293162901573,8.22184011225697,37.9360480720471,7.43880772061345,87.8519007984249,17.2267126161575
122,6.3062146758435,1.23620231867746,1.39400534939699,0.27326577570765,10.266960033654,2.01262412584682,42.2861240258749,8.28078108204999,38.2588741186487,7.4921352647119,88.599497958976,17.3502079814381
123,6.38752994792062,1.25195312534409,1.41198030427719,0.2767475329708,10.3993470029304,2.03826754441985,42.3110968300246,8.38628887790301,38.2814685604985,7.5875946990551,88.6518219295754,17.5712719346539
124,6.38205063232176,1.2507153961429,1.41076908714481,0.276473929673695,10.3904262926221,2.03625243442213,42.9174662677235,8.37799786889984,38.8300885279403,7.58009330995699,89.9223102752303,17.5539002967425
125,6.41672527711633,1.25737208470263,1.41843400862572,0.277945408197423,10.4468790476561,2.0470899905334,43.3498347390902,8.42258812719464,39.221279049653,7.62043687698563,90.8282251676175,17.6473275045983
126,6.2821099777606,1.23088577525772,1.38867694245234,0.272090539793812,10.2277158936172,2.00396842006871,44.821224658739,8.24516787253977,40.5525365960019,7.45991378944074,93.911137380215,17.2755898281786
127,6.5455683043479,1.28241281062162,1.44691509885585,0.283480726558464,10.656644537605,2.08785804957345,43.6260901637969,8.59032504722617,39.4712244339115,7.77219885225225,91.4070460574792,17.9987762894263
128,6.72180053349078,1.31685221266127,1.48587169687691,0.291093647009333,10.9435629738236,2.14392781289414,43.1102176181875,8.82101960634344,39.0044826069316,7.98092250097739,90.326170247631,18.4821363180529
129,6.92680360077043,1.35693163095019,1.53118816438083,0.299953307894253,11.277322353535,2.20917991845926,42.3066442070233,9.08949417861372,38.2774399968306,8.2238280663648,88.6424926242393,19.0446544694764
130,7.02189051636448,1.37548555065271,1.55220737730162,0.304054700670599,11.4321305248881,2.23938700176441,42.239348719476,9.21377880819998,38.2165536033354,8.33627606456188,88.5014925550925,19.305060360038
131,7.0937286895444,1.38950008317768,1.56808739453087,0.307152649965592,11.5490881121004,2.26220364419102,42.4227581064262,9.30765605956338,38.3824954296237,8.42121262531925,88.8857788896549,19.5017555533709
132,7.16517112431702,1.40345503008818,1.58387993274376,0.310237427703703,11.6654014094144,2.28492327705584,42.5138414544761,9.40113417283947,38.4649041730974,8.50578806114047,89.0766201903308,19.6976144573779
133,7.23650669511471,1.41740599297282,1.59964884839378,0.313321324762413,11.781540724678,2.30763642364698,42.605638119494,9.49458559886101,38.5479582985898,8.59033935135044,89.2689560598921,19.8934174452326
134,7.30661678710924,1.43113282167399,1.61514686872941,0.316355676370041,11.8956848744515,2.32998466405871,42.7056412151703,9.58653564757699,38.638437289916,8.67353225256966,89.478486355595,20.0860746901613
135,7.36728620192718,1.44302894396651,1.62855800253127,0.318985345508387,11.9944589392779,2.34935238596653,42.9638541289067,9.66622259116324,38.8720584975823,8.74562996343341,90.0195038891379,20.2530378100563
136,7.4189160810565,1.45317428665731,1.63997092318091,0.321228000208457,12.0785160056499,2.36586971582102,43.1876428777679,9.7341818244987,39.0745340322662,8.80711688883216,90.4883946010374,20.3954285846639
137,7.34238167772548,1.43823620692432,1.62305279191826,0.317925898372744,11.9539126261917,2.34154947372941,44.2699458330069,9.63411813250739,40.0537605155777,8.71658307226859,92.7560769834431,20.1857713252536
138,7.38583561546769,1.44682080722942,1.63265839920865,0.319823546861241,12.0246586862351,2.35552580545422,44.6434693376657,9.69162263215881,40.3917103531261,8.7686109529056,93.538697659871,20.3062569435709
139,7.49015363964675,1.4673420071845,1.65571817297455,0.324359812114468,12.1944957501617,2.38893575906528,44.5143153790348,9.82908521558993,40.2748567715077,8.89298186172422,93.2680893655968,20.5942737850456
140,7.68228882140171,1.50507773386594,1.69819016052038,0.332701393801944,12.5073053092294,2.45037217022384,43.5119930967963,10.0818604182407,39.3679937542443,9.12168323555113,91.1679855361446,21.123898019171
141,7.6919914175554,1.50708521276558,1.7003349449333,0.333145152295549,12.5231018166516,2.45364048674817,44.3965106519786,10.0953076453196,40.1682715422663,9.13384977433682,93.0212604136694,21.1520731616221
142,7.72611377434518,1.51389265546644,1.70787778169736,0.334649955418897,12.5786554080567,2.46472348118044,45.1174466658844,10.1409077399666,40.8205469834192,9.17510700282689,94.5317930142341,21.2476162170728
143,7.81227301177501,1.53090998178232,1.72692350786606,0.338411680183461,12.7189286928547,2.49242888262104,44.5400893630365,10.2548993994988,40.2981760903664,9.27824231383225,93.3220919987431,21.4864558846642
144,7.80058548528751,1.52876625613348,1.72433994937935,0.337937803987401,12.6999005795558,2.48893874682784,45.5678795433974,10.2405395147697,41.2280814916452,9.2652500371726,95.4755571385469,21.4563685071366
145,7.79441826482178,1.52771713370648,1.72297666906587,0.337705892714064,12.6898599118502,2.48723070189406,46.5586874000312,10.2335119004262,42.1245266952663,9.25889171943321,97.5515355048272,21.4416439818453
146,7.72249654530024,1.51379093814889,1.70707818369795,0.334627470538177,12.5727663053309,2.46455787824943,47.040241401983,10.1402263799447,42.5602184113179,9.17449053423572,98.560505794631,21.2461886055985
147,7.81566524806469,1.53223694405248,1.72767337062483,0.338705008685285,12.724451491586,2.49458927031702,47.365634864795,10.2637881419783,42.8546220205288,9.28628450940896,99.2422825738563,21.505079916526
148,7.62316014246612,1.49468546246709,1.68511961043988,0.330404154861146,12.4110396705413,2.43345282310431,48.6549223693722,10.0122471170044,44.0211202389558,9.05869977252781,101.943646869161,20.9780415784855
149,7.68626951954347,1.50725954226128,1.69907010432014,0.333183688289336,12.5137861651515,2.45392430740082,49.1816638713383,10.0964754027071,44.4976958835918,9.13490631673503,103.047295730423,21.1545198913864
150,7.18704282984407,1.40955979179492,1.58871473080764,0.31158690134414,11.7010100808689,2.29486225751874,53.4752456425463,9.44202731345879,48.382365105161,8.5427866169389,112.043371822478,19.7832953234375
151,7.35771218688587,1.44324331150972,1.62644164131161,0.319032732017939,11.97887177093,2.34970139137022,52.3317813542677,9.66765854599815,47.3478021776708,8.74692916066499,109.647541885132,20.2560464773295
152,7.26829946339328,1.42591797118809,1.60667672348694,0.315202919946842,11.8333015825069,2.32149452151325,52.9304936825052,9.55160363475278,47.8894942841713,8.64192709810966,110.901986763344,20.0128838061487
153,7.21399662121438,1.41548226528757,1.59467293732107,0.312896079695147,11.7448927447139,2.30450445997695,52.3443244786627,9.48169938470141,47.3591507187901,8.57868039568223,109.673822717198,19.866417758422
154,6.41886053172292,1.25966701573516,1.41890601227559,0.278452708741456,10.450355391998,2.05082629930215,56.7206788329602,8.4379608709532,51.3187094202974,7.63434554991004,118.843327078583,17.6795370629496
155,6.28000912089972,1.23262132378091,1.38821254251468,0.272474187362097,10.2242955512192,2.00679401485734,56.7008720737418,8.25679355642716,51.3007890190997,7.47043226533886,118.801827202126,17.2999484039426
156,6.71219591050742,1.31766845422342,1.48374856969112,0.291274079354651,10.927925973598,2.14525671143743,53.8056226700824,8.82648725317124,48.6812776538841,7.98586941953588,112.735590356363,18.4935923399778
157,6.45989020878212,1.26835104024579,1.42797573036236,0.280372335212228,10.517154585526,2.0649645006107,54.5458031042785,8.49613137006752,49.3509647133948,7.68697600148966,114.286444599441,17.8014181087129
158,6.4750633970855,1.27154641758276,1.43132980356627,0.281078681781453,10.541857600869,2.07016679915229,53.4942631143733,8.51753581155917,48.3995713891949,7.70634192474401,112.083217953925,17.8462655099335
159,6.02093806447484,1.18257120130843,1.33094420372602,0.261410476078705,9.80250969093447,1.92530890318284,55.5863537784381,7.92152957814258,50.2924153233488,7.16709818974805,116.466646011966,16.5974905446797
160,6.03577350568036,1.18569219640374,1.33422361704513,0.26210038025767,9.82666283030065,1.93039010221522,55.486765638481,7.94243576538392,50.2023117681495,7.18601331153783,116.257985147293,16.6412939846139
