"day","faeces_c","faeces_l","faeces_p","feed_c","feed_l","feed_p","weight"
1,1.46185487310624,0.161573433343321,1.01560443815802,3.80082267007623,4.20090926692635,8.80190513070284,10.6436475645759
2,1.56542839812273,0.173021033476723,1.08756078185369,4.07011383511911,4.49854687039481,9.42552677606531,10.8158560525533
3,1.57953942199761,0.174580672957631,1.09736423001939,4.10680249719378,4.53909749689839,9.51048999350139,10.9950713238276
4,1.50955049055361,0.166845054219083,1.04874034080567,3.9248312754394,4.33797140969617,9.08908295364913,11.1810467507528
5,1.47035370061478,0.162512777436371,1.0215088867429,3.82291962159844,4.22533221334564,8.85307701843849,11.3628013018276
6,1.50623090260694,0.166478152393399,1.04643410075851,3.91620034677807,4.32843196222839,9.0690955399071,11.5370643690238
7,1.49960768903755,0.165746112998887,1.04183271027872,3.8989799914976,4.30939893797103,9.0292168224155,11.7104794430831
8,1.60329554027704,0.177206349188515,1.11386848061353,4.16856840472033,4.60736507890141,9.65352683198391,11.8851041015865
9,1.53874857467909,0.170072210885584,1.06902532556652,4.00074629416561,4.42187748302515,9.26488615490984,12.0650583653034
10,1.58662422012537,0.175363729592804,1.10228630029763,4.12522297232596,4.55945696941291,9.55314793591276,12.2468392464926
11,1.72786842594499,0.190974931288657,1.20041385381441,4.49245790745695,4.96534821350505,10.4035867330582,12.4269322486636
12,1.64875022435308,0.182230287954814,1.1454475242874,4.28675058331799,4.73798748682515,9.92721187715746,12.6179376098153
13,1.65164685828297,0.182550442231276,1.14745992259659,4.29428183153572,4.74631149801316,9.94465266250377,12.8121468269425
14,1.65652618872401,0.183089736648443,1.15084977321878,4.30696809068241,4.76033315285951,9.97403136789611,13.0009967266616
15,1.76962240327309,0.195589844572289,1.22942188016867,4.60101824851005,5.08533595887953,10.6549896281285,13.1896546939964
16,1.79976617003052,0.198921524056004,1.25036386549488,4.67939204207935,5.17195962545612,10.836486834289,13.3847723559616
17,1.82205786268873,0.201385342718228,1.26585072565743,4.73735044299069,5.23601891067391,10.9707062890311,13.5879510323022
18,1.76414740765424,0.194984713477574,1.22561819900189,4.58678325990102,5.06960255041692,10.6220243913497,13.7935757799513
19,1.80595140968101,0.199605155806849,1.25466097935734,4.69547366517064,5.18973405097807,10.8737284877636,13.9963131706835
20,1.85430633191379,0.204949647211524,1.28825492532958,4.82119646297585,5.32869082749962,11.164876019523,14.1973549246777
21,1.88705665891535,0.208569420195907,1.31100778408856,4.90634731317993,5.4228049250936,11.3620674621009,14.4031157599314
22,1.82839390904488,0.202085642578645,1.27025261049434,4.75382416351668,5.25422670704475,11.0088559576176,14.6130278442381
23,1.80403500457324,0.199393342610727,1.25332958212457,4.69049101189041,5.18422690787888,10.8621897117462,14.8206605624341
24,1.83122629799768,0.20239869609448,1.27222037545102,4.76118837479397,5.26236609845649,11.0259099205755,15.0226269597689
25,1.77421361580662,0.196097294378626,1.23261156466565,4.61295540109722,5.09852965384429,10.6826335604357,15.2240778044355
26,1.92250296380471,0.212487169683679,1.33563363801169,4.99850770589223,5.52466641177562,11.5754915294346,15.4230928903281
27,1.82617383988089,0.201840266513151,1.26871024665409,4.74805198369032,5.24784692934193,10.9954888043355,15.6267810143037
28,1.87538918961477,0.207279857799527,1.30290196331131,4.87601189299839,5.38927630278769,11.2918170153647,15.8329481997683
29,1.86355956525163,0.205972373001496,1.29468348743798,4.84525486965426,5.35528169803891,11.2205902244625,16.035661699537
30,2.08201445371031,0.230117386989035,1.44645214678822,5.4132375796468,5.98305206171489,12.5359186054979,16.2399398267854
31,2.02176660809804,0.223458414579257,1.4045957487839,5.25659318105491,5.80991877906069,12.1731631561272,16.4555320183892
32,1.98814782071066,0.21974265386802,1.38123953859898,5.16918433384773,5.71330900056854,11.9707426678579,16.6798535826738
33,2.08371222303835,0.230305035177923,1.4476316496898,5.41765177989972,5.987930914626,12.5461409639783,16.8979351903945
34,2.15170507419402,0.237820034516181,1.49486878838743,5.59443319290447,6.18332089742073,12.9555294993577,17.1188798111047
35,2.17407719637712,0.240292742757471,1.5104115259041,5.6526007105805,6.24761131169423,13.0902332245022,17.3486414208582
36,2.12995266728676,0.235415821121168,1.47975658990448,5.53787693494557,6.12081134915037,12.8245571125055,17.582904682334
37,2.30394199199661,0.254646220168047,1.60063338391344,5.99024917919118,6.6208017243692,13.8721559939164,17.8151313063985
38,2.34559048043125,0.259249474152928,1.62956812324697,6.09853524912124,6.74048632797611,14.1229237348071,18.0540054421831
39,2.38248195844321,0.263326953301619,1.6551979921816,6.19445309195236,6.84650078584209,14.3450492655739,18.3046069207706
40,2.38748439086656,0.263879853727357,1.65867336628624,6.20745941625304,6.86087619691125,14.3751691744807,18.5588751210858
41,2.39899198859732,0.265151746108125,1.66666811839393,6.23737917035303,6.89394539881124,14.4444570260807,18.8146891597723
42,2.6912332621261,0.297452097392885,1.86969889789814,6.99720648152786,7.73375453221501,16.2040571151172,19.0705804090063
43,2.72325976388015,0.300991868639385,1.89194888859042,7.08047538608838,7.825788584624,16.3968903677836,19.3427730578595
44,2.739501321695,0.302786988187343,1.90323249717758,7.12270343640701,7.87246169287091,16.4946816422057,19.6326523702416
45,2.6186351787121,0.289428098699759,1.8192623346842,6.80845146465146,7.52513056619372,15.7669402339297,19.924235281811
46,2.65953618358518,0.293948736080467,1.84767776964865,6.91479407732146,7.64266713809214,16.0132073369549,20.2088626447989
47,2.56899341844745,0.283941377828402,1.78477437492139,6.67938288796338,7.38247582353847,15.468044582652,20.487974128767
48,2.93502341341762,0.324397324640896,2.03906889774277,7.63106087488582,8.43433044066327,17.671930447104,20.7633496710773
49,3.14277210004836,0.347359021584293,2.18339956424412,8.17120746012573,9.0313345611916,18.9227962234491,21.0530582264112
50,3.00963719412076,0.332644110929137,2.090905840126,7.82505670471396,8.64874688415754,18.1211839477587,21.37407154631
51,2.94400034191547,0.325389511474868,2.04530550069917,7.65440088898022,8.46012729834655,17.7259810060594,21.6981741937364
52,2.92145653232148,0.322897827256585,2.02964348561282,7.59578698403584,8.39534350867119,17.5902435419777,22.0100374333226
