"","fgT","frT"
"1",0.733844525934982,2.21216170458367
"2",0.728100303654138,2.20227510973321
"3",0.729075242294999,2.20394922748097
"4",0.73099915427075,2.20725749728495
"5",0.738703576429532,2.22056911088959
"6",0.733271480228836,2.21117290680873
"7",0.718789892874867,2.18636421898803
"8",0.717866481886178,2.18479346765914
"9",0.7210793917219,2.19026428974693
"10",0.736111542568731,2.21607905063492
"11",0.726856918707963,2.2001422859207
"12",0.716247860077182,2.18204320582037
"13",0.713034470146009,2.17659457888997
"14",0.716261586534365,2.18206651268073
"15",0.715226174053855,2.18030920810311
"16",0.710450115629395,2.17222326725772
"17",0.69854116825859,2.15219683721627
"18",0.702722102708128,2.15920641380986
"19",0.699798745976343,2.15430290572454
"20",0.706911950819848,2.16625369460848
"21",0.706871731000061,2.16618593413151
"22",0.705542496645404,2.1639477251373
"23",0.692209205014645,2.14162217614987
"24",0.689475587158335,2.13707162613801
"25",0.708952311695733,2.16969408213708
"26",0.697815288000059,2.15098210320317
"27",0.700162686131136,2.15491276862604
"28",0.690103047941561,2.13811537294322
"29",0.685353937855209,2.13022654350671
"30",0.687659099985526,2.13405252528716
"31",0.689643233388562,2.13735045234588
"32",0.687772804697739,2.13424139937734
"33",0.672927320951847,2.10969862383434
"34",0.658818200585309,2.0865712232927
"35",0.685090332938345,2.1297894004537
"36",0.682492960791278,2.12548614284728
"37",0.682801543053731,2.12599701366174
"38",0.67317869076954,2.11011232447607
"39",0.665853243725638,2.09808064708526
"40",0.660404599156776,2.08916289754129
"41",0.670000812534241,2.10488666998332
"42",0.664211919643455,2.09539158082821
"43",0.660613309299948,2.08950402101488
"44",0.663239737007452,2.09379992336612
"45",0.651093519211488,2.07398060253438
"46",0.653379937178358,2.07770239377424
"47",0.654657142228429,2.07978316640284
"48",0.670306777167997,2.10538937704374
"49",0.672785502891898,2.1094652487577
"50",0.659926755292662,2.08838203015897
"51",0.673762658665914,2.11107364649034
"52",0.66418556222115,2.09534841753629
"53",0.669026354514335,2.10328619537986
"54",0.672898957028595,2.1096519467536
"55",0.676746076200165,2.11599014722858
"56",0.68374891993428,2.12756607315515
"57",0.680565354271678,2.12229719477372
"58",0.679952315209358,2.12128382743768
"59",0.716582192581115,2.18261096516787
"60",0.677999983565212,2.11805916911828
"61",0.687656159363983,2.13404764083416
"62",0.654333900370308,2.07925643256972
"63",0.667744332437996,2.10118190854066
"64",0.662013133955764,2.09179290059372
"65",0.679895518904709,2.12118996166935
"66",0.662888403618056,2.09322492300936
"67",0.674650960234896,2.11253659736774
"68",0.693736082559596,2.14416771374519
"69",0.665644258955776,2.09773812342845
"70",0.689121675786471,2.13648311247724
"71",0.687600287723366,2.13395483835107
"72",0.699840927560342,2.15437358179912
"73",0.696625476674905,2.14899240719301
"74",0.701155442374911,2.1565772078806
"75",0.698610814469853,2.1523134220812
"76",0.704703740870341,2.16253661369529
"77",0.70565334909357,2.16413429178296
"78",0.705626862241636,2.16408971244942
"79",0.696625476674905,2.14899240719301
"80",0.694082274789974,2.144745253673
"81",0.685396076201356,2.13029642970965
"82",0.657886379657365,2.08504989546801
"83",0.688440356043903,2.13535055772443
