"","V1","V2"
"1",0.0953285055443013,0.0129849302845471
"2",0.1007207128198,0.0137958953958141
"3",0.0969807208056398,0.0133561696684805
"4",0.101642505210069,0.014072804736773
"5",0.0982733259112323,0.0136772880123835
"6",0.101351163129645,0.0141770679284067
"7",0.0982636923780391,0.0138128937118884
"8",0.102899793308728,0.0145344452876323
"9",0.101663254424192,0.0144284255870228
"10",0.104283047079896,0.0148695528719549
"11",0.111085894644008,0.015915010537452
"12",0.107535231094252,0.0154787882649945
"13",0.109350457808289,0.0158115515350529
"14",0.109248509017781,0.0158671928422967
"15",0.110076740846354,0.0160570761899605
"16",0.110513120231262,0.0161894751290843
"17",0.112214236694536,0.0165076295582335
"18",0.111950821161004,0.0165366280789149
"19",0.113454417461658,0.0168262960392831
"20",0.114789269759754,0.0170920168741216
"21",0.116390213197692,0.0173984955346108
"22",0.116616654385249,0.0174996649103945
"23",0.117223407818769,0.0176572072461329
"24",0.118027122760882,0.0178442240075669
"25",0.115467279302028,0.017519951762513
"26",0.115823947931488,0.0176351795069979
"27",0.116903648367521,0.017860413609077
"28",0.123852600130167,0.0189873866484507
"29",0.120173296852936,0.0184862854495796
"30",0.12964200961213,0.0200109485746786
"31",0.124517392406566,0.0192851310254711
"32",0.128895024835868,0.0200290690927565
"33",0.131626673369517,0.0205213491831742
"34",0.132483412990347,0.0207226979007192
"35",0.136732548426396,0.0214571686010684
"36",0.133694430420136,0.021047602294322
"37",0.148724555848794,0.0234901771222133
"38",0.157389702246651,0.0249444402448826
"39",0.160358020553053,0.0255033946029145
"40",0.16036673715367,0.0255920844000103
"41",0.160632329860498,0.0257200199871282
"42",0.179405929429578,0.0288247679264591
"43",0.16574088264075,0.0267197152574682
"44",0.163376052931504,0.0264216636090197
"45",0.168887321618809,0.0273978704022442
"46",0.172441155711747,0.0280614735691858
"47",0.177015804899374,0.0288953713375427
"48",0.192161370937056,0.0314678360877565
"49",0.203158839682323,0.0333793553017095
"50",0.193924189380979,0.0319655727291906
"51",0.197254919025108,0.03261584621803
"52",0.200602224243186,0.0332715731093888
"53",0.221458073531883,0.0368474489419994
"54",0.215611303210516,0.0359894262616201
"55",0.220719994997075,0.0369565739252587
"56",0.243937606048074,0.0409752134266225
"57",0.257125719324295,0.0433355104539755
"58",0.259162627540219,0.0438252752219938
"59",0.241455853022616,0.0409598663413011
"60",0.26419653318182,0.0449561750311769
"61",0.280864275620712,0.0479469140090605
"62",0.277726339928614,0.0475634782712114
"63",0.260375265504504,0.044725835164824
"64",0.2621113638872,0.0451515971013333
"65",0.270861247358904,0.0467899263840451
"66",0.274145980706611,0.0474895758495487
"67",0.282530040411194,0.049077584663848
"68",0.28796606731053,0.0501599538163948
"69",0.298018747782622,0.0520540173019681
"70",0.288807279184064,0.0505803845867991
"71",0.293517829808566,0.0515384260302656
"72",0.320991113697911,0.0565121298815636
"73",0.326029059865666,0.0575549100091236
"74",0.318378971401982,0.0563520619958195
"75",0.317786071211932,0.0563889053481883
"76",0.323862565507646,0.0576092431656843
"77",0.338314286618078,0.0603293038982839
"78",0.318483486704022,0.0569291187140307
"79",0.333259400248915,0.0597081581534369
"80",0.346559119571372,0.062236843345452
"81",0.355109470981327,0.0639227814107264
"82",0.346963722483072,0.0625999473984115
"83",0.356830318244657,0.0645243954627934
"84",0.362564017356553,0.0657074355626573
"85",0.371669687569537,0.0675069497786329
"86",0.376889239335255,0.0686055792181673
"87",0.393023945812705,0.0717002458237149
"88",0.413300136271419,0.0755689150052553
"89",0.417315288377342,0.0764749769452808
"90",0.426145915202086,0.0782671624183784
"91",0.42852894936635,0.0788776217360155
"92",0.433216885348256,0.0799121851196145
"93",0.436924024120228,0.0807665165399267
"94",0.441493557293685,0.0817808654974386
"95",0.44370272119948,0.0823576915825586
"96",0.451655664962673,0.0840024372759887
"97",0.451277687686806,0.0840979090271632
"98",0.455548547418181,0.0850576303417432
"99",0.45799793721874,0.0856769663925522
"100",0.463958344552878,0.0869537458828511
"101",0.460559065659107,0.0864739529983958
"102",0.470381807242029,0.0884762466094952
"103",0.48026394068862,0.0904968803523152
