x,y
33.264691355877694,34.69308452936677
33.27560550057116,34.6930603371395
33.27563538872555,34.70207496206649
33.264720060462764,34.70209916237914
33.264691355877694,34.69308452936677
33.019334481968286,34.63794097837689
33.030241519933455,34.63793876190076
33.03024479245097,34.646953571826735
33.01933657407499,34.646955789043304
33.019334481968286,34.63794097837689
33.93482846015743,34.97602667151684
33.945778645895764,34.97594187290014
33.94588229201898,34.984954950588076
33.93493090669388,34.9850397774386
33.93482846015743,34.97602667151684
33.28020549437093,34.69753507401641
33.29112020887374,34.69750948959033
33.29115178476448,34.70652409581453
33.28023588643911,34.70654968879081
33.28020549437093,34.69753507401641
33.277048398137374,34.6970296511619
33.28796304929004,34.697004349814506
33.28799428215592,34.70601895930523
33.27707844720883,34.70604426910829
33.277048398137374,34.6970296511619
34.15900132500505,35.404901233496005
34.170008408236264,35.40479510526693
34.170138675143086,35.413806890281606
34.15913036706791,35.41391305365121
34.15900132500505,35.404901233496005
34.02575572464694,35.31176259909032
34.036750667867466,35.31166882713282
34.03686570346867,35.32068115619759
34.02586954079249,35.320774959241774
34.02575572464694,35.31176259909032
