"01/01/2018",-273.060000003874
"02/01/2018",-272.869999998808
"03/01/2018",-272.730000013113
"04/01/2018",-272.65
"05/01/2018",-273.060000003874
"06/01/2018",-273.05000000596
"07/01/2018",-272.950000011921
"08/01/2018",-272.80000000596
"09/01/2018",-272.750000023842
"10/01/2018",-272.570000016689
"11/01/2018",-272.62000002861
"12/01/2018",-272.9
"13/01/2018",-272.640000009537
"14/01/2018",-273.009999999404
"15/01/2018",-273.030000002682
"16/01/2018",-272.65
"17/01/2018",-272.830000007153
"18/01/2018",-273.05000000596
"19/01/2018",-273.060000003874
"20/01/2018",-272.670000010729
"21/01/2018",-272.820000016689
"22/01/2018",-273.05000000596
"23/01/2018",-273.060000003874
"24/01/2018",-272.820000016689
"25/01/2018",-273.060000003874
"26/01/2018",-273.060000003874
"27/01/2018",-273.000000008941
"28/01/2018",-272.940000006556
"29/01/2018",-273.060000003874
"30/01/2018",-272.809999996424
"31/01/2018",-272.770000004768
"01/02/2018",-273.05000000596
"02/02/2018",-272.65
"03/02/2018",-272.510000014305
"04/02/2018",-272.680000001192
"05/02/2018",-273.060000003874
"06/02/2018",-273.070000001788
"07/02/2018",-273.060000003874
"08/02/2018",-272.910000005364
"09/02/2018",-272.710000002384
"10/02/2018",-272.539999985695
"11/02/2018",-272.599999988079
"12/02/2018",-272.750000023842
"13/02/2018",-272.750000023842
"14/02/2018",-272.640000009537
"15/02/2018",-272.630000019073
"16/02/2018",-273.060000003874
"17/02/2018",-273.060000003874
"18/02/2018",-272.830000007153
"19/02/2018",-272.550000035763
"20/02/2018",-272.550000035763
"21/02/2018",-272.730000013113
"22/02/2018",-272.850000017881
"23/02/2018",-273.060000003874
"24/02/2018",-272.670000010729
"25/02/2018",-272.790000015497
"26/02/2018",-272.550000035763
"27/02/2018",-272.730000013113
"28/02/2018",-272.760000014305
"01/03/2018",-273.040000000596
"02/03/2018",-272.680000001192
"03/03/2018",-272.839999997616
"04/03/2018",-272.990000003576
"05/03/2018",-272.690000021458
"06/03/2018",-272.9
"07/03/2018",-273.060000003874
"08/03/2018",-272.830000007153
"09/03/2018",-273.060000003874
"10/03/2018",-273.060000003874
"11/03/2018",-273.070000001788
"12/03/2018",-273.060000003874
"13/03/2018",-273.05000000596
"14/03/2018",-273.060000003874
"15/03/2018",-273.040000000596
"16/03/2018",-272.670000010729
"17/03/2018",-272.570000016689
"18/03/2018",-272.510000014305
"19/03/2018",-272.680000001192
"20/03/2018",-273.060000003874
"21/03/2018",-272.779999995232
"22/03/2018",-272.599999988079
"23/03/2018",-272.830000007153
"24/03/2018",-272.730000013113
"25/03/2018",-273.05000000596
"26/03/2018",-272.760000014305
"27/03/2018",-273.060000003874
"28/03/2018",-272.740000003576
"29/03/2018",-273.060000003874
"30/03/2018",-273.060000003874
"31/03/2018",-273.079999999702
"01/04/2018",-273.079999999702
"02/04/2018",-273.070000001788
"03/04/2018",-273.070000001788
"04/04/2018",-273.090000001341
"05/04/2018",-272.740000003576
"06/04/2018",-272.730000013113
"07/04/2018",-273.05000000596
"08/04/2018",-273.070000001788
"09/04/2018",-273.060000003874
"10/04/2018",-273.060000003874
"11/04/2018",-272.680000001192
"12/04/2018",-273.060000003874
"13/04/2018",-273.060000003874
"14/04/2018",-273.060000003874
"15/04/2018",-272.630000019073
"16/04/2018",-272.680000001192
"17/04/2018",-273.079999999702
"18/04/2018",-273.060000003874
"19/04/2018",-272.770000004768
"20/04/2018",-273.060000003874
"21/04/2018",-273.060000003874
"22/04/2018",-273.060000003874
"23/04/2018",-273.060000003874
"24/04/2018",-273.070000001788
"25/04/2018",-273.060000003874
"26/04/2018",-273.070000001788
"27/04/2018",-273.060000003874
"28/04/2018",-273.060000003874
"29/04/2018",-272.850000017881
"30/04/2018",-273.060000003874
"01/05/2018",-273.070000001788
"02/05/2018",-273.060000003874
"03/05/2018",-272.670000010729
"04/05/2018",-273.05000000596
"05/05/2018",-273.060000003874
"06/05/2018",-272.730000013113
"07/05/2018",-272.65
"08/05/2018",-273.040000000596
"09/05/2018",-273.05000000596
"10/05/2018",-273.060000003874
"11/05/2018",-272.920000010729
"12/05/2018",-273.060000003874
"13/05/2018",-273.060000003874
"14/05/2018",-273.060000003874
"15/05/2018",-273.000000008941
"16/05/2018",-272.65
"17/05/2018",-272.539999985695
"18/05/2018",-272.660000020266
"19/05/2018",-272.869999998808
"20/05/2018",-273.05000000596
"21/05/2018",-273.060000003874
"22/05/2018",-273.070000001788
"23/05/2018",-273.060000003874
"24/05/2018",-273.05000000596
"25/05/2018",-273.070000001788
"26/05/2018",-273.060000003874
"27/05/2018",-273.070000001788
"28/05/2018",-273.070000001788
"29/05/2018",-273.079999999702
"30/05/2018",-273.140000000223
"31/05/2018",-273.079999999702
"01/06/2018",-273.060000003874
"02/06/2018",-273.070000001788
"03/06/2018",-273.070000001788
"04/06/2018",-273.079999999702
"05/06/2018",-272.9
"06/06/2018",-273.060000003874
"07/06/2018",-273.009999999404
"08/06/2018",-272.820000016689
"09/06/2018",-272.890000009537
"10/06/2018",-273.060000003874
"11/06/2018",-273.009999999404
"12/06/2018",-273.070000001788
"13/06/2018",-273.10000000298
"14/06/2018",-273.060000003874
"15/06/2018",-272.830000007153
"16/06/2018",-273.040000000596
"17/06/2018",-273.020000004768
"18/06/2018",-272.930000001192
"19/06/2018",-273.05000000596
"20/06/2018",-273.060000003874
"21/06/2018",-273.05000000596
"22/06/2018",-273.060000003874
"23/06/2018",-273.060000003874
"24/06/2018",-273.060000003874
"25/06/2018",-272.880000019073
