"day","faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2"
36,0.980884787135117,0.261143325530554,0.216827163471973,0.0577264193278066,1.59694926747612,0.425159659811147,3.40386357082415,1.74928543417596,3.07968608788851,1.58268682139729,7.13190462458393,3.66516948113058
37,1.05484597164822,0.343319510043506,0.233176477943291,0.0758916811675119,1.71736326612201,0.558948254948023,4.52330439506927,2.29974791416703,4.09251350030076,2.08072430329397,9.47739968490703,4.8185194392071
38,1.12404150057475,0.403185971448427,0.248472331705998,0.0891253200043891,1.830018443041,0.656415055270421,5.7696548419605,2.70076727286027,5.22016390463093,2.44355134211168,12.0888006212506,5.65875047646914
39,1.16640292261649,0.410245936417685,0.25783643552575,0.0906859438396988,1.89898581085631,0.667909173676511,7.10075422747449,2.74805890423329,6.42449192009597,2.48633900859203,14.8777707623275,5.75783770410785
40,1.2141892686075,0.419103994274404,0.268399733060605,0.0926440408396051,1.97678533555747,0.682330713485345,8.39550727013898,2.80739517695773,7.59593514917336,2.54002420772366,17.5905866612436,5.88216132314953
41,1.3331251290723,0.451718222647098,0.294690818005456,0.0998535018483059,2.17042126277034,0.735428965993871,9.30864663531085,3.0258636923729,8.42210886051934,2.7376861978612,19.5038310454132,6.33990487925751
42,1.38951134297652,0.462332591555009,0.307155138973758,0.102199836027949,2.2622219759337,0.752709903443944,10.5457784186306,3.09696472811968,9.54141856923724,2.80201570639399,22.0959166866547,6.48887847796503
43,1.41451859976767,0.462605471395335,0.312683058896013,0.102260156834758,2.30293554488492,0.753154170973458,12.0880896941187,3.09879263135631,10.9368430565836,2.80366952360809,25.3274260257725,6.49270837046085
44,1.42509850837571,0.45861843701877,0.315021775535683,0.101378812393623,2.32016037854852,0.746662999216523,13.6320434837078,3.07208522404918,12.3337536281166,2.77950567890164,28.5623768230068,6.43674999324589
45,1.45471239938325,0.46113029216244,0.321568004074192,0.101934064583276,2.36837387127659,0.750752475660955,15.1434820138877,3.08891104797807,13.7012456316127,2.79472904340873,31.7292004100505,6.47200410052547
46,1.48681712559295,0.46461457889334,0.328664838288969,0.102704275334317,2.42064261850923,0.756425138970209,16.5432359339719,3.11225076770658,14.967689654546,2.81584593268691,34.6620181473697,6.52090637043284
47,1.68334849472973,0.518565411110866,0.372108614624467,0.114630248771876,2.74060947913893,0.844260879843655,16.8415602263549,3.47364390217805,15.2376021095592,3.14282067339919,35.2870785695055,7.27811103313496
48,1.75401043485058,0.532647127545229,0.387728622440654,0.11774304924684,2.85565207638831,0.867186902389425,18.0780134906166,3.56797118929818,16.3562979200817,3.22816440936502,37.8777425517682,7.47574915852953
49,1.79929228350609,0.538971966832175,0.397738294248715,0.119141171615534,2.92937410367307,0.877484184596945,19.3894779773525,3.61033853380405,17.5428610271284,3.26649676867985,40.625572904929,7.56451883273228
50,1.82152339638297,0.538635465472742,0.402652540253079,0.119066787104501,2.96556791551473,0.876936336769657,20.9503333580085,3.60808445771215,18.9550635143886,3.26445736650147,43.8959365596368,7.55979600663498
51,1.83378986378827,0.535750145108882,0.405364075153198,0.118428979445121,2.98553858525529,0.872238832738672,22.4829390204211,3.58875695288246,20.341706732762,3.24697057641747,47.1071103285014,7.51930028222993
52,1.9414866959435,0.560677209410149,0.429170743313826,0.123939172606454,3.16087658567643,0.912821842688803,23.4712818518702,3.75573250322588,21.2359216755016,3.39804369339484,49.1779238801089,7.86915381628279
53,2.0234887060889,0.577783854896012,0.447297503451231,0.127720641608592,3.29438161272017,0.940672662006138,24.5367449886856,3.87032247298764,22.1999121326203,3.5017203327031,51.4103228334365,8.10924708625982
54,2.08534787679202,0.588993894150137,0.460971635922447,0.13019865028582,3.39509268361929,0.958923392581274,25.8321194481679,3.94541364502484,23.3719175959614,3.56965996454628,54.1244407485422,8.26658097052822
55,2.21504413801374,0.61902906465362,0.489641335771459,0.136838003765537,3.60624729838027,1.00782275789221,26.5780850754123,4.14660617471324,24.046838877754,3.75169130093103,55.6874163484829,8.6881272232087
56,2.3686625488704,0.655049466907059,0.523599089750298,0.144800408474192,3.85634885149426,1.06646650050833,27.163799499137,4.38789116588461,24.5767709754096,3.96999676913369,56.9146275220013,9.19367672852013
57,2.40811127572598,0.659237452178448,0.532319334634163,0.145726173639446,3.92057414714685,1.07328483442386,28.6092695074542,4.41594465574079,25.884577173411,3.9953784980512,59.9432313489517,9.25245546917119
58,2.3634537278386,0.640943588709171,0.522447666153797,0.141682266977817,3.8478685253232,1.04350114091598,30.5231337602617,4.29340202963081,27.6161686402368,3.8845065982374,63.9532326405484,8.99569949065503
59,2.57586930781561,0.69223314151647,0.569402689096082,0.153019957598378,4.19369599588225,1.12700413215313,29.5750983133038,4.63696841207204,26.7584222834654,4.19535237282709,61.9668726564461,9.71555286338904
60,2.68451081996153,0.714973360215755,0.593418181254654,0.158046742784535,4.37057200162157,1.16402680400039,29.2272089725627,4.789295235895,26.44366526089,4.33317188009548,61.2379616567979,10.0347138275895
61,2.74874773360419,0.725789667171611,0.607617920059874,0.160437715901093,4.47515420488542,1.1816365107636,29.1767650235769,4.86174896669978,26.398025497522,4.39872525558552,61.1322695732087,10.1865216445138
62,2.71892242801408,0.712124287046733,0.601024957771534,0.157416947662962,4.42659651438082,1.15938831294626,29.7564012463584,4.77021053524127,26.9224582705148,4.31590476998019,62.3467454685605,9.99472683574361
63,2.8149795421358,0.731670897057791,0.62225863563002,0.161737777244354,4.58298423702109,1.19121156573619,29.5877927308208,4.90114476498041,26.7699077088379,4.43436907307752,61.9934704836245,10.2690652218637
64,2.86950564336547,0.740393453368523,0.634311773796577,0.163665921270937,4.67175655621606,1.20541249951928,29.6023920374236,4.95957337184657,26.783116605288,4.48723305071832,62.0240595069828,10.3914870648214
65,2.92477229769472,0.749395741168153,0.646528613174622,0.165655900679276,4.76173454782578,1.22006885579657,29.6120290217185,5.01987577815988,26.7918357815549,4.54179237071608,62.0442512836007,10.5178349637636
66,2.99218723834622,0.761561620880585,0.661430863213376,0.168345200405182,4.87149080207946,1.23987576171436,29.540288245856,5.10136970924794,26.7269274605363,4.61552497503385,61.8939372770315,10.68858415271
67,3.14723547503647,0.795835517442664,0.695704683955431,0.175921535434694,5.1239202119892,1.29567607050314,28.9765161173731,5.33095561923315,26.2168479157185,4.82324556025856,60.7127004364008,11.1696212974409
68,3.21045297725446,0.806722893147593,0.709679079182566,0.178328218485257,5.22684274191604,1.31340148217713,28.9328885849705,5.40388540864416,26.1773753864019,4.88922965543996,60.6212903685097,11.3224265704925
69,3.22263054562883,0.804956707025234,0.712370962717953,0.177937798395052,5.24666867779571,1.31052600722705,29.2311536667445,5.39205449681975,26.4472342699117,4.87852549712263,61.2462267303218,11.2976379933366
70,3.31432053400947,0.82315413791928,0.732639275938935,0.181960388382157,5.39594641326453,1.34015270173525,29.0917849786641,5.51395116309565,26.3211387902199,4.98881295708654,60.9542161457724,11.5530405322004
71,3.47749645245824,0.858889156506683,0.768709742122347,0.189859708280425,5.66160825944077,1.39833181971614,28.3785742900052,5.7533244933462,25.6758529290523,5.20538882731323,59.4598699409633,12.0545846527254
72,3.57206532661963,0.877481257755181,0.789614440621183,0.193969541187987,5.81557302298775,1.42860106525756,28.1249306395651,5.87786488448446,25.4463658167494,5.31806822881928,58.928426101946,12.3155264246341
73,3.6203833112287,0.884747398975454,0.800295258271609,0.195575740826153,5.89423809266708,1.44043085306881,28.1810998807989,5.92653760079251,25.4971856064371,5.36210544833608,59.0461140359597,12.4175073540414
74,3.7181451853101,0.904128081508881,0.821905777805391,0.199859891701963,6.05340128415398,1.47198396428112,28.0010505063362,6.05636035460494,25.334283791447,5.47956413035685,58.6688677275615,12.689516933458
75,3.80729728271185,0.921375706549643,0.841613083546831,0.203672524605711,6.19854715501158,1.50006430820714,27.7836862364878,6.17189468502153,25.1376208806318,5.58409519120995,58.2134378288315,12.9315888638546
76,3.86436344823964,0.930891063952482,0.854227709610867,0.205775919400022,6.291454877134,1.51555597780334,27.7812499743606,6.2356339212128,25.1354166434691,5.64176402395444,58.2083332796127,13.065137739684
77,3.88871650627925,0.932658639445023,0.859611017177518,0.206166646614163,6.33110336460902,1.51843371474558,27.9979428963232,6.24747413982312,25.3314721442925,5.65247660269711,58.6623565446773,13.0899458167722
78,3.98942973918396,0.952802169120954,0.881873942345929,0.210619426858316,6.49507157537319,1.55122879463903,27.798115886432,6.38240687449443,25.1506762782004,5.77455860073305,58.2436713810956,13.3726620227502
79,4.12569826386877,0.981330683261035,0.911996458328887,0.216925729984018,6.71692629626355,1.59767521766007,27.2651322571994,6.57350696921267,24.668452994609,5.94745868643051,57.1269437769893,13.7730622212075
80,4.20291017574193,0.995757641562198,0.929064354637689,0.22011484708217,6.84263270717282,1.62116331819249,27.1277414840972,6.67014688127788,24.5441470570403,6.03489479734665,56.8390773952513,13.975545846487
81,4.26540921071515,1.00674089224606,0.942879930789665,0.22254272354913,6.94438552200641,1.63904482106026,27.1838888692217,6.74371889542817,24.594947072153,6.10145995300644,56.9567195355122,14.1296967332781
82,4.34218231303848,1.02113594449818,0.959850827092717,0.225724787731176,7.06937752017493,1.6624809763058,27.0494339213859,6.84014508276291,24.4732973574444,6.18870269392835,56.6750044067134,14.3317325543604
83,4.43075237187264,1.0383143732798,0.979429471677111,0.229522124619745,7.21357579139967,1.69044866386606,26.8359546189251,6.95521589756803,24.2801494171227,6.29281438351393,56.2277144396525,14.5728333091902
84,4.50163804753386,1.0513725919181,0.995098936823274,0.232408678213476,7.3289826458095,1.71170836017544,26.7409336200135,7.04268721859016,24.194178037155,6.37195510253396,56.0286228228853,14.7561065532365
85,4.58296919797192,1.06689471764191,1.01307740165695,0.235839884952422,7.46139546617182,1.73697947012578,26.6709250957317,7.14666318037643,24.1308369913763,6.46602859176915,55.8819382958189,14.9739609493601
86,4.63452913194342,1.07553203632902,1.02447486074539,0.237749186977993,7.54533865691841,1.75104163107601,26.7053552570423,7.20452081751494,24.1619880897049,6.51837597775161,55.9540776814219,15.0951864747932
87,4.66928029479757,1.08037008123725,1.03215669674473,0.238818649536656,7.60191598872306,1.75891830769854,26.8523783780062,7.23692877383805,24.2950090086723,6.54769746204395,56.2621261253464,15.1630888594702
88,4.73985720415739,1.09356968974322,1.04775790828742,0.241736457732712,7.71682014992642,1.78040819663458,26.7594187424941,7.32534720402157,24.2109026717803,6.62769508935285,56.0673535557018,15.3483465227119
89,4.75078210026679,1.0930945571938,1.05017288532213,0.241631428432314,7.73460664745189,1.77963464750149,27.161023293169,7.3221644979489,24.57425917001,6.62481549814424,56.9088107094969,15.3416779957025
90,4.75303459817869,1.09077297144567,1.05067080591318,0.241118235793253,7.73827387212249,1.77585494298522,27.5257355722875,7.30661320585613,24.9042369463554,6.61074528148888,57.6729697705071,15.3090943360795
91,4.80612304632078,1.10021808767816,1.06240614708144,0.243206103592014,7.82470559120296,1.79123225502689,27.9298486028931,7.36988192703071,25.2698630216652,6.66798841017065,58.5196827870142,15.4416573709215
92,4.88399485878903,1.11536402341838,1.07961991615336,0.246554152545116,7.95148636658985,1.81589090128466,28.2629276794962,7.4713379559126,25.571220281449,6.7597819601114,59.2175627570397,15.6542319076264
93,4.96285111423415,1.13073963729849,1.09705129893597,0.249952972455455,8.07986988422683,1.84092347967192,28.4944264603996,7.57433249865014,25.7806715594092,6.8529674987787,59.7026078217897,15.8700299971717
94,5.06223661746014,1.15078074288918,1.11902072596487,0.254383111586028,8.24167645790001,1.87355180596694,28.6833873418727,7.70857913897055,25.9516361664562,6.97442874478288,60.0985258591618,16.1513086721288
95,4.90907522029305,1.11357529509147,1.08516399606478,0.246158749441272,7.99231895514378,1.81297872604365,30.4690644275764,7.4593560436749,27.5672487678072,6.74894118237253,63.8399445149219,15.6291269486522
96,5.17044164489765,1.17044347110981,1.14293973203001,0.258729609403222,8.41784183590355,1.90556410735071,29.4779967644135,7.84029119403703,26.670568501136,7.09359679460493,61.7634217921045,16.4272767875062
97,5.12280898285987,1.15732394577972,1.13241040673744,0.255829503803939,8.34029251946308,1.88420459944488,30.6517574054399,7.75240920617995,27.7325424144456,7.0140845198771,64.2227298018741,16.2431430986628
98,5.28130620576569,1.19080988470068,1.16744663495873,0.263231658723307,8.59833712096589,1.93872205789864,30.3497588065781,7.9767169310093,27.459305586904,7.21702960424651,63.5899708328302,16.7131211887814
99,5.41833213208632,1.21936304711358,1.19773657656645,0.26954341041458,8.82142494487036,1.98520861003754,30.2865646179489,8.16798213377514,27.4021298924299,7.39007907341561,63.4575639614167,17.1138673279098
100,5.53482736588674,1.24323759798167,1.22348815456444,0.274820942711737,9.01108736060156,2.02407805425787,30.2659121282636,8.32790735490111,27.3834443065242,7.53477332110101,63.4142920782665,17.4489487436023
101,5.52080421444866,1.23783853519617,1.22038830003602,0.273627465674942,8.98825668597957,2.01528800116148,31.1195421137599,8.29174138408915,28.1557761981637,7.50205172846162,65.2028501431159,17.3731724238058
102,5.55166645822323,1.24260068542308,1.22721048023882,0.274680151514575,9.03850258461606,2.02304111591686,31.7674812934527,8.32364095498711,28.7420068845525,7.53091324498833,66.5604369958057,17.440009619973
103,5.64371965936624,1.26108553961842,1.24755908259675,0.278766277178809,9.18837165595065,2.05313575572964,31.9105450515387,8.44746294481239,28.8714455228208,7.64294266435407,66.8601896317955,17.6994461700831
104,5.68274700765904,1.26774214395722,1.25618618064042,0.280237737085279,9.2519109177326,2.06397317472333,32.5037824034966,8.49205263894786,29.408184079354,7.68328572095282,68.1031631311357,17.7928721958907
105,5.71532592362231,1.27301368308712,1.26338783574809,0.281403024682417,9.30495167916053,2.07255561035939,33.0452315747219,8.52736438431566,29.8980666628436,7.71523444295227,69.2376280613221,17.8668587099947
106,5.60895685146919,1.2474629476009,1.23987467243003,0.27575496736441,9.13177536519896,2.03095721995375,34.517429460559,8.35621113225484,31.23005522622,7.56038150061153,72.3222331554569,17.508251896153
107,5.74026874761557,1.27484497818445,1.26890151263081,0.281807837282879,9.34556034699517,2.07553708728977,34.4924818912595,8.53963143281451,31.2074836159015,7.72633320111789,72.2699620578771,17.8925610973256
108,5.729332977969,1.27065286419657,1.2664841319721,0.280881159453978,9.32775614658813,2.06871203153406,35.3254067081959,8.51155028648418,31.9610822597963,7.70092644967617,74.0151378647915,17.8337244097764
109,5.68955303593712,1.26016237218213,1.25769067110189,0.278562208587629,9.26299160938534,2.05163277435968,36.4465215207318,8.44127904810995,32.9754242330431,7.63734771019472,76.3641403291523,17.6864894341351
110,5.56249266959121,1.23048382968757,1.22960364275174,0.272001688667779,9.05612841645727,2.0033140244738,38.0573075218677,8.24247541417512,34.4328020435946,7.45747775568226,79.7391205220085,17.2699484868431
111,5.810740146182,1.2838385643693,1.28447940073497,0.283795893176371,9.46029272922262,2.09017927672756,37.154066335881,8.59987555079912,33.6155838277018,7.78083978405635,77.8466151799411,18.018786868341
112,5.98023705753159,1.31967716409316,1.3219471390333,0.291718109957435,9.73624559541984,2.14852703206745,36.8733157118409,8.83994272598287,33.3615713583323,7.9980434187464,77.2583757771905,18.5217847592022
113,5.91775424034485,1.30434282788643,1.3081351478657,0.288328414585421,9.63451918428073,2.12356165662913,38.0515145422255,8.73722468440669,34.4275607762993,7.90510804779654,79.7269828503773,18.3065660054236
114,5.99292677683709,1.31940766690627,1.32475223487978,0.29165853689507,9.75690534895583,2.14808827173512,38.4025944884219,8.83813748166879,34.7452045371436,7.99641010246224,80.4625789281221,18.5180023425441
115,6.05466369831182,1.3315197237371,1.33839934383735,0.29433593893136,9.85741738953222,2.16780755022462,38.7486924480732,8.91927087670786,35.058340786352,8.06981650749759,81.1877365578677,18.687996122626
116,6.53641903119661,1.43583911712667,1.44489262794872,0.317396015364842,10.6417488788604,2.33764684332201,36.2812665897364,9.61806107166188,32.8259078669043,8.70205525531313,76.0178919023048,20.1521279596725
117,6.71535262424653,1.47344033057798,1.48444636957029,0.325707862548818,10.9330653250891,2.3988642575024,35.9372854801738,9.86993522875205,32.5146868630144,8.92994139744233,75.297169577507,20.6798642888138
118,6.78954780347081,1.4880292086525,1.50084740918829,0.328932772438973,11.0538602835455,2.42261597478862,36.1999207093103,9.96765977087795,32.7523092131855,9.01835884031815,75.8474529147454,20.8846204723157
119,6.93468019257898,1.51814798667548,1.53292930572799,0.335590607580895,11.2901459977426,2.47165145900849,36.0823518003349,10.1694123509362,32.6459373431601,9.20089688894228,75.6011180578445,21.3073401638663
120,7.03083428065092,1.53752028904449,1.55418441993336,0.339872905999308,11.446691600779,2.50319092672506,36.197886932726,10.299178969676,32.7504691296092,9.31830478208779,75.8431916685687,21.5792321269401
121,7.0127942887703,1.53196067921145,1.55019663225449,0.338643939615164,11.417321228033,2.49413949176882,36.8884025606859,10.2619375640959,33.3752213644301,9.28461017703911,77.2899863176277,21.5012025152485
122,7.06350450275922,1.54147751168792,1.56140625850467,0.340747660478383,11.4998810150185,2.5096335628884,37.2133640481674,10.3256866811631,33.6692341388181,9.34228794962376,77.9708580056841,21.6347720938656
123,7.15382018490987,1.55965162476108,1.58137077771692,0.344765095999819,11.6469212835024,2.53922229434787,37.1780469467742,10.4474271515097,33.6372805708909,9.45243408946112,77.8968602694316,21.8898473650679
124,7.14693874956263,1.556668487913,1.57984961832437,0.344105665749189,11.6357178238493,2.53436553821625,37.7938084963065,10.4274444166421,34.194398163325,9.43435447219999,79.1870273255947,21.8479787777263
125,7.18504258971519,1.56353399279353,1.58827257246336,0.345623303670148,11.6977535495714,2.54554306195157,38.2032061966906,10.4734334445499,34.5648056065296,9.47596359268804,80.0448129835421,21.9443367409618
126,7.03362660794699,1.52924969443317,1.55480167123039,0.338044669295754,11.4512377055698,2.48972581830524,39.7871364936357,10.2437778574471,35.9978853990037,9.26817996626166,83.3635240819033,21.4631536060796
127,7.32790374917262,1.59187722203672,1.61985240771184,0.351888649081802,11.9303415425126,2.59168782815803,38.3855600985252,10.6632923964182,34.7297924700942,9.6477407396165,80.4268878254813,22.3421364496382
128,7.5244725334896,1.63318059933159,1.66330445477139,0.36101886932593,12.2503693176813,2.65893262487669,37.7334617382043,10.9399657371494,34.1397987155182,9.89806423837326,79.0605864990947,22.9218329730749
129,7.75319928215798,1.68138277849771,1.71386510447703,0.371674087878441,12.6227525155133,2.7374091551682,36.7709736340557,11.2628511478315,33.268976145098,10.1901986575619,77.0439447570691,23.5983547859328
130,7.85886361042971,1.7028469118714,1.73722248230552,0.376418791045257,12.7947814569803,2.77235427055554,36.6328245830763,11.4066300316744,33.1439841465928,10.3202843143721,76.754489602636,23.8996057806512
131,7.93850157478409,1.71867181294751,1.75482666389964,0.379916927072607,12.9244376515783,2.79811832002682,36.7639864768593,11.5126341537154,33.2626544314441,10.4161928057425,77.0293049991337,24.1217096554036
132,8.0176958625837,1.7344114976428,1.77233276962377,0.383396225794724,13.0533715096099,2.82374363125003,36.803143454123,11.618067448325,33.2980821727779,10.5115848341988,77.111348189591,24.3426175107761
133,8.09676945743379,1.75013503632474,1.78981219585379,0.386871955398101,13.1821088710501,2.84934265563045,36.8431063820648,11.7233925878212,33.3342391075825,10.6068790080287,77.195080038612,24.5632987554349
134,8.17447055930846,1.76557114764758,1.80698822889977,0.390284148427359,13.308611717611,2.87447372809991,36.8922605240247,11.8267923765866,33.378711902689,10.7004311978641,77.298069669385,24.7799459318958
135,8.24161161042037,1.7787417365587,1.82182993493503,0.393195541765607,13.4179220604739,2.89591637109907,37.1071226733354,11.9150164171396,33.5731109901606,10.7802529488406,77.7482570298455,24.9647963025782
136,8.29864700374228,1.78975499680899,1.83443775872198,0.395630051926199,13.5107796832857,2.91384673164693,37.2947021513251,11.9887894523091,33.7428257559608,10.8469999806606,78.1412806980145,25.1193683762666
137,8.21234704490671,1.76991452206575,1.81536092571622,0.391244262772429,13.3702772941639,2.88154504645091,38.442420225439,11.8558867506797,34.7812373468258,10.7267546791864,80.5460233294912,24.8409055728526
138,8.26028089867484,1.77906583806075,1.82595683023339,0.393267185255535,13.4483169718776,2.89644403108838,38.7859346306411,11.9171874319859,35.0920360943896,10.7822172003682,81.2657677975337,24.9693450955895
139,8.37628214796204,1.80288225318344,1.85159921165477,0.398531866493183,13.6371751461557,2.9352188262355,38.5785197473171,12.0767232270661,34.9043750094773,10.9265591102027,80.8311842324738,25.3036105709957
140,8.59046300706237,1.84779254750162,1.89894445419274,0.4084594052372,13.9858766150068,3.00833593698509,37.428523004104,12.3775577344606,33.8639017656179,11.198742712131,78.421667246694,25.9339304912508
141,8.60063461108238,1.84881272721161,1.90119291402874,0.408684918646776,14.0024367001481,3.00999686114451,38.309898765372,12.3843914741447,34.6613369781937,11.2049256194643,80.2683593179223,25.9482488029699
142,8.63812526794398,1.85574082370764,1.90948032238762,0.410216392609057,14.0634741204421,3.02127628842226,39.0082718883011,12.430799776032,35.2931983751295,11.2469140830766,81.7316172897736,26.0454852450195
143,8.73379752414413,1.87518120118007,1.93062892638976,0.414513739208227,14.2192352673785,3.0529265871844,38.3671909663224,12.5610224002493,34.7131727790536,11.3647345526065,80.3884001199136,26.3183326481414
144,8.72008957854731,1.87116079520631,1.92759874894204,0.413625017887712,14.1969177699858,3.04638108412537,39.4085149377927,12.5340914511428,35.6553230389553,11.3403684557958,82.5702217744229,26.2619058976325
145,8.71257411515493,1.86851471630912,1.92593743598162,0.413040095184121,14.1846820681821,3.04207308199098,40.4083539690091,12.5163665207309,36.559939305294,11.3243316139946,84.6651226017334,26.2247679481981
146,8.63158651930726,1.85016753047005,1.90803491479424,0.408984401472327,14.052828578802,3.01220257592317,40.9506362797572,12.3934667112826,37.0505756816851,11.2131365483033,85.8013331575865,25.9672635855445
147,8.73513792286288,1.87140781390405,1.9309252250539,0.413679622020895,14.2214175305557,3.04678324789992,41.2064804314939,12.5357461218453,37.2820537237326,11.3418655388124,86.3373875707492,26.2653728267234
148,8.51943499600188,1.82430473775289,1.88324352543199,0.403267363082218,13.8702380285785,2.97009613444681,42.6511599903779,12.2202231237036,38.589144753199,11.0563923500175,89.3643352179346,25.6042770210932
149,8.58943117469838,1.83843883770272,1.89871636493333,0.406391743071127,13.9841967195089,2.99310744103179,43.1317696862604,12.3149013051857,39.0239820970928,11.1420535618346,90.3713269616885,25.8026503537223
150,8.03107662698177,1.71819139221591,1.7752906228065,0.379810728805623,13.075156333051,2.79733616136204,47.8214231121148,11.5094160244128,43.267001863342,10.4132811649449,100.197267473002,24.1149669082935
151,8.22133920631029,1.75819209127115,1.81734866665806,0.388652988596781,13.3849171639578,2.86246010649058,46.5467123079654,11.7773632908115,42.1136920881592,10.6557096440676,97.5264448357371,24.676380228367
152,8.12099406663853,1.7360528144619,1.79516710946747,0.383759043196842,13.221548234808,2.82641581021166,47.2186560813479,11.6290619150558,42.7216412164576,10.52153220886,98.9343270275861,24.3656535363074
153,8.0599029629849,1.72235053797744,1.78166276023877,0.380730118921329,13.1220876309649,2.80410754253169,46.6779585073303,11.5372763309494,42.2324386494893,10.4384881089542,97.8014368725016,24.1733408838939
154,7.17119728476533,1.5319365089089,1.58521203136918,0.338638596706178,11.6752124215127,2.4941001408201,51.6810948185014,10.261775657763,46.759085788168,9.28446369035696,108.284198667336,21.5008632829319
155,7.01578751994668,1.49831700926164,1.55085829388295,0.331206917836784,11.4221944184395,2.43936523613123,51.7722052868395,10.0365732677813,46.8415190690453,9.08070914704025,108.475096791473,21.0290106563037
156,7.49830168357801,1.60090960868898,1.65751931952777,0.353885281920722,12.2077613374744,2.6063931874796,48.5398346681047,10.72379642184,43.9169932711423,9.7024824769029,101.702510733172,22.4689067886172
157,7.21614975540207,1.54023364700889,1.59514889329941,0.340472700917755,11.7483981982686,2.50760846390219,49.4799420032305,10.3173545732653,44.7675665743514,9.33474937581146,103.67225943534,21.6173143439844
158,7.23281595268157,1.54338070290335,1.59883300006645,0.341168365904952,11.7755319369974,2.51273209174441,48.4184010223937,10.3384353304531,43.8071247345467,9.3538224418385,101.448078332634,21.6614835495207
159,6.72530169033643,1.43473638460776,1.48664563681121,0.317152253439611,10.9492631028635,2.3358515173965,50.8681209079351,9.61067434665486,46.0235379643222,8.69537202792583,106.580824759483,20.1366510120388
160,6.74164665524092,1.43790738279983,1.49025873431641,0.317853210934699,10.9758738527431,2.34101412497937,50.7584210780331,9.63191548286966,45.9242857372681,8.71459019878683,106.350977496831,20.1811562498221
161,6.5912005660051,1.40552454272901,1.45700223038007,0.310694898919044,10.7309370618469,2.28829258886406,50.6263672689914,9.41499693694071,45.8048084814685,8.51833056199398,106.074293325506,19.7266602488282
162,7.57529989352118,1.61500353969003,1.67453997646258,0.357000782457796,12.333119826645,2.6293390961971,43.2743634439194,10.8182055290241,39.1529954968794,9.78790024054563,90.6700948348787,22.6667163465267
163,7.10602849591212,1.51459438468482,1.57080629909636,0.334805074509276,11.5691130600113,2.46586594559213,45.6578606583912,10.1456083184629,41.3094929766397,9.17935990718073,95.664088998534,21.257465048208
164,7.02686330685114,1.49739693460651,1.55330662572499,0.331003532913018,11.4402265767682,2.43786729002604,45.5231768519258,10.0304100882733,41.1876361993614,9.07513293700916,95.381894356416,21.0160973278107
