Julian Hour	u (m/s)	v (m/s)
18099.29	-0.0537775456905364	0.269679017364978
18099.33	-0.0537775456905364	0.269679017364978
18099.38	-0.0537775456905364	0.269679017364978
18099.42	-0.0537775456905364	0.269679017364978
18099.46	-0.0537775456905364	0.269679017364978
18099.5	-0.0537775456905364	0.269679017364978
18099.54	-0.0537775456905364	0.269679017364978
18099.58	-0.0537775456905364	0.269679017364978
18099.63	-0.0537775456905364	0.269679017364978
18099.67	-0.0537775456905364	0.269679017364978
18099.71	-0.0537775456905364	0.269679017364978
18099.75	-0.0537775456905364	0.269679017364978
18099.79	-0.0537775456905364	0.269679017364978
18099.83	-0.0537775456905364	0.269679017364978
18099.88	-0.0537775456905364	0.269679017364978
18099.92	-0.0537775456905364	0.269679017364978
18099.96	-0.0537775456905364	0.269679017364978
18100	-0.144289135932922	0.192259289324284
18100.04	-0.144289135932922	0.192259289324284
18100.08	-0.144289135932922	0.192259289324284
18100.13	-0.144289135932922	0.192259289324284
18100.17	-0.144289135932922	0.192259289324284
18100.21	-0.144289135932922	0.192259289324284
18100.25	-0.144289135932922	0.192259289324284
18100.29	-0.144289135932922	0.192259289324284
18100.33	-0.144289135932922	0.192259289324284
18100.38	-0.144289135932922	0.192259289324284
18100.42	-0.144289135932922	0.192259289324284
18100.46	-0.144289135932922	0.192259289324284
18100.5	-0.144289135932922	0.192259289324284
18100.54	-0.144289135932922	0.192259289324284
18100.58	-0.144289135932922	0.192259289324284
18100.63	-0.144289135932922	0.192259289324284
18100.67	-0.144289135932922	0.192259289324284
18100.71	-0.144289135932922	0.192259289324284
18100.75	-0.144289135932922	0.192259289324284
18100.79	-0.144289135932922	0.192259289324284
18100.83	-0.144289135932922	0.192259289324284
18100.88	-0.144289135932922	0.192259289324284
18100.92	-0.144289135932922	0.192259289324284
18100.96	-0.144289135932922	0.192259289324284
18101	-0.138732604682446	0.150369442999363
18101.04	-0.138732604682446	0.150369442999363
18101.08	-0.138732604682446	0.150369442999363
18101.13	-0.138732604682446	0.150369442999363
