"day","faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2","nh4_1","nh4_2"
1,0.873328110675107,0.276698258871817,0.193051477096603,0.0611648782769279,1.42183945036228,0.450484182864992,224.053536836506,1.8534811599069,202.715104756839,1.67695914467768,469.44550575268,3.88348433504304,30.4314253368397,13.8479175287337
2,0.886580759479049,0.273675554478464,0.195981009990106,0.0604967015162921,1.44341569262554,0.445563007993008,223.964254910594,1.83323337928158,202.63432587149,1.65863972411191,469.258438860292,3.84106041373283,31.7908384357627,14.0978430698311
3,0.923166355862198,0.278019723684204,0.204068352348486,0.0614569915512452,1.50297961094758,0.452635620313932,223.718675729293,1.86233307731046,202.412135183646,1.68496802232852,468.743892004233,3.90203120960287,33.6627638895255,14.5584192718436
4,0.960482304750886,0.282482139840709,0.212317141050196,0.0624434203858409,1.56373259440144,0.459900746968733,223.468204235681,1.89222486017699,202.185518117997,1.71201296873156,468.219094589047,3.96466161179942,35.6080609042365,15.0246015892758
5,0.995954536580686,0.286338568831951,0.220158371244152,0.0632958941628523,1.62148387709978,0.46617928399307,223.230083001004,1.91805739887431,201.970075096146,1.73538526564818,467.720173906865,4.01878693097474,37.5701634007035,15.4731856920693
6,1.01471521929203,0.28551787031293,0.224305469527711,0.0631144765954898,1.65202758509298,0.464843129211226,223.103905158674,1.91255989683302,201.855914191181,1.73041133522988,467.455801284841,4.00726835526919,39.2045246490206,15.770460343784
7,1.03182698247665,0.284515548513214,0.228088069810628,0.0628929107239737,1.67988673638303,0.463211278982917,222.988772711426,1.90584577951435,201.75174673891,1.72433665765584,467.214571395369,3.99320068088721,40.8228820729599,16.0528066457123
8,1.05840091478854,0.286318305772892,0.233962307479572,0.0632914149603236,1.72315096302414,0.466146294310954,222.81025731421,1.91792166546435,201.590232808095,1.73526245922965,466.840539134536,4.01850253716341,42.6787816183419,16.417581646494
9,1.09394687273985,0.290594827073043,0.241819835026703,0.0642367512477254,1.78102227702206,0.473108771094358,222.571642224839,1.94656821962804,201.374342965331,1.76118077013966,466.340583709187,4.07852388874447,44.7812992307388,16.8601276768215
10,1.15685128185283,0.301941081092202,0.255725020199047,0.0667448705572235,1.88343506940251,0.4915812688659,222.149764784312,2.02257183506738,200.992644328663,1.82994594601334,465.456650024273,4.23776955918879,47.6012046257276,17.5435941112329
