"","x"
"1",569315
"2",569313.975233
"3",569312.950467845
"4",569311.925704534
"5",569310.900943068
"6",569309.876183446
"7",569308.851425669
"8",569307.826669736
"9",569306.801915648
"10",569305.777163405
"11",569304.752413006
"12",569303.727664451
"13",569302.702917741
"14",569301.678172876
"15",569300.653429855
"16",569299.628688679
"17",569298.603949348
"18",569297.579211861
"19",569296.554476218
"20",569295.52974242
"21",569294.505010466
"22",569293.480280357
"23",569292.455552093
"24",569291.430825673
"25",569290.406101097
"26",569289.381378366
"27",569288.35665748
"28",569287.331938438
"29",569286.30722124
"30",569285.282505887
"31",569284.257792379
"32",569283.233080715
"33",569282.208370895
"34",569281.18366292
"35",569280.158956789
"36",569279.134252503
"37",569278.109550062
"38",569277.084849464
"39",569276.060150712
"40",569275.035453803
"41",569274.01075874
"42",569272.98606552
"43",569271.961374145
"44",569270.936684615
"45",569269.911996929
"46",569268.887311087
"47",569267.86262709
"48",569266.837944937
"49",569265.813264629
"50",569264.788586165
"51",569263.763909546
"52",569262.739234771
"53",569261.71456184
"54",569260.689890754
"55",569259.665221512
"56",569258.640554114
"57",569257.615888561
"58",569256.591224853
"59",569255.566562989
"60",569254.541902969
"61",569253.517244793
"62",569252.492588462
"63",569251.467933976
"64",569250.443281333
"65",569249.418630535
"66",569248.393981582
"67",569247.369334473
"68",569246.344689208
"69",569245.320045787
"70",569244.295404211
"71",569243.27076448
"72",569242.246126592
"73",569241.221490549
"74",569240.196856351
"75",569239.172223996
"76",569238.147593486
"77",569237.12296482
"78",569236.098337999
"79",569235.073713022
"80",569234.04908989
"81",569233.024468601
"82",569231.999849157
"83",569230.975231557
"84",569229.950615802
"85",569228.926001891
"86",569227.901389824
"87",569226.876779602
"88",569225.852171223
"89",569224.827564689
"90",569223.80296
"91",569222.778357155
"92",569221.753756154
"93",569220.729156997
"94",569219.704559684
"95",569218.679964216
"96",569217.655370592
"97",569216.630778812
"98",569215.606188877
"99",569214.581600786
"100",569213.557014539
"101",569212.532430136
"102",569211.507847578
"103",569210.483266864
"104",569209.458687994
"105",569208.434110968
"106",569207.409535787
"107",569206.384962449
"108",569205.360390957
"109",569204.335821308
"110",569203.311253503
"111",569202.286687543
"112",569201.262123427
"113",569200.237561155
"114",569199.213000728
"115",569198.188442144
"116",569197.163885405
"117",569196.13933051
"118",569195.114777459
"119",569194.090226253
"120",569193.06567689
"121",569192.041129372
"122",569191.016583698
"123",569189.992039868
"124",569188.967497883
"125",569187.942957741
"126",569186.918419444
"127",569185.893882991
"128",569184.869348382
"129",569183.844815617
"130",569182.820284696
"131",569181.79575562
"132",569180.771228387
"133",569179.746702999
"134",569178.722179455
"135",569177.697657755
"136",569176.673137899
"137",569175.648619888
"138",569174.62410372
"139",569173.599589397
"140",569172.575076918
"141",569171.550566282
"142",569170.526057491
"143",569169.501550545
"144",569168.477045442
"145",569167.452542183
"146",569166.428040768
"147",569165.403541198
"148",569164.379043472
"149",569163.354547589
"150",569162.330053551
"151",569161.305561357
"152",569160.281071007
"153",569159.256582501
"154",569158.232095839
"155",569157.207611021
"156",569156.183128048
"157",569155.158646918
"158",569154.134167633
"159",569153.109690191
"160",569152.085214594
"161",569151.06074084
"162",569150.036268931
"163",569149.011798866
"164",569147.987330644
"165",569146.962864267
"166",569145.938399734
"167",569144.913937045
"168",569143.8894762
"169",569142.865017199
"170",569141.840560042
"171",569140.816104729
"172",569139.79165126
"173",569138.767199635
"174",569137.742749854
"175",569136.718301917
"176",569135.693855824
"177",569134.669411575
"178",569133.64496917
"179",569132.620528609
"180",569131.596089892
"181",569130.571653019
"182",569129.54721799
"183",569128.522784805
"184",569127.498353464
"185",569126.473923967
"186",569125.449496314
"187",569124.425070505
"188",569123.40064654
"189",569122.376224419
"190",569121.351804142
"191",569120.327385709
"192",569119.302969119
"193",569118.278554374
"194",569117.254141473
"195",569116.229730415
"196",569115.205321201
"197",569114.180913832
"198",569113.156508306
"199",569112.132104625
"200",569111.107702787
"201",569110.083302793
"202",569109.058904643
"203",569108.034508337
"204",569107.010113875
"205",569105.985721257
"206",569104.961330482
"207",569103.936941552
"208",569102.912554465
"209",569101.888169223
"210",569100.863785824
"211",569099.839404269
"212",569098.815024558
"213",569097.790646691
"214",569096.766270668
"215",569095.741896489
"216",569094.717524153
"217",569093.693153662
"218",569092.668785014
"219",569091.64441821
"220",569090.62005325
"221",569089.595690134
"222",569088.571328862
"223",569087.546969434
"224",569086.522611849
"225",569085.498256108
"226",569084.473902212
"227",569083.449550158
"228",569082.425199949
"229",569081.400851584
"230",569080.376505062
"231",569079.352160385
"232",569078.327817551
"233",569077.303476561
"234",569076.279137414
"235",569075.254800112
"236",569074.230464653
"237",569073.206131038
"238",569072.181799267
"239",569071.15746934
"240",569070.133141257
"241",569069.108815017
"242",569068.084490621
"243",569067.060168069
"244",569066.035847361
"245",569065.011528496
"246",569063.987211475
"247",569062.962896298
"248",569061.938582965
"249",569060.914271476
"250",569059.88996183
"251",569058.865654028
"252",569057.84134807
"253",569056.817043956
"254",569055.792741685
"255",569054.768441258
"256",569053.744142675
"257",569052.719845935
"258",569051.69555104
"259",569050.671257988
"260",569049.646966779
"261",569048.622677415
"262",569047.598389894
"263",569046.574104217
"264",569045.549820383
"265",569044.525538394
"266",569043.501258248
"267",569042.476979946
"268",569041.452703487
"269",569040.428428872
"270",569039.404156101
"271",569038.379885173
"272",569037.35561609
"273",569036.33134885
"274",569035.307083453
"275",569034.2828199
"276",569033.258558191
"277",569032.234298326
"278",569031.210040304
"279",569030.185784126
"280",569029.161529792
"281",569028.137277301
"282",569027.113026654
"283",569026.08877785
"284",569025.064530891
"285",569024.040285775
"286",569023.016042502
"287",569023.016042502
"288",569021.991801073
"289",569020.967561488
"290",569019.943323746
"291",569018.919087848
"292",569017.894853794
"293",569016.870621583
"294",569015.846391216
"295",569014.822162693
"296",569013.797936013
"297",569012.773711176
"298",569011.749488184
"299",569010.725267035
"300",569009.701047729
"301",569008.676830267
"302",569007.652614649
"303",569006.628400874
"304",569005.604188943
"305",569004.579978856
"306",569003.555770612
"307",569002.531564211
"308",569001.507359655
"309",569000.483156941
"310",568999.458956072
"311",568998.434757045
"312",568997.410559863
"313",568996.386364524
"314",568995.362171028
"315",568994.337979376
"316",568993.313789568
"317",568992.289601603
"318",568991.265415482
"319",568990.241231204
"320",568989.21704877
"321",568988.192868179
"322",568987.168689432
"323",568986.144512528
"324",568985.120337468
"325",568984.096164251
"326",568983.071992878
"327",568982.047823349
"328",568981.023655663
"329",568979.99948982
"330",568978.975325821
"331",568977.951163665
"332",568976.927003353
"333",568975.902844885
"334",568974.87868826
"335",568973.854533478
"336",568972.83038054
"337",568971.806229445
"338",568970.782080194
"339",568969.757932786
"340",568968.733787222
"341",568967.709643501
"342",568966.685501624
"343",568965.66136159
"344",568964.637223399
"345",568963.613087052
"346",568962.588952549
"347",568961.564819889
"348",568960.540689072
"349",568959.516560099
"350",568958.492432969
"351",568957.468307683
"352",568956.44418424
"353",568955.42006264
"354",568954.395942884
"355",568953.371824971
"356",568952.347708902
"357",568951.323594676
"358",568950.299482294
"359",568949.275371755
"360",568948.251263059
"361",568947.227156207
"362",568946.203051198
"363",568945.178948032
"364",568944.15484671
"365",568943.130747231
"366",568942.106649596
"367",568941.082553804
"368",568940.058459855
"369",568939.03436775
"370",568938.010277488
"371",568936.98618907
"372",568935.962102495
"373",568934.938017763
"374",568933.913934875
"375",568932.88985383
"376",568931.865774628
"377",568930.841697269
"378",568929.817621754
"379",568928.793548083
"380",568927.769476254
"381",568926.745406269
"382",568925.721338128
"383",568924.697271829
"384",568923.673207374
"385",568922.649144762
"386",568921.625083994
"387",568920.601025069
"388",568919.576967987
"389",568918.552912748
"390",568917.528859353
"391",568916.504807801
"392",568915.480758092
"393",568914.456710227
"394",568913.432664205
"395",568912.408620026
"396",568911.384577691
"397",568910.360537198
"398",568909.336498549
"399",568908.312461744
"400",568907.288426781
"401",568906.264393662
"402",568905.240362386
"403",568904.216332954
"404",568903.192305364
"405",568902.168279618
"406",568901.144255715
"407",568900.120233655
"408",568899.096213439
"409",568898.072195066
"410",568897.048178536
"411",568896.024163849
"412",568895.000151006
"413",568893.976140005
"414",568892.952130848
"415",568891.928123534
"416",568890.904118064
"417",568889.880114436
"418",568888.856112652
"419",568887.832112711
"420",568886.808114614
"421",568885.784118359
"422",568884.760123948
"423",568883.736131379
"424",568882.712140654
"425",568881.688151772
"426",568880.664164734
"427",568879.640179538
"428",568878.616196186
"429",568877.592214677
"430",568876.568235011
"431",568875.544257188
"432",568874.520281208
"433",568873.496307072
"434",568872.472334779
"435",568871.448364328
"436",568870.424395721
"437",568869.400428957
"438",568868.376464037
"439",568867.352500959
"440",568866.328539724
"441",568865.304580333
"442",568864.280622785
"443",568863.25666708
"444",568862.232713218
"445",568861.208761199
"446",568860.184811023
"447",568859.16086269
"448",568858.136916201
"449",568857.112971554
"450",568856.089028751
"451",568855.065087791
"452",568854.041148674
"453",568853.017211399
"454",568851.993275968
"455",568850.96934238
"456",568849.945410636
"457",568848.921480734
"458",568847.897552675
"459",568846.87362646
"460",568845.849702087
"461",568844.825779558
"462",568843.801858871
"463",568842.777940028
"464",568841.754023027
"465",568840.73010787
"466",568839.706194556
"467",568838.682283085
"468",568837.658373457
"469",568836.634465672
"470",568835.61055973
"471",568834.586655631
"472",568833.562753375
"473",568832.538852962
"474",568831.514954392
"475",568830.491057665
"476",568829.467162781
"477",568828.44326974
"478",568827.419378542
"479",568826.395489187
"480",568825.371601676
"481",568824.347716007
"482",568823.323832181
"483",568822.299950198
"484",568821.276070058
"485",568820.252191761
"486",568819.228315307
"487",568818.204440696
"488",568817.180567928
"489",568816.156697003
"490",568815.132827921
"491",568814.108960682
"492",568813.085095286
"493",568812.061231732
"494",568811.037370022
"495",568810.013510155
"496",568808.989652131
"497",568807.965795949
"498",568806.941941611
"499",568805.918089115
"500",568804.894238463
"501",568803.870389653
"502",568802.846542686
"503",568801.822697563
"504",568800.798854282
"505",568799.775012844
"506",568798.751173249
"507",568797.727335497
"508",568796.703499588
"509",568795.679665521
"510",568794.655833298
"511",568793.632002917
"512",568792.60817438
"513",568791.584347685
"514",568790.560522833
"515",568789.536699824
"516",568788.512878658
"517",568787.489059335
"518",568786.465241855
"519",568785.441426217
"520",568784.417612423
"521",568783.393800471
"522",568782.369990362
"523",568781.346182096
"524",568780.322375673
"525",568779.298571093
"526",568778.274768355
"527",568777.25096746
"528",568776.227168409
"529",568775.2033712
"530",568774.179575834
"531",568773.155782311
"532",568772.13199063
"533",568771.108200792
"534",568770.084412798
"535",568769.060626646
"536",568768.036842337
"537",568767.01305987
"538",568765.989279247
"539",568764.965500466
"540",568763.941723528
"541",568762.917948433
"542",568761.894175181
"543",568760.870403771
"544",568759.846634205
"545",568758.822866481
"546",568757.7991006
"547",568756.775336561
"548",568755.751574366
"549",568754.727814013
"550",568753.704055503
"551",568752.680298836
"552",568751.656544011
"553",568750.632791029
"554",568749.60903989
"555",568748.585290594
"556",568747.56154314
"557",568746.53779753
"558",568745.514053762
"559",568744.490311836
"560",568743.466571754
"561",568742.442833514
"562",568741.419097117
"563",568740.395362562
"564",568739.371629851
"565",568738.347898982
"566",568737.324169956
"567",568736.300442772
"568",568735.276717431
"569",568734.252993933
"570",568733.229272278
"571",568732.205552465
"572",568731.181834495
"573",568730.158118368
"574",568729.134404083
"575",568728.110691641
"576",568727.086981042
"577",568726.063272286
"578",568725.039565372
"579",568724.0158603
"580",568722.992157072
"581",568721.968455686
"582",568720.944756143
"583",568719.921058442
"584",568718.897362584
"585",568717.873668569
"586",568716.849976396
"587",568715.826286066
"588",568714.802597579
"589",568713.778910934
"590",568712.755226132
"591",568711.731543173
"592",568710.707862056
"593",568709.684182782
"594",568708.660505351
"595",568707.636829762
"596",568706.613156016
"597",568705.589484112
"598",568704.565814051
"599",568703.542145832
"600",568702.518479456
"601",568701.494814923
"602",568700.471152232
"603",568699.447491384
"604",568698.423832379
"605",568697.400175216
"606",568696.376519896
"607",568695.352866418
"608",568694.329214783
"609",568693.30556499
"610",568692.28191704
