x,y,id
-5.188754826367176,35.92689686637807,0
-5.177690233419902,35.927047854194875,0
-5.177875198330865,35.936047702995396,0
-5.188941164521078,35.935896695031275,0
-5.188754826367176,35.92689686637807,0
-4.84828224863714,35.958403930421625,1
-4.837212219407933,35.958520544377414,1
-4.837354975833229,35.96752119326174,1
-4.848426379811435,35.967404563747756,1
-4.84828224863714,35.958403930421625,1
-5.360894442467767,36.15102019522206,2
-5.3497959228146925,36.15118859915471,2
-5.350002893573608,36.16019015725391,2
-5.361102794809691,36.160021730884246,2
-5.360894442467767,36.15102019522206,2
-4.754167071689234,36.24317081643685,3
-4.743053234839294,36.24327795476917,3
-4.7431848129027,36.25228123760163,3
-4.7543000354408775,36.252174085002146,3
-4.754167071689234,36.24317081643685,3
-5.295983610314768,36.25461154598311,4
-5.284869017492259,36.254773409974334,4
-5.285068188414134,36.26377597568245,4
-5.296184166861546,36.26361409014008,4
-5.295983610314768,36.25461154598311,4
-5.339238811362196,36.17518442369619,5
-5.326873207984932,36.1753694874732,5
-5.327091990216083,36.18501477803377,5
-5.339459243531713,36.18482968784157,5
-5.339238811362196,36.17518442369619,5
-4.266565765609435,36.2763221852957,6
-4.255446270436679,36.27638007353117,6
-4.255517075097287,36.28538408353868,6
-4.266637957508849,36.28532618759578,6
-4.266565765609435,36.2763221852957,6
-5.136380314075114,36.26609752845768,7
-5.12526361394183,36.26624327419133,7
-5.125442909007507,36.2752462109067,7
-5.136560995376082,36.2751004457688,7
-5.136380314075114,36.26609752845768,7
-5.291904708135472,36.26535463897745,8
-5.280788452115789,36.265516092551955,8
-5.280987143727034,36.274518756098466,8
-5.292104785788649,36.27435728102895,8
-5.291904708135472,36.26535463897745,8
-3.758069158315482,36.31488686084343,9
-3.7469434958700853,36.31489338338458,9
-3.7469508615183753,36.323897894731836,9
-3.758077912798619,36.32389137132247,9
-3.758069158315482,36.31488686084343,9
-3.2577834166118294,36.324530075157476,10
-3.2466564007247336,36.324486059023066,10
-3.2466013075544,36.33349054128255,10
-3.2577297125818148,36.333534563275585,10
-3.2577834166118294,36.324530075157476,10
-2.7576581026618525,36.33297484795195,11
-2.746530268238302,36.3328803099737,11
-2.746412723420069,36.34188446952043,11
-2.7575419470683453,36.34197902008059,11
-2.7576581026618525,36.33297484795195,11
-2.257503051044312,36.34037715361627,12
-2.24637490917694,36.34023209315362,12
-2.2461949008259405,36.34923563769231,12
-2.257324431787249,36.34938071745848,12
-2.257503051044312,36.34037715361627,12
-5.23567650270314,36.34802175847243,13
-5.2222293071339365,36.34820985122096,13
-5.222473697823609,36.35969317201665,13
-5.235923034482643,36.359505047346055,13
-5.23567650270314,36.34802175847243,13
-1.7739638739669978,36.356061317114005,14
-1.7628344518107195,36.35586741472277,14
-1.7625940197565828,36.36487016476796,14
-1.7737248310424474,36.365064092956885,14
-1.7739638739669978,36.356061317114005,14
-5.219754928193054,36.37448481680888,15
-5.204780073450004,36.37469193822194,15
-5.204980958022655,36.38423658878685,15
-5.2199577952001555,36.38402943816279,15
-5.219754928193054,36.37448481680888,15
-5.291265826944448,36.27634986872929,16
-5.259525433996689,36.27680764428963,16
-5.260144406265526,36.30522110036945,16
-5.291897294882731,36.30476313246083,16
-5.291265826944448,36.27634986872929,16
-1.3989205918495162,36.440315917616765,17
-1.3877792613240358,36.4400841197903,17
-1.3874916611132073,36.449086650510026,17
-1.398634383465432,36.44931847915571,17
-1.3989205918495162,36.440315917616765,17
-4.9290563324526815,36.49531547815401,18
-4.916674946193226,36.495453993483835,18
-4.916839074038415,36.50506589732038,18
-4.929222113710273,36.50492736233545,18
-4.9290563324526815,36.49531547815401,18
-4.74882502352594,36.478664333365394,19
-4.734111322593651,36.47880479007984,19
-4.73424401017077,36.48793366626455,19
-4.748959576913132,36.487793190618795,19
-4.74882502352594,36.478664333365394,19
-4.972540074744496,36.476334654718066,20
-4.946133579664725,36.476638875005904,20
-4.9463662515622735,36.489948484580616,20
-4.972777628529439,36.48964420450835,20
-4.972540074744496,36.476334654718066,20
-4.530172086223287,36.53044393588778,21
-4.519013566945821,36.530528468845574,21
-4.5191176209858215,36.5395343151316,21
-4.5302775371915205,36.53944977093803,21
-4.530172086223287,36.53044393588778,21
-4.564261090894057,36.533795045466356,22
-4.553102092414386,36.533883022794335,22
-4.553210419401398,36.542888862169,22
-4.564370814919055,36.542800873147726,22
-4.564261090894057,36.533795045466356,22
-4.621401209634466,36.53657029579336,23
-4.609273142321807,36.536672131407855,23
-4.6094471656561895,36.55025624830153,23
-4.621577523407955,36.55015439227103,23
-4.621401209634466,36.53657029579336,23
-4.604726847057235,36.55854901685249,24
-4.593564057750045,36.55864108433781,24
-4.5936774898483295,36.56764707307401,24
-4.604841677130211,36.56755499335382,24
-4.604726847057235,36.55854901685249,24
-4.544737573897674,36.57435591363538,25
-4.533572256625968,36.57444192107379,25
-4.533678198096189,36.583448089767714,25
-4.544844913994498,36.58336207090085,25
-4.544737573897674,36.57435591363538,25
-4.568852581821189,36.57313716393471,26
-4.555832527200904,36.57324019246956,26
-4.555951718429469,36.58311287182994,26
-4.568973560913603,36.5830098282876,26
-4.568852581821189,36.57313716393471,26
-4.6644402616639224,36.499748158044326,27
-4.6482647487888995,36.49989005416735,27
-4.648410408382094,36.51080406076257,27
-4.6645883743251035,36.51066214177775,27
-4.6644402616639224,36.499748158044326,27
-4.645165350806424,36.50179310323741,28
-4.634011417253738,36.50188925220578,28
-4.634129821856423,36.51089476063982,28
-4.645285151153194,36.510798598889465,28
-4.645165350806424,36.50179310323741,28
-4.8986639431386205,36.49817366327259,29
-4.862373470049476,36.49856571981013,29
-4.862578050678331,36.511099703137845,29
-4.898874843854117,36.5107075740566,29
-4.8986639431386205,36.49817366327259,29
-5.164494792138369,36.408677348788636,30
-5.147905176151364,36.40889826500963,30
-5.148123436454787,36.419667592857124,30
-5.164715531633904,36.419446641490765,30
-5.164494792138369,36.408677348788636,30
-4.503532694189055,36.59223654626884,31
-4.492364551742201,36.59231839154621,31
-4.492465355895769,36.60132473421566,31
-4.503634897689214,36.60124287806417,31
-4.503532694189055,36.59223654626884,31
-4.526209715512609,36.58650546485332,32
-4.505656023172783,36.586659447697976,32
-4.505822985383363,36.601334158911534,32
-4.526380873905366,36.60118014273026,32
-4.526209715512609,36.58650546485332,32
-4.499847877678124,36.61348719639674,33
-4.485219335543028,36.61359365475171,33
-4.485329333891305,36.62350665337434,33
-4.49995989406038,36.62340017945361,33
-4.499847877678124,36.61348719639674,33
-3.758685447140985,36.61345980922991,34
-3.7475135538997746,36.6134663934172,34
-3.747521021615706,36.6224732600347,34
-3.7586943152585897,36.62246667497269,34
-3.758685447140985,36.61345980922991,34
-3.2452015555845395,36.61309590203882,35
-3.2340298612727185,36.613050601195624,35
-3.233972964105803,36.62205734991193,35
-3.2451460587347367,36.622102656773244,35
-3.2452015555845395,36.61309590203882,35
-4.241091273921125,36.60371343110931,36
-4.22992109967314,36.60376875953449,36
-4.229989027849745,36.612775388817845,36
-4.24116060201636,36.61272005304204,36
-4.241091273921125,36.60371343110931,36
-4.484400663231534,36.60360114925754,37
-4.47323073344311,36.60368106211202,37
-4.473329155523115,36.61268750767211,37
