"day","Pexc","Nexc","Cexc","Pwst","Nwst","Cwst"
1,0.229937322871809,4.89759674650992,38.2341872878138,0.229937322871809,4.89759674650992,38.2341872878138
2,0.23196368729317,4.94075770738984,38.5711330077694,0.23196368729317,4.94075770738984,38.5711330077694
3,0.238301907174968,5.07575991009472,39.6250579774322,0.238301907174968,5.07575991009472,39.6250579774322
4,0.242061720968119,5.15584282821708,40.2502432363505,0.242061720968119,5.15584282821708,40.2502432363505
5,0.23996335582858,5.11114827340517,39.9013251714565,0.23996335582858,5.11114827340517,39.9013251714565
6,0.247139943117138,5.26400745310034,41.0946546364214,0.247139943117138,5.26400745310034,41.0946546364214
7,0.255400340868788,5.4399514740539,42.4682010914461,0.255400340868788,5.4399514740539,42.4682010914461
8,0.25905416710468,5.51777688865694,43.0757626428958,0.25905416710468,5.51777688865694,43.0757626428958
9,0.261081753971517,5.56096388726275,43.4129116321975,0.261081753971517,5.56096388726275,43.4129116321975
10,0.266261856011209,5.67129852358593,44.2742637131992,0.266261856011209,5.67129852358593,44.2742637131992
11,0.281110812529083,5.98757689119808,46.7433617153947,0.281110812529083,5.98757689119808,46.7433617153947
12,0.281487024953504,5.99559010420253,46.8059186596772,0.281487024953504,5.99559010420253,46.8059186596772
13,0.282594439090022,6.01917769670082,46.9900604900332,0.282594439090022,6.01917769670082,46.9900604900332
14,0.280615024100421,5.97701674478582,46.6609215643143,0.280615024100421,5.97701674478582,46.6609215643143
15,0.280420395471099,5.97287121273457,46.6285585387205,0.280420395471099,5.97287121273457,46.6285585387205
16,0.286144844516709,6.09480027875649,47.5804251352166,0.286144844516709,6.09480027875649,47.5804251352166
17,0.314171625641478,6.69176240016181,52.2407438047368,0.314171625641478,6.69176240016181,52.2407438047368
18,0.327723656464395,6.98041663531581,54.4941878221854,0.327723656464395,6.98041663531581,54.4941878221854
19,0.327376392239226,6.97302001036548,54.4364444108174,0.327376392239226,6.97302001036548,54.4364444108174
20,0.321402666230154,6.84578141899123,53.4431278139972,0.321402666230154,6.84578141899123,53.4431278139972
21,0.322869822338515,6.87703140874143,53.6870878667931,0.322869822338515,6.87703140874143,53.6870878667931
22,0.335514944236943,7.14636875291625,55.7897302429995,0.335514944236943,7.14636875291625,55.7897302429995
23,0.341813301256236,7.28052188847853,56.8370267796102,0.341813301256236,7.28052188847853,56.8370267796102
24,0.349393825530119,7.44198480609848,58.0975232540734,0.349393825530119,7.44198480609848,58.0975232540734
25,0.369723122066238,7.87499278988562,61.4778971815581,0.369723122066238,7.87499278988562,61.4778971815581
26,0.381168053783822,8.11876643934798,63.3809708423326,0.381168053783822,8.11876643934798,63.3809708423326
27,0.37027535929813,7.88675527905631,61.5697236910075,0.37027535929813,7.88675527905631,61.5697236910075
28,0.367069872389003,7.81847935907496,61.0367124107965,0.367069872389003,7.81847935907496,61.0367124107965
29,0.405656144774243,8.64035551094811,67.4528728961404,0.405656144774243,8.64035551094811,67.4528728961404
30,0.419356474261096,8.93216846363841,69.7309761503786,0.419356474261096,8.93216846363841,69.7309761503786
31,0.399037063705948,8.49937104831245,66.352246072806,0.399037063705948,8.49937104831245,66.352246072806
32,0.383485299063602,8.16812307619742,63.7662844961247,0.383485299063602,8.16812307619742,63.7662844961247
33,0.392237276633298,8.35453760140597,65.2215712906268,0.392237276633298,8.35453760140597,65.2215712906268
34,0.395867688193977,8.43186429037497,65.8252394285751,0.395867688193977,8.43186429037497,65.8252394285751
35,0.398053973420473,8.47843151695001,66.1887769255348,0.398053973420473,8.47843151695001,66.1887769255348
36,0.409338349482453,8.71878537859065,68.0651532457915,0.409338349482453,8.71878537859065,68.0651532457915
37,0.43049989244372,9.16951996427603,71.5839138661857,0.43049989244372,9.16951996427603,71.5839138661857
38,0.429282545523809,9.14359083611246,71.3814923125693,0.429282545523809,9.14359083611246,71.3814923125693
39,0.426685271941288,9.0882696795091,70.9496152977744,0.426685271941288,9.0882696795091,70.9496152977744
40,0.442406913850065,9.4231359869904,73.5638242209045,0.442406913850065,9.4231359869904,73.5638242209045
41,0.467155247708302,9.95026815445161,77.6789996955911,0.467155247708302,9.95026815445161,77.6789996955911
42,0.475826849767153,10.1349707051294,79.1209215770089,0.475826849767153,10.1349707051294,79.1209215770089
43,0.470850890332112,10.0289842457089,78.2935145140765,0.470850890332112,10.0289842457089,78.2935145140765
44,0.477988942408262,10.1810226368145,79.4804363088554,0.477988942408262,10.1810226368145,79.4804363088554
45,0.481185571596562,10.2491098899707,80.011974719187,0.481185571596562,10.2491098899707,80.011974719187
46,0.475868881564844,10.1358659699479,79.1279106625775,0.475868881564844,10.1358659699479,79.1279106625775
47,0.470437960440094,10.02018896154,78.2248521558696,0.470437960440094,10.02018896154,78.2248521558696
48,0.485285259317014,10.3364320218918,80.6936745240191,0.485285259317014,10.3364320218918,80.6936745240191
49,0.508577234194773,10.8325441752228,84.5666853021597,0.508577234194773,10.8325441752228,84.5666853021597
