"Day","Pexc (g)","Nexc (g)","Cexc (g)","Pwst (g)","Nwst (g)","Cwst (g)"
1,4.21547071539447,89.7882753563842,700.952306592446,4.21547071539447,89.7882753563842,700.952306592446
2,4.43240793890086,94.4089738440071,737.024825527818,4.43240793890086,94.4089738440071,737.024825527818
3,4.51320601652271,96.1299489216617,750.46000340023,4.51320601652271,96.1299489216617,750.46000340023
4,4.66289640766574,99.3183098344946,775.350657856268,4.66289640766574,99.3183098344946,775.350657856268
5,4.80621685442817,102.370992822212,799.182112164114,4.80621685442817,102.370992822212,799.182112164114
6,5.33486838043483,113.631113456265,887.086768976163,5.33486838043483,113.631113456265,887.086768976163
7,5.46376767983135,116.37663028436,908.520261776904,5.46376767983135,116.37663028436,908.520261776904
8,5.47911931106443,116.703615474245,911.072944988174,5.47911931106443,116.703615474245,911.072944988174
9,5.62535472861354,119.818386474742,935.389103291019,5.62535472861354,119.818386474742,935.389103291019
10,5.87322429628237,125.097934714287,976.605080561848,5.87322429628237,125.097934714287,976.605080561848
11,6.57203709103444,139.982439879659,1092.80430798595,6.57203709103444,139.982439879659,1092.80430798595
12,6.72592978071104,143.260308504285,1118.3937244662,6.72592978071104,143.260308504285,1118.3937244662
13,6.46160958544827,137.63036677848,1074.44232186915,6.46160958544827,137.63036677848,1074.44232186915
14,6.30618835904252,134.319940775095,1048.59873891062,6.30618835904252,134.319940775095,1048.59873891062
15,6.35178561693034,135.291148837763,1056.18069244526,6.35178561693034,135.291148837763,1056.18069244526
16,6.73124630110633,143.373548811101,1119.27776031551,6.73124630110633,143.373548811101,1119.27776031551
17,7.20969945657337,153.564459048319,1198.83538639421,7.20969945657337,153.564459048319,1198.83538639421
18,7.574151511649,161.32717967542,1259.43680575995,7.574151511649,161.32717967542,1259.43680575995
19,7.53681589126078,160.53194203997,1253.22860482675,7.53681589126078,160.53194203997,1253.22860482675
20,7.47206785829691,159.152828150906,1242.46224298545,7.47206785829691,159.152828150906,1242.46224298545
21,7.71128812264806,164.248148796343,1282.24000622984,7.71128812264806,164.248148796343,1282.24000622984
22,8.23573992932337,175.418816654846,1369.44632988976,8.23573992932337,175.418816654846,1369.44632988976
23,8.41226408186317,179.178728722889,1398.79892660932,8.41226408186317,179.178728722889,1398.79892660932
24,9.15826182720939,195.068259334448,1522.84411055605,9.15826182720939,195.068259334448,1522.84411055605
25,9.7938764319611,208.606661805984,1628.53468543717,9.7938764319611,208.606661805984,1628.53468543717
26,10.2281775749737,217.857147279411,1700.75067470705,10.2281775749737,217.857147279411,1700.75067470705
27,9.61572733372652,204.812138876821,1598.91189126881,9.61572733372652,204.812138876821,1598.91189126881
28,9.40235853212627,200.26744671692,1563.43273277522,9.40235853212627,200.26744671692,1563.43273277522
29,10.3088135973951,219.574670629382,1714.15890589326,10.3088135973951,219.574670629382,1714.15890589326
30,10.9453335255218,233.132356220164,1820.00001876901,10.9453335255218,233.132356220164,1820.00001876901
31,10.7236505223237,228.410574033351,1783.13836726788,10.7236505223237,228.410574033351,1783.13836726788
32,10.5016023257871,223.681013336795,1746.21599108613,10.5016023257871,223.681013336795,1746.21599108613
33,10.8911923644154,231.979165554224,1810.99737723231,10.8911923644154,231.979165554224,1810.99737723231
34,11.0298092615445,234.931664330464,1834.04672102695,11.0298092615445,234.931664330464,1834.04672102695
35,11.193126156726,238.410265735844,1861.20320297449,11.193126156726,238.410265735844,1861.20320297449
36,11.6356364594764,247.835603875732,1934.78421879583,11.6356364594764,247.835603875732,1934.78421879583
37,12.2953763314446,261.887867380145,2044.48636506345,12.2953763314446,261.887867380145,2044.48636506345
38,12.4115521283337,264.362377380355,2063.804182289,12.4115521283337,264.362377380355,2063.804182289
39,12.4751053531185,265.716042209746,2074.37187033902,12.4751053531185,265.716042209746,2074.37187033902
40,13.3008379057576,283.303900556464,2211.67543060031,13.3008379057576,283.303900556464,2211.67543060031
41,13.7876952070071,293.673816605036,2292.6305056874,13.7876952070071,293.673816605036,2292.6305056874
42,14.2184410651138,302.848575564947,2364.25531894786,14.2184410651138,302.848575564947,2364.25531894786
43,14.0542925467609,299.352260832788,2336.9605539426,14.0542925467609,299.352260832788,2336.9605539426
44,14.3752611299247,306.188796411274,2390.33150202931,14.3752611299247,306.188796411274,2390.33150202931
45,14.9175116486396,317.738571554703,2480.49741172384,14.9175116486396,317.738571554703,2480.49741172384
46,15.1847583431729,323.430846846573,2524.93543528269,15.1847583431729,323.430846846573,2524.93543528269
47,15.1909134029959,323.561947794376,2525.9589042311,15.1909134029959,323.561947794376,2525.9589042311
48,15.5701122367072,331.638770430517,2589.01243136779,15.5701122367072,331.638770430517,2589.01243136779
49,16.0486611861146,341.83172105024,2668.58598615008,16.0486611861146,341.83172105024,2668.58598615008
50,16.0054050979656,340.9103792083,2661.39332445005,16.0054050979656,340.9103792083,2661.39332445005
51,15.9522627569639,339.778463114205,2652.55676762928,15.9522627569639,339.778463114205,2652.55676762928
52,16.5137451655481,351.737871805057,2745.92057347209,16.5137451655481,351.737871805057,2745.92057347209
53,17.229242903921,366.977761318531,2864.89418850461,17.229242903921,366.977761318531,2864.89418850461
54,17.6018156286951,374.913449800514,2926.84592021753,17.6018156286951,374.913449800514,2926.84592021753
55,17.989129536968,383.163121116784,2991.24882933698,17.989129536968,383.163121116784,2991.24882933698
56,18.5505299226334,395.120782743807,3084.59899633423,18.5505299226334,395.120782743807,3084.59899633423
57,18.8624057725381,401.763645802013,3136.45799646032,18.8624057725381,401.763645802013,3136.45799646032
58,19.1742607182849,408.406063607861,3188.31352062401,19.1742607182849,408.406063607861,3188.31352062401
59,19.5457120886534,416.31786757375,3250.07879250595,19.5457120886534,416.31786757375,3250.07879250595
60,19.9021761995385,423.910447359903,3309.35196924274,19.9021761995385,423.910447359903,3309.35196924274
61,20.151280414343,429.216293217075,3350.77324476282,20.151280414343,429.216293217075,3350.77324476282
62,20.3778672457745,434.042525490116,3388.45030928501,20.3778672457745,434.042525490116,3388.45030928501
63,20.6168800579386,439.133427465529,3428.19357719095,20.6168800579386,439.133427465529,3428.19357719095
64,20.8635554374971,444.387539852683,3469.21098377611,20.8635554374971,444.387539852683,3469.21098377611
65,21.131957140457,450.104416481307,3513.84106318717,21.131957140457,450.104416481307,3513.84106318717
66,21.341247358373,454.562236018995,3548.64203107426,21.341247358373,454.562236018995,3548.64203107426
67,21.5888282089434,459.835634670018,3589.81000020325,21.5888282089434,459.835634670018,3589.81000020325
68,21.8568513797515,465.544448676131,3634.37713694364,21.8568513797515,465.544448676131,3634.37713694364
69,22.1083831011914,470.901999704309,3676.20206047605,22.1083831011914,470.901999704309,3676.20206047605
70,22.339649292239,475.827900948638,3714.65721317338,22.339649292239,475.827900948638,3714.65721317338
71,22.6377887315102,482.178182536439,3764.23211043934,22.6377887315102,482.178182536439,3764.23211043934
72,22.8880676322563,487.509048855596,3805.84871380674,22.8880676322563,487.509048855596,3805.84871380674
73,23.140224487449,492.879915047207,3847.77758514842,23.140224487449,492.879915047207,3847.77758514842
74,23.3949745660112,498.306016127087,3890.13766003179,23.3949745660112,498.306016127087,3890.13766003179
75,23.5994625048087,502.66154854456,3924.14010057704,23.5994625048087,502.66154854456,3924.14010057704
76,23.7837477102123,506.586768735619,3954.78321222926,23.7837477102123,506.586768735619,3954.78321222926
77,24.0667063440367,512.613703672094,4001.83383135115,24.0667063440367,512.613703672094,4001.83383135115
78,24.2944401338109,517.464365817493,4039.7016131503,24.2944401338109,517.464365817493,4039.7016131503
79,24.5424903673052,522.747762185509,4080.94763169898,24.5424903673052,522.747762185509,4080.94763169898
80,24.8099860019332,528.445339827528,4125.42704924332,24.8099860019332,528.445339827528,4125.42704924332
81,25.094383302591,534.502917940649,4172.71689119543,25.094383302591,534.502917940649,4172.71689119543
82,25.3535921418575,540.023989300455,4215.81837286614,25.3535921418575,540.023989300455,4215.81837286614
83,25.5864382038141,544.983541326342,4254.53622793589,25.5864382038141,544.983541326342,4254.53622793589
84,25.8456989234854,550.505717723377,4297.64633632753,25.8456989234854,550.505717723377,4297.64633632753
85,26.0885089494808,555.677499226626,4338.02100840476,26.0885089494808,555.677499226626,4338.02100840476
86,26.0186340840812,554.189185327998,4326.40215220069,26.0186340840812,554.189185327998,4326.40215220069
87,25.8704164151958,551.032192962241,4301.75638334181,25.8704164151958,551.032192962241,4301.75638334181
88,25.905999186141,551.79009542469,4307.67311887455,25.905999186141,551.79009542469,4307.67311887455
89,25.7465538147675,548.3939563276,4281.16039742885,25.7465538147675,548.3939563276,4281.16039742885
90,26.2375285707763,558.851572940748,4362.80012664016,26.2375285707763,558.851572940748,4362.80012664016
91,27.0128333835199,575.365335391412,4491.71851642288,27.0128333835199,575.365335391412,4491.71851642288
92,27.5061097044704,585.871974654862,4573.74095194709,27.5061097044704,585.871974654862,4573.74095194709
93,27.7346620339251,590.740071452565,4611.74484126919,27.7346620339251,590.740071452565,4611.74484126919
94,28.2220684661605,601.12168382819,4692.79122635632,28.2220684661605,601.12168382819,4692.79122635632
95,28.5217888340347,607.505638726115,4742.629001869,28.5217888340347,607.505638726115,4742.629001869
96,28.7831743690194,613.073073058817,4786.09242648452,28.7831743690194,613.073073058817,4786.09242648452
97,29.0173229378544,618.060368094716,4825.02686358329,29.0173229378544,618.060368094716,4825.02686358329
98,29.2584784761215,623.196909500298,4865.1264259355,29.2584784761215,623.196909500298,4865.1264259355
99,29.4950805487166,628.236463438241,4904.46883387215,29.4950805487166,628.236463438241,4904.46883387215
100,29.732442433294,633.292201145947,4943.93758403665,29.732442433294,633.292201145947,4943.93758403665
101,29.9800666799692,638.566524121124,4985.11276910942,29.9800666799692,638.566524121124,4985.11276910942
102,30.2129287949163,643.526418070946,5023.83329348504,30.2129287949163,643.526418070946,5023.83329348504
103,30.4253441895596,648.050802945575,5059.15391860224,30.4253441895596,648.050802945575,5059.15391860224
104,30.6837261531573,653.554262099,5102.1179066343,30.6837261531573,653.554262099,5102.1179066343
105,30.9734611485912,659.725531526967,5150.29530533103,30.9734611485912,659.725531526967,5150.29530533103
106,31.2286581445131,665.161151813992,5192.72969403967,31.2286581445131,665.161151813992,5192.72969403967
107,31.4732951583114,670.371847615308,5233.40815931129,31.4732951583114,670.371847615308,5233.40815931129
108,31.695255276117,675.099532261032,5270.31588968153,31.695255276117,675.099532261032,5270.31588968153
109,31.6478559520142,674.089940722724,5262.43428693681,31.6478559520142,674.089940722724,5262.43428693681
110,31.6979367516354,675.156646893884,5270.76176787085,31.6979367516354,675.156646893884,5270.76176787085
111,32.1892472682558,685.621415108427,5352.45732766219,32.1892472682558,685.621415108427,5352.45732766219
112,31.9365253192484,680.238512586246,5310.43449200678,31.9365253192484,680.238512586246,5310.43449200678
113,31.7382971257122,676.016310885348,5277.47292759988,31.7382971257122,676.016310885348,5277.47292759988
114,32.3218624608121,688.446079358188,5374.50870255898,32.3218624608121,688.446079358188,5374.50870255898
115,32.8780182642207,700.292032939396,5466.98679564604,32.8780182642207,700.292032939396,5466.98679564604
116,33.2696462475895,708.633592775066,5532.10705309818,33.2696462475895,708.633592775066,5532.10705309818
117,33.6012238878633,715.696098121908,5587.24208485529,33.6012238878633,715.696098121908,5587.24208485529
118,34.119975747648,726.74535880302,5673.50061615936,34.119975747648,726.74535880302,5673.50061615936
119,34.3318645964204,731.258528406841,5708.73368674998,34.3318645964204,731.258528406841,5708.73368674998
120,34.3383155728312,731.395932290155,5709.80636097789,34.3383155728312,731.395932290155,5709.80636097789
121,34.2676984183133,729.891807853568,5698.06407626374,34.2676984183133,729.891807853568,5698.06407626374
122,34.1462607210512,727.305220936811,5677.87130545589,34.1462607210512,727.305220936811,5677.87130545589
123,33.9599442221887,723.336734797835,5646.89042847887,33.9599442221887,723.336734797835,5646.89042847887
124,34.1856205288703,728.14357316389,5684.41609011709,34.1856205288703,728.14357316389,5684.41609011709
125,34.7195214575493,739.515504517177,5773.19362238241,34.7195214575493,739.515504517177,5773.19362238241
126,35.0659576145831,746.894491861951,5830.79934182746,35.0659576145831,746.894491861951,5830.79934182746
127,34.8680501836712,742.679122309767,5797.89111412162,34.8680501836712,742.679122309767,5797.89111412162
128,33.9876132728055,723.926077365572,5651.49126339399,33.9876132728055,723.926077365572,5651.49126339399
129,33.533405354554,714.251583486612,5575.96515742242,33.533405354554,714.251583486612,5575.96515742242
130,34.6620918153423,738.292270179605,5763.64416921581,34.6620918153423,738.292270179605,5763.64416921581
131,35.0492258330543,746.538109880308,5828.01716596909,35.0492258330543,746.538109880308,5828.01716596909
132,35.3114780878797,752.124005088428,5871.62470954842,35.3114780878797,752.124005088428,5871.62470954842
133,34.0779189441369,725.849561367996,5666.50737260026,34.0779189441369,725.849561367996,5666.50737260026
134,33.6221724904269,716.14229714031,5590.72543755259,33.6221724904269,716.14229714031,5590.72543755259
135,33.2729358975324,708.703661342693,5532.65405908424,33.2729358975324,708.703661342693,5532.65405908424
136,33.1010139456987,705.041774784051,5504.06672048606,33.1010139456987,705.041774784051,5504.06672048606
137,33.9896614970997,723.969703935257,5651.8318439935,33.9896614970997,723.969703935257,5651.8318439935
138,33.9599935812243,723.337786130646,5646.89863594422,33.9599935812243,723.337786130646,5646.89863594422
139,34.0046754824055,724.289497367083,5654.32838313273,34.0046754824055,724.289497367083,5654.32838313273
140,33.9531574160544,723.192177841064,5645.76191217894,33.9531574160544,723.192177841064,5645.76191217894
141,34.5666109989375,736.25855712277,5747.76753217744,34.5666109989375,736.25855712277,5747.76753217744
142,35.1440771811664,748.558415449294,5843.78913444696,35.1440771811664,748.558415449294,5843.78913444696
143,35.674615179944,759.858717393585,5932.00747566804,35.674615179944,759.858717393585,5932.00747566804
144,35.9669075517692,766.084458179821,5980.6101172383,35.9669075517692,766.084458179821,5980.6101172383
145,35.3059526758549,752.006315451888,5870.70593900887,35.3059526758549,752.006315451888,5870.70593900887
146,35.08791358397,747.362147494766,5834.45020039682,35.08791358397,747.362147494766,5834.45020039682
147,35.8447829220553,763.483239805675,5960.30312267726,35.8447829220553,763.483239805675,5960.30312267726
148,36.4413914053836,776.190823465411,6059.50772419292,36.4413914053836,776.190823465411,6059.50772419292
149,36.6488854017974,780.610384018105,6094.01001473408,36.6488854017974,780.610384018105,6094.01001473408
150,37.1750263033209,791.81702909566,6181.49720262243,37.1750263033209,791.81702909566,6181.49720262243
151,37.8570581464029,806.344104969971,6294.90607813234,37.8570581464029,806.344104969971,6294.90607813234
152,37.0028820128887,788.150406790847,6152.87289335976,37.0028820128887,788.150406790847,6152.87289335976
153,35.7758550451631,762.015096481248,5948.84173258394,35.7758550451631,762.015096481248,5948.84173258394
154,35.8212538385064,762.982077308007,5956.39068525351,35.8212538385064,762.982077308007,5956.39068525351
155,37.9422139211153,808.157897702569,6309.06585784242,37.9422139211153,808.157897702569,6309.06585784242
156,38.6525589497026,823.288036026604,6427.18267560288,38.6525589497026,823.288036026604,6427.18267560288
157,40.3284794373356,858.984645107403,6705.85625935755,40.3284794373356,858.984645107403,6705.85625935755
158,41.6428054608598,886.979399400746,6924.40358657283,41.6428054608598,886.979399400746,6924.40358657283
159,41.3995678314283,881.798510071192,6883.95781220712,41.3995678314283,881.798510071192,6883.95781220712
160,41.0084942227455,873.468758251831,6818.92973668224,41.0084942227455,873.468758251831,6818.92973668224
161,41.4136415357659,882.098275797412,6886.29800057133,41.4136415357659,882.098275797412,6886.29800057133
162,41.9494953174251,893.511802339696,6975.40025500726,41.9494953174251,893.511802339696,6975.40025500726
163,42.4013794616174,903.136800520741,7050.53996171365,42.4013794616174,903.136800520741,7050.53996171365
164,43.1375414556551,918.816832548049,7172.94964798238,43.1375414556551,918.816832548049,7172.94964798238
165,43.6257628190892,929.215802716387,7254.13154057081,43.6257628190892,929.215802716387,7254.13154057081
166,43.9136816719609,935.348388846692,7302.00694942962,43.9136816719609,935.348388846692,7302.00694942962
167,43.9587006373094,936.307279449872,7309.49274395459,43.9587006373094,936.307279449872,7309.49274395459
