Julian Hour	u (m/s)	v (m/s)
18091	-0.000452605803729966	0.00262034474872053
18091.04	-0.000452605803729966	0.00262034474872053
18091.08	-0.000452605803729966	0.00262034474872053
18091.13	-0.000452605803729966	0.00262034474872053
18091.17	-0.000452605803729966	0.00262034474872053
18091.21	-0.000452605803729966	0.00262034474872053
18091.25	-0.000452605803729966	0.00262034474872053
18091.29	-0.000452605803729966	0.00262034474872053
18091.33	-0.000452605803729966	0.00262034474872053
18091.38	-0.000452605803729966	0.00262034474872053
18091.42	-0.000452605803729966	0.00262034474872053
18091.46	-0.000452605803729966	0.00262034474872053
18091.5	-0.000452605803729966	0.00262034474872053
18091.54	-0.000452605803729966	0.00262034474872053
18091.58	-0.000452605803729966	0.00262034474872053
18091.63	-0.000452605803729966	0.00262034474872053
18091.67	-0.000452605803729966	0.00262034474872053
18091.71	-0.000452605803729966	0.00262034474872053
18091.75	-0.000452605803729966	0.00262034474872053
18091.79	-0.000452605803729966	0.00262034474872053
18091.83	-0.000452605803729966	0.00262034474872053
18091.88	-0.000452605803729966	0.00262034474872053
18091.92	-0.000452605803729966	0.00262034474872053
18091.96	-0.000452605803729966	0.00262034474872053
18092	-0.010767936706543	-0.000616136123426259
18092.04	-0.010767936706543	-0.000616136123426259
18092.08	-0.010767936706543	-0.000616136123426259
18092.13	-0.010767936706543	-0.000616136123426259
18092.17	-0.010767936706543	-0.000616136123426259
18092.21	-0.010767936706543	-0.000616136123426259
18092.25	-0.010767936706543	-0.000616136123426259
18092.29	-0.010767936706543	-0.000616136123426259
18092.33	-0.010767936706543	-0.000616136123426259
18092.38	-0.010767936706543	-0.000616136123426259
18092.42	-0.010767936706543	-0.000616136123426259
18092.46	-0.010767936706543	-0.000616136123426259
18092.5	-0.010767936706543	-0.000616136123426259
18092.54	-0.010767936706543	-0.000616136123426259
18092.58	-0.010767936706543	-0.000616136123426259
18092.63	-0.010767936706543	-0.000616136123426259
18092.67	-0.010767936706543	-0.000616136123426259
18092.71	-0.010767936706543	-0.000616136123426259
18092.75	-0.010767936706543	-0.000616136123426259
18092.79	-0.010767936706543	-0.000616136123426259
18092.83	-0.010767936706543	-0.000616136123426259
18092.88	-0.010767936706543	-0.000616136123426259
18092.92	-0.010767936706543	-0.000616136123426259
18092.96	-0.010767936706543	-0.000616136123426259
18093	0.00131661910563707	0.0107019301503897
18093.04	0.00131661910563707	0.0107019301503897
18093.08	0.00131661910563707	0.0107019301503897
18093.13	0.00131661910563707	0.0107019301503897
18093.17	0.00131661910563707	0.0107019301503897
18093.21	0.00131661910563707	0.0107019301503897
18093.25	0.00131661910563707	0.0107019301503897
18093.29	0.00131661910563707	0.0107019301503897
18093.33	0.00131661910563707	0.0107019301503897
18093.38	0.00131661910563707	0.0107019301503897
18093.42	0.00131661910563707	0.0107019301503897
18093.46	0.00131661910563707	0.0107019301503897
18093.5	0.00131661910563707	0.0107019301503897
18093.54	0.00131661910563707	0.0107019301503897
18093.58	0.00131661910563707	0.0107019301503897
18093.63	0.00131661910563707	0.0107019301503897
18093.67	0.00131661910563707	0.0107019301503897
18093.71	0.00131661910563707	0.0107019301503897
18093.75	0.00131661910563707	0.0107019301503897
18093.79	0.00131661910563707	0.0107019301503897
18093.83	0.00131661910563707	0.0107019301503897
18093.88	0.00131661910563707	0.0107019301503897
18093.92	0.00131661910563707	0.0107019301503897
18093.96	0.00131661910563707	0.0107019301503897
18094	-0.00226004654541612	0.00708952732384205
18094.04	-0.00226004654541612	0.00708952732384205
18094.08	-0.00226004654541612	0.00708952732384205
18094.13	-0.00226004654541612	0.00708952732384205
18094.17	-0.00226004654541612	0.00708952732384205
18094.21	-0.00226004654541612	0.00708952732384205
18094.25	-0.00226004654541612	0.00708952732384205
18094.29	-0.00226004654541612	0.00708952732384205
18094.33	-0.00226004654541612	0.00708952732384205
18094.38	-0.00226004654541612	0.00708952732384205
18094.42	-0.00226004654541612	0.00708952732384205
18094.46	-0.00226004654541612	0.00708952732384205
