farm_id,POINT_X,POINT_Y
232,21.017456,38.49332
233,21.033653,38.370511
233,21.045094,38.370332
233,21.044953,38.361325
233,21.033512,38.361504
233,21.033653,38.370511
234,21.005735,38.62031
234,21.017215,38.62049
234,21.017355,38.611483
234,21.005875,38.611304
234,21.005735,38.62031
235,20.870531,38.612263
235,20.88201,38.612084
235,20.881869,38.603078
235,20.870391,38.603257
235,20.870531,38.612263
236,20.775706,38.764381
236,20.787209,38.764202
236,20.787069,38.755196
236,20.775566,38.755375
236,20.775706,38.764381
237,20.789176,38.997034
237,20.800716,38.996855
237,20.800576,38.98785
237,20.789036,38.988029
237,20.789176,38.997034
238,21.092926,38.464542
238,21.104381,38.464363
238,21.10424,38.455356
238,21.092785,38.455535
238,21.092926,38.464542
239,21.095549,38.462305
239,21.107004,38.462126
239,21.106863,38.453119
239,21.095408,38.453298
239,21.095549,38.462305
240,21.02869,38.492381
240,21.040149,38.492202
240,21.040008,38.483196
240,21.028549,38.483375
240,21.02869,38.492381
241,20.916632,38.951964
241,20.928165,38.952143
241,20.928305,38.943138
241,20.916772,38.942959
241,20.916632,38.951964
242,22.673517,38.342772
242,22.684953,38.342593
242,22.684811,38.333587
242,22.673376,38.333766
242,22.673517,38.342772
243,22.599298,38.315588
243,22.61073,38.315767
243,22.610871,38.30676
243,22.599439,38.306581
243,22.599298,38.315588
244,22.389251,38.415448
244,22.400698,38.415627
244,22.400839,38.406621
244,22.389392,38.406441
244,22.389251,38.415448
245,22.389041,38.365992
245,22.40048,38.365813
245,22.400339,38.356807
245,22.3889,38.356986
245,22.389041,38.365992
246,22.382992,38.356557
246,22.394429,38.356377
246,22.394288,38.347371
246,22.38285,38.34755
246,22.382992,38.356557
247,22.38005,38.34564
247,22.391487,38.345461
247,22.391346,38.336454
247,22.379909,38.336633
247,22.38005,38.34564
248,22.26541,38.34842
248,22.276847,38.348599
248,22.276988,38.339593
248,22.265551,38.339413
248,22.26541,38.34842
249,21.126551,38.334732
249,21.137986,38.334553
249,21.137845,38.325547
249,21.12641,38.325726
249,21.126551,38.334732
250,21.087258,38.384276
250,21.0987,38.384455
250,21.098841,38.375449
250,21.087399,38.37527
250,21.087258,38.384276
251,21.008105,38.547536
251,21.019573,38.547357
251,21.019432,38.538351
251,21.007964,38.53853
251,21.008105,38.547536
301,26.217196,35.260283
301,26.228183,35.260103
301,26.228036,35.251092
301,26.21705,35.251272
301,26.217196,35.260283
302,26.822487,37.121269
302,26.833737,37.12109
302,26.833593,37.112082
302,26.822344,37.112261
302,26.822487,37.121269
303,26.765537,37.189809
303,26.776796,37.18963
303,26.776653,37.180621
303,26.765394,37.1808
303,26.765537,37.189809
304,26.773166,37.206379
304,26.784428,37.2062
304,26.784284,37.197191
304,26.773022,37.19737
304,26.773166,37.206379
305,26.778082,37.20928
305,26.789345,37.209459
305,26.789488,37.20045
305,26.778225,37.200271
305,26.778082,37.20928
306,26.787418,37.2036
306,26.798679,37.203779
306,26.798823,37.19477
306,26.787561,37.194591
306,26.787418,37.2036
307,26.789207,37.199276
307,26.800468,37.199455
307,26.800611,37.190447
307,26.78935,37.190268
307,26.789207,37.199276
308,26.793182,37.197278
308,26.804443,37.197098
308,26.8043,37.18809
308,26.793039,37.188269
308,26.793182,37.197278
309,26.98696,37.477433
309,26.998263,37.477254
309,26.99812,37.468247
309,26.986817,37.468426
309,26.98696,37.477433
310,26.991163,37.471209
310,27.002464,37.471388
310,27.002607,37.462381
310,26.991306,37.462202
310,26.991163,37.471209
311,26.993858,37.470444
311,27.005159,37.470623
311,27.005302,37.461616
311,26.994001,37.461437
311,26.993858,37.470444
312,26.765537,37.189809
312,26.776796,37.18963
312,26.776653,37.180621
312,26.765394,37.1808
312,26.765537,37.189809
313,26.765537,37.189809
313,26.776796,37.18963
313,26.776653,37.180621
313,26.765394,37.1808
313,26.765537,37.189809
314,23.939498,37.672169
314,23.95083,37.672348
314,23.950972,37.663341
314,23.93964,37.663162
314,23.939498,37.672169
315,23.247626,37.824184
315,23.258982,37.824363
315,23.259124,37.815356
315,23.247768,37.815177
315,23.247626,37.824184
316,24.685481,37.923923
316,24.696851,37.923744
316,24.696709,37.914737
316,24.685339,37.914916
316,24.685481,37.923923
317,23.292568,37.973771
317,23.303946,37.97395
317,23.304088,37.964943
317,23.29271,37.964764
317,23.292568,37.973771
318,24.278307,38.010354
318,24.289691,38.010533
318,24.289833,38.001526
318,24.278449,38.001347
318,24.278307,38.010354
319,24.044783,38.213795
319,24.056199,38.213616
319,24.056058,38.20461
319,24.044642,38.204789
319,24.044783,38.213795
320,22.803324,38.234211
320,22.814743,38.234031
320,22.814602,38.225025
320,22.803183,38.225204
320,22.803324,38.234211
321,22.785155,38.236454
321,22.796574,38.236633
321,22.796715,38.227626
321,22.785296,38.227447
321,22.785155,38.236454
322,22.599748,38.358024
322,22.611186,38.358203
322,22.611327,38.349196
322,22.599889,38.349017
322,22.599748,38.358024
323,21.003308,38.547815
323,21.014776,38.547636
323,21.014636,38.53863
323,21.003167,38.538809
323,21.003308,38.547815
324,23.306627,38.573505
324,23.318099,38.573326
324,23.317958,38.56432
324,23.306486,38.564499
324,23.306627,38.573505
325,23.3116,38.5698
325,23.323071,38.569621
325,23.322931,38.560615
325,23.311459,38.560794
325,23.3116,38.5698
326,23.323386,38.548283
326,23.334854,38.548104
326,23.334714,38.539097
326,23.323246,38.539276
326,23.323386,38.548283
327,23.319305,38.556998
327,23.330775,38.556819
327,23.330634,38.547812
327,23.319165,38.547991
327,23.319305,38.556998
328,23.313021,38.564849
328,23.324491,38.56467
328,23.324351,38.555664
328,23.31288,38.555843
328,23.313021,38.564849
329,23.761036,40.219466
329,23.772781,40.219287
329,23.772644,40.210284
329,23.760899,40.210463
329,23.761036,40.219466
330,23.148369,39.127187
330,23.159931,39.127008
330,23.159791,39.118003
330,23.148229,39.118182
330,23.148369,39.127187
331,26.593874,39.010763
331,26.605416,39.010942
331,26.605556,39.001937
331,26.594014,39.001758
331,26.593874,39.010763
332,23.401349,38.696453
332,23.412841,38.696273
332,23.412701,38.687267
332,23.401209,38.687447
332,23.401349,38.696453
333,23.308778,38.592238
333,23.320253,38.592059
333,23.320112,38.583052
333,23.308637,38.583231
333,23.308778,38.592238
334,23.276026,38.555624
334,23.287496,38.555448
334,23.287359,38.546442
334,23.275889,38.546618
334,23.276026,38.555624
