farm_id,POINT_X,POINT_Y
26,19.910876,39.789291
26,19.899203,39.789471
26,19.899341,39.798475
27,23.042533,37.467311
27,23.053834,37.46749
27,23.053977,37.458482
27,23.042676,37.458303
27,23.042533,37.467311
28,23.039464,37.478284
28,23.050767,37.478463
28,23.05091,37.469455
28,23.039607,37.469276
28,23.039464,37.478284
29,22.931512,37.495054
29,22.942817,37.494875
29,22.942674,37.485867
29,22.931369,37.486047
29,22.931512,37.495054
30,22.922286,37.500577
30,22.933593,37.500756
30,22.933735,37.491749
30,22.922429,37.491569
30,22.922286,37.500577
31,23.164617,37.711092
31,23.175955,37.710913
31,23.175813,37.701905
31,23.164475,37.702085
31,23.164617,37.711092
32,23.161379,37.720848
32,23.172719,37.721027
32,23.172861,37.71202
32,23.161521,37.71184
32,23.161379,37.720848
33,23.147159,37.724039
33,23.158499,37.724218
33,23.158641,37.71521
33,23.147301,37.715031
33,23.147159,37.724039
34,23.127654,37.73213
34,23.138995,37.73195
34,23.138853,37.722943
34,23.127512,37.723122
34,23.127654,37.73213
35,23.118196,37.735773
35,23.129538,37.735952
35,23.12968,37.726944
35,23.118338,37.726765
35,23.118196,37.735773
36,20.007611,39.694685
36,20.019266,39.694864
36,20.019405,39.685859
36,20.007749,39.68568
36,20.007611,39.694685
37,20.004754,39.690163
37,20.016409,39.689984
37,20.01627,39.680979
37,20.004615,39.681158
37,20.004754,39.690163
38,20.019861,39.680882
38,20.031514,39.681061
38,20.031652,39.672057
38,20.019999,39.671878
38,20.019861,39.680882
39,20.022003,39.68092
39,20.033656,39.681099
39,20.033795,39.672095
39,20.022141,39.671916
39,20.022003,39.68092
40,20.028241,39.683028
40,20.039894,39.682849
40,20.039756,39.673845
40,20.028102,39.674024
40,20.028241,39.683028
41,20.056515,39.68085
41,20.068169,39.680671
41,20.06803,39.671667
41,20.056377,39.671846
41,20.056515,39.68085
42,20.059827,39.675659
42,20.071479,39.675838
42,20.071618,39.666833
42,20.059965,39.666654
42,20.059827,39.675659
43,20.066406,39.675751
43,20.078059,39.675572
43,20.07792,39.666568
43,20.066268,39.666747
43,20.066406,39.675751
44,20.077115,39.672578
44,20.088767,39.672757
44,20.088906,39.663753
44,20.077254,39.663574
44,20.077115,39.672578
45,20.083264,39.671426
45,20.094915,39.671247
45,20.094777,39.662242
45,20.083125,39.662421
45,20.083264,39.671426
46,20.069591,39.670776
46,20.081243,39.670597
46,20.081104,39.661592
46,20.069453,39.661771
46,20.069591,39.670776
47,20.086206,39.668439
47,20.097857,39.66826
47,20.097719,39.659255
47,20.086067,39.659434
47,20.086206,39.668439
48,20.091245,39.667512
48,20.102896,39.667333
48,20.102758,39.658328
48,20.091107,39.658508
48,20.091245,39.667512
49,20.157,39.527556
49,20.168628,39.527377
49,20.168489,39.518372
49,20.156862,39.518552
49,20.157,39.527556
50,23.43912,37.531725
50,23.450431,37.531545
50,23.450288,37.522538
50,23.438977,37.522717
50,23.43912,37.531725
51,23.46783,37.540261
51,23.479143,37.540441
51,23.479285,37.531433
51,23.467973,37.531254
51,23.46783,37.540261
52,23.461698,37.538531
52,23.47301,37.538352
52,23.472868,37.529345
52,23.461556,37.529524
52,23.461698,37.538531
53,23.47467,37.553652
53,23.485984,37.553831
53,23.486127,37.544824
53,23.474813,37.544644
53,23.47467,37.553652
54,23.073403,37.875977
54,23.084766,37.875797
54,23.084624,37.86679
54,23.073261,37.866969
54,23.073403,37.875977
55,23.080028,37.870364
55,23.09139,37.870185
55,23.091248,37.861177
55,23.079886,37.861356
55,23.080028,37.870364
56,23.410801,37.933152
56,23.422173,37.932973
56,23.422031,37.923966
56,23.410659,37.924145
56,23.410801,37.933152
57,22.947284,38.191488
57,22.958696,38.191668
57,22.958837,38.182661
57,22.947425,38.182482
57,22.947284,38.191488
58,22.90966,38.19638
58,22.921072,38.196201
58,22.920931,38.187195
58,22.909518,38.187374
58,22.90966,38.19638
59,22.908348,38.198294
59,22.919761,38.198115
59,22.91962,38.189108
59,22.908206,38.189287
59,22.908348,38.198294
60,24.504369,37.119476
60,24.515618,37.119297
60,24.515475,37.110288
60,24.504225,37.110468
60,24.504369,37.119476
61,23.169671,37.717828
61,23.18101,37.718007
61,23.181152,37.708999
61,23.169813,37.70882
61,23.169671,37.717828
62,23.170991,37.722788
62,23.182331,37.722967
62,23.182473,37.71396
62,23.171133,37.71378
62,23.170991,37.722788
63,23.15444,37.720123
63,23.165779,37.720302
63,23.165921,37.711295
63,23.154582,37.711116
63,23.15444,37.720123
64,23.122022,37.743041
64,23.133365,37.74322
64,23.133507,37.734212
64,23.122164,37.734033
64,23.122022,37.743041
65,21.08023,38.439432
65,21.091681,38.439253
65,21.09154,38.430247
65,21.080089,38.430426
65,21.08023,38.439432
66,21.074873,38.420716
66,21.086321,38.420537
66,21.08618,38.41153
66,21.074732,38.41171
66,21.074873,38.420716
67,21.076639,38.417084
67,21.088086,38.416905
67,21.087945,38.407898
67,21.076498,38.408078
67,21.076639,38.417084
68,21.074921,38.413998
68,21.086368,38.414177
68,21.086509,38.40517
68,21.075062,38.404991
68,21.074921,38.413998
69,21.078084,38.413382
69,21.08953,38.413561
69,21.089671,38.404555
69,21.078224,38.404375
69,21.078084,38.413382
70,21.084041,38.409211
70,21.095488,38.409032
70,21.095347,38.400025
70,21.0839,38.400204
70,21.084041,38.409211
71,21.091817,38.401791
71,21.103262,38.401612
71,21.103121,38.392605
71,21.091676,38.392784
71,21.091817,38.401791
72,21.114338,38.316007
72,21.12577,38.316186
72,21.125911,38.30718
72,21.114479,38.307
72,21.114338,38.316007
73,21.107165,38.321628
73,21.118597,38.321807
73,21.118738,38.312801
73,21.107306,38.312622
73,21.107165,38.321628
74,21.096328,38.306702
74,21.107758,38.306881
74,21.107899,38.297875
74,21.096469,38.297696
74,21.096328,38.306702
75,21.098545,38.296722
75,21.109973,38.296543
75,21.109832,38.287537
75,21.098403,38.287716
75,21.098545,38.296722
76,20.735657,38.349547
76,20.747094,38.349368
76,20.746953,38.340361
76,20.735516,38.34054
76,20.735657,38.349547
77,20.687683,38.376547
77,20.699124,38.376726
77,20.699265,38.36772
77,20.687824,38.367541
77,20.687683,38.376547
78,20.596014,38.408028
78,20.60746,38.407849
78,20.607319,38.398842
78,20.595873,38.399022
78,20.596014,38.408028
79,20.451407,38.246861
79,20.462827,38.246682
79,20.462686,38.237676
79,20.451266,38.237855
79,20.451407,38.246861
80,20.457047,38.241489
80,20.468467,38.241669
80,20.468608,38.232662
80,20.457188,38.232483
80,20.457047,38.241489
81,20.47049,38.212949
81,20.481905,38.21277
81,20.481764,38.203763
81,20.470348,38.203942
81,20.47049,38.212949
82,20.783399,39.005189
82,20.79494,39.00501
82,20.794801,38.996004
82,20.783259,38.996183
82,20.783399,39.005189
83,20.790509,39.007049
83,20.802051,39.00687
83,20.801911,38.997865
83,20.790369,38.998044
83,20.790509,39.007049
84,20.802383,38.961525
84,20.813918,38.961704
84,20.814058,38.952698
84,20.802523,38.952519
84,20.802383,38.961525
85,20.797609,38.962296
85,20.809143,38.962476
85,20.809283,38.95347
85,20.797748,38.953291
85,20.797609,38.962296
86,20.794725,38.964278
86,20.80626,38.964099
86,20.806121,38.955093
86,20.794586,38.955272
86,20.794725,38.964278
87,20.78474,38.969816
87,20.796276,38.969995
87,20.796415,38.960989
87,20.784879,38.96081
87,20.78474,38.969816
88,20.234676,39.497391
88,20.246299,39.49757
88,20.246438,39.488565
88,20.234815,39.488386
88,20.234676,39.497391
89,23.003895,37.468435
89,23.015197,37.468256
89,23.015054,37.459248
89,23.003753,37.459427
89,23.003895,37.468435
90,23.010885,37.473379
90,23.022187,37.473558
90,23.02233,37.46455
90,23.011028,37.464371
90,23.010885,37.473379
91,23.019648,37.475567
91,23.03095,37.475746
91,23.031093,37.466739
91,23.019791,37.466559
91,23.019648,37.475567
92,23.169609,37.763458
92,23.180955,37.763637
92,23.181097,37.75463
92,23.169751,37.754451
92,23.169609,37.763458
93,23.155045,37.770096
93,23.166392,37.769917
93,23.16625,37.76091
93,23.154903,37.761089
93,23.155045,37.770096
94,21.025184,38.437564
94,21.036635,38.437744
94,21.036776,38.428737
94,21.025325,38.428558
94,21.025184,38.437564
95,23.171326,37.780467
95,23.182675,37.780288
95,23.182533,37.771281
95,23.171184,37.77146
95,23.171326,37.780467
96,23.171753,37.801636
96,23.183105,37.801815
96,23.183247,37.792807
96,23.171895,37.792628
96,23.171753,37.801636
97,20.823915,38.970609
97,20.835451,38.970788
97,20.835591,38.961782
97,20.824055,38.961603
97,20.823915,38.970609
98,20.225782,39.498395
98,20.237405,39.498216
98,20.237266,39.489211
98,20.225644,39.48939
98,20.225782,39.498395
99,23.065591,37.355031
99,23.076876,37.354852
99,23.076733,37.345844
99,23.065448,37.346023
99,23.065591,37.355031
100,22.960638,37.096202
100,22.971884,37.096023
100,22.97174,37.087014
100,22.960495,37.087194
100,22.960638,37.096202
101,23.272978,37.272407
101,23.28425,37.272228
101,23.284107,37.263219
101,23.272835,37.263398
101,23.272978,37.272407
102,22.952934,37.10523
102,22.964182,37.105051
102,22.964038,37.096043
102,22.952791,37.096222
102,22.952934,37.10523
103,22.79386,37.35562
103,22.805144,37.355441
103,22.805001,37.346433
103,22.793717,37.346612
103,22.79386,37.35562
104,23.060796,37.454462
104,23.072095,37.454283
104,23.071952,37.445275
104,23.060653,37.445454
104,23.060796,37.454462
105,23.045327,37.458158
105,23.056627,37.458338
105,23.05677,37.44933
105,23.04547,37.449151
105,23.045327,37.458158
106,23.169776,37.810047
106,23.181129,37.810226
106,23.181271,37.801219
106,23.169918,37.801039
106,23.169776,37.810047
107,23.152988,37.823068
107,23.164344,37.822889
107,23.164201,37.813881
107,23.152846,37.81406
107,23.152988,37.823068
108,23.026528,37.480527
108,23.037831,37.480348
108,23.037688,37.47134
108,23.026385,37.471519
108,23.026528,37.480527
109,23.034158,37.483378
109,23.045462,37.483199
109,23.045319,37.474191
109,23.034016,37.47437
109,23.034158,37.483378
110,23.433748,37.531408
110,23.445059,37.531228
110,23.444916,37.522221
110,23.433605,37.5224
110,23.433748,37.531408
111,20.81889,38.959922
111,20.830425,38.959743
111,20.830285,38.950738
111,20.818751,38.950917
111,20.81889,38.959922
112,20.808474,38.960223
112,20.820009,38.960044
112,20.819869,38.951038
112,20.808335,38.951217
112,20.808474,38.960223
113,23.166292,37.766268
113,23.177639,37.766089
113,23.177497,37.757082
113,23.16615,37.757261
113,23.166292,37.766268
114,23.137916,37.861743
114,23.149277,37.861564
114,23.149135,37.852557
114,23.137774,37.852736
114,23.137916,37.861743
115,23.14168,37.863385
115,23.153041,37.863206
115,23.152899,37.854199
115,23.141538,37.854378
115,23.14168,37.863385
116,27.1569,36.943234
116,27.168124,36.943055
116,27.16798,36.934047
116,27.156757,36.934226
116,27.1569,36.943234
117,27.151506,36.937368
117,27.162729,36.937547
117,27.162873,36.928539
117,27.15165,36.92836
117,27.151506,36.937368
118,24.105989,35.484551
118,24.117006,35.484371
118,24.11686,35.475361
118,24.105843,35.47554
118,24.105989,35.484551
119,21.696846,36.756023
119,21.708042,36.756202
119,21.708186,36.747193
119,21.69699,36.747014
119,21.696846,36.756023
120,23.402737,37.923952
120,23.414107,37.924131
120,23.414249,37.915124
120,23.402878,37.914945
120,23.402737,37.923952
121,21.013381,38.613439
121,21.02486,38.61326
121,21.02472,38.604253
121,21.013241,38.604433
121,21.013381,38.613439
122,21.011715,38.612677
122,21.023194,38.612498
122,21.023053,38.603492
122,21.011575,38.603671
122,21.011715,38.612677
123,22.952811,39.123266
123,22.964372,39.123445
123,22.964512,39.114439
123,22.952951,39.11426
123,22.952811,39.123266
124,22.890152,38.924524
124,22.901681,38.924345
124,22.901541,38.91534
124,22.890013,38.915519
124,22.890152,38.924524
125,23.082386,38.669283
125,23.093873,38.669104
125,23.093733,38.660098
125,23.082245,38.660277
125,23.082386,38.669283
126,23.105795,38.684292
126,23.117284,38.684112
126,23.117144,38.675106
126,23.105654,38.675285
126,23.105795,38.684292
127,23.105534,38.671797
127,23.117022,38.671976
127,23.117162,38.66297
127,23.105674,38.662791
127,23.105534,38.671797
128,23.09834,38.654358
128,23.109825,38.654537
128,23.109965,38.645531
128,23.09848,38.645352
128,23.09834,38.654358
129,23.333482,38.606369
129,23.34496,38.606549
129,23.3451,38.597542
129,23.333623,38.597363
129,23.333482,38.606369
130,22.829671,38.895255
130,22.841195,38.895076
130,22.841055,38.88607
130,22.829531,38.886249
130,22.829671,38.895255
131,26.386255,36.610984
131,26.39743,36.611163
131,26.397574,36.602154
131,26.386399,36.601975
131,26.386255,36.610984
132,25.918051,38.298337
132,25.92948,38.298158
132,25.929339,38.289151
132,25.91791,38.28933
132,25.918051,38.298337
133,26.147852,38.466505
133,26.159307,38.466684
133,26.159448,38.457677
133,26.147993,38.457498
133,26.147852,38.466505
134,26.258948,38.507072
134,26.27041,38.507251
134,26.27055,38.498245
134,26.259089,38.498066
134,26.258948,38.507072
135,23.334938,38.61459
135,23.346417,38.614411
135,23.346276,38.605405
135,23.334797,38.605584
135,23.334938,38.61459
136,23.324948,38.601469
136,23.336425,38.601648
136,23.336566,38.592642
136,23.325089,38.592463
136,23.324948,38.601469
137,23.105141,38.651587
137,23.116626,38.651408
137,23.116486,38.642402
137,23.105001,38.642581
137,23.105141,38.651587
138,23.353713,38.541255
138,23.36518,38.541434
138,23.365321,38.532427
138,23.353853,38.532248
138,23.353713,38.541255
139,23.109207,38.645346
139,23.120691,38.645167
139,23.12055,38.636161
139,23.109066,38.63634
139,23.109207,38.645346
140,24.382829,37.992855
140,24.39421,37.993034
140,24.394352,37.984027
140,24.382971,37.983848
140,24.382829,37.992855
141,23.951533,38.391698
141,23.962976,38.391519
141,23.962835,38.382512
141,23.951392,38.382691
141,23.951533,38.391698
142,23.961084,38.393641
142,23.972528,38.393821
142,23.972669,38.384814
142,23.961225,38.384635
142,23.961084,38.393641
143,23.961311,38.390937
143,23.972754,38.390758
143,23.972613,38.381752
143,23.96117,38.381931
143,23.961311,38.390937
144,22.895631,38.882976
144,22.907153,38.882797
144,22.907013,38.873791
144,22.895491,38.87397
144,22.895631,38.882976
145,22.980577,38.911725
145,22.992104,38.911904
145,22.992244,38.902899
145,22.980717,38.90272
145,22.980577,38.911725
146,22.993504,38.914644
146,23.005031,38.914823
146,23.005171,38.905817
146,22.993644,38.905638
146,22.993504,38.914644
147,23.965836,38.395074
147,23.97728,38.395253
147,23.977421,38.386247
147,23.965977,38.386068
147,23.965836,38.395074
148,24.075883,38.324345
148,24.087316,38.324165
148,24.087174,38.315159
148,24.075742,38.315338
148,24.075883,38.324345
149,24.083539,38.326269
149,24.094972,38.326448
149,24.095113,38.317442
149,24.08368,38.317263
149,24.083539,38.326269
150,24.068528,38.328937
150,24.079961,38.329116
150,24.080102,38.320109
150,24.068669,38.31993
150,24.068528,38.328937
151,24.206341,38.092408
151,24.217738,38.092228
151,24.217596,38.083222
151,24.206199,38.083401
151,24.206341,38.092408
152,24.053654,38.324521
152,24.065087,38.324342
152,24.064946,38.315335
152,24.053513,38.315514
152,24.053654,38.324521
153,24.267108,38.090778
153,24.278504,38.090599
153,24.278362,38.081592
153,24.266966,38.081771
153,24.267108,38.090778
154,24.278578,38.078115
154,24.289972,38.078294
154,24.290114,38.069287
154,24.278719,38.069108
154,24.278578,38.078115
155,23.975393,39.963574
155,23.987094,39.963753
155,23.987232,39.954749
155,23.975531,39.95457
155,23.975393,39.963574
156,23.757703,40.218193
156,23.769448,40.218014
156,23.769311,40.20901
156,23.757566,40.209189
156,23.757703,40.218193
157,23.875968,40.558904
157,23.887772,40.558725
157,23.887635,40.549722
157,23.875831,40.549901
157,23.875968,40.558904
158,26.263428,38.501905
158,26.274889,38.501726
158,26.274748,38.492719
158,26.263287,38.492898
158,26.263428,38.501905
159,26.274401,38.503423
159,26.285862,38.503244
159,26.285721,38.494238
159,26.27426,38.494417
159,26.274401,38.503423
160,26.151959,38.525509
160,26.163423,38.52533
160,26.163283,38.516324
160,26.151818,38.516503
160,26.151959,38.525509
161,26.146918,38.51401
161,26.158381,38.51419
161,26.158522,38.505183
161,26.147059,38.505004
161,26.146918,38.51401
162,26.276616,38.496705
162,26.288076,38.496526
162,26.287935,38.48752
162,26.276475,38.487699
162,26.276616,38.496705
163,26.134768,38.49178
163,26.146227,38.491601
163,26.146086,38.482595
163,26.134627,38.482774
163,26.134768,38.49178
164,26.14545,38.475409
164,26.156906,38.47523
164,26.156766,38.466223
164,26.145309,38.466402
164,26.14545,38.475409
165,26.152919,38.476495
165,26.164376,38.476316
165,26.164235,38.46731
165,26.152778,38.467489
165,26.152919,38.476495
166,26.917519,37.042484
166,26.928757,37.042305
166,26.928613,37.033296
166,26.917375,37.033475
166,26.917519,37.042484
167,26.526793,39.031782
167,26.538339,39.031603
167,26.5382,39.022597
167,26.526654,39.022776
167,26.526793,39.031782
168,27.035352,36.962184
168,27.046578,36.962005
168,27.046435,36.952996
168,27.035209,36.953175
168,27.035352,36.962184
169,26.882445,37.093096
169,26.89369,37.093275
169,26.893834,37.084266
169,26.882589,37.084087
169,26.882445,37.093096
170,27.029994,36.966315
170,27.04122,36.966494
170,27.041364,36.957485
170,27.030137,36.957306
170,27.029994,36.966315
171,26.069425,39.305839
171,26.081016,39.30566
171,26.080877,39.296655
171,26.069286,39.296834
171,26.069425,39.305839
172,27.767521,36.264473
172,27.778647,36.264294
172,27.778502,36.255285
172,27.767376,36.255464
172,27.767521,36.264473
173,27.763105,36.261227
173,27.77423,36.261406
173,27.774375,36.252396
173,27.76325,36.252217
173,27.763105,36.261227
174,27.769148,36.249286
174,27.780272,36.249107
174,27.780127,36.240097
174,27.769003,36.240276
174,27.769148,36.249286
175,27.024218,36.95241
175,27.035443,36.952589
175,27.035587,36.943581
175,27.024362,36.943402
175,27.024218,36.95241
176,27.027502,36.952697
176,27.038726,36.952876
176,27.03887,36.943868
176,27.027646,36.943689
176,27.027502,36.952697
177,27.037418,36.96896
177,27.048645,36.968781
177,27.048501,36.959772
177,27.037274,36.959951
177,27.037418,36.96896
178,27.040095,36.970478
178,27.051322,36.970299
178,27.051178,36.96129
178,27.039951,36.961469
178,27.040095,36.970478
179,22.958372,38.908028
179,22.969898,38.907849
179,22.969758,38.898843
179,22.958232,38.899022
179,22.958372,38.908028
180,22.952285,38.904854
180,22.963811,38.905033
180,22.963951,38.896027
180,22.952425,38.895848
180,22.952285,38.904854
181,22.947979,38.904529
181,22.959504,38.90435
181,22.959364,38.895344
181,22.947839,38.895524
181,22.947979,38.904529
182,22.942117,38.903243
182,22.953642,38.903064
182,22.953502,38.894058
182,22.941977,38.894237
182,22.942117,38.903243
183,27.042008,36.973026
183,27.053236,36.972846
183,27.053092,36.963838
183,27.041864,36.964017
183,27.042008,36.973026
184,26.388605,36.603353
184,26.399779,36.603174
184,26.399635,36.594164
184,26.388461,36.594344
184,26.388605,36.603353
185,22.102966,38.371459
185,22.114406,38.371638
185,22.114547,38.362631
185,22.103107,38.362452
185,22.102966,38.371459
186,27.030071,36.952604
186,27.041296,36.952425
186,27.041152,36.943416
186,27.029927,36.943595
186,27.030071,36.952604
187,23.080766,37.850171
187,23.092126,37.849992
187,23.091984,37.840984
187,23.080624,37.841163
187,23.080766,37.850171
188,23.152575,37.767391
188,23.163922,37.767211
188,23.163779,37.758204
188,23.152433,37.758383
188,23.152575,37.767391
189,23.955691,37.656927
189,23.967021,37.656748
189,23.966878,37.647741
189,23.955548,37.64792
189,23.955691,37.656927
190,23.948261,37.664068
190,23.959592,37.663888
190,23.95945,37.654881
190,23.948119,37.65506
190,23.948261,37.664068
191,23.939747,37.662324
191,23.951077,37.662503
191,23.95122,37.653495
191,23.939889,37.653316
191,23.939747,37.662324
192,23.418037,37.960195
192,23.429413,37.960374
192,23.429555,37.951367
192,23.418178,37.951188
192,23.418037,37.960195
193,23.405477,37.895726
193,23.416843,37.895547
193,23.416701,37.88654
193,23.405335,37.886719
193,23.405477,37.895726
194,23.414165,37.893807
194,23.425531,37.893986
194,23.425673,37.884979
194,23.414307,37.8848
194,23.414165,37.893807
195,23.25537,37.810531
195,23.266724,37.810352
195,23.266582,37.801345
195,23.255228,37.801524
195,23.25537,37.810531
196,23.310892,37.615416
196,23.322216,37.615237
196,23.322073,37.606229
196,23.31075,37.606408
196,23.310892,37.615416
197,23.302876,37.615752
197,23.3142,37.615932
197,23.314342,37.606924
197,23.303019,37.606745
197,23.302876,37.615752
198,23.363879,37.561729
198,23.375194,37.56155
198,23.375052,37.552542
198,23.363737,37.552722
198,23.363879,37.561729
199,23.355691,37.56508
199,23.367007,37.564901
199,23.366864,37.555893
199,23.355548,37.556072
199,23.355691,37.56508
200,23.355521,37.565894
200,23.366837,37.566073
200,23.36698,37.557066
200,23.355664,37.556886
200,23.355521,37.565894
201,22.812286,37.32838
201,22.823567,37.328201
201,22.823424,37.319192
201,22.812143,37.319372
201,22.812286,37.32838
202,22.818489,37.327551
202,22.829769,37.327372
202,22.829626,37.318364
202,22.818346,37.318543
202,22.818489,37.327551
203,22.907822,37.507096
203,22.919129,37.506917
203,22.918987,37.497909
203,22.907679,37.498088
203,22.907822,37.507096
204,22.91186,37.506611
204,22.923167,37.506432
204,22.923024,37.497424
204,22.911717,37.497603
204,22.91186,37.506611
205,22.916783,37.50375
205,22.92809,37.503571
205,22.927947,37.494563
205,22.91664,37.494742
205,22.916783,37.50375
206,22.927771,37.499779
206,22.939077,37.499958
206,22.93922,37.49095
206,22.927913,37.490771
206,22.927771,37.499779
207,23.056417,37.393158
207,23.067707,37.393337
207,23.06785,37.384329
207,23.05656,37.38415
207,23.056417,37.393158
208,23.140617,37.727714
208,23.151958,37.727534
208,23.151815,37.718527
208,23.140475,37.718706
208,23.140617,37.727714
209,24.042677,38.370937
209,24.054117,38.370758
209,24.053976,38.361751
209,24.042536,38.36193
209,24.042677,38.370937
210,22.910205,38.891143
210,22.921728,38.891322
210,22.921868,38.882316
210,22.910345,38.882137
210,22.910205,38.891143
211,22.929384,38.897387
211,22.940908,38.897208
211,22.940768,38.888203
211,22.929244,38.888382
211,22.929384,38.897387
212,22.908837,38.923633
212,22.920366,38.923454
212,22.920226,38.914448
212,22.908698,38.914628
212,22.908837,38.923633
213,24.115443,38.259049
213,24.126866,38.259229
213,24.127007,38.250222
213,24.115584,38.250043
213,24.115443,38.259049
214,24.112696,38.259712
214,24.124119,38.259533
214,24.123978,38.250526
214,24.112555,38.250705
214,24.112696,38.259712
215,24.099576,38.268536
215,24.111,38.268357
215,24.110859,38.25935
215,24.099434,38.259529
215,24.099576,38.268536
216,24.095785,38.321406
216,24.107218,38.321226
216,24.107076,38.31222
216,24.095644,38.312399
216,24.095785,38.321406
217,24.04839,38.326501
217,24.059823,38.326322
217,24.059682,38.317315
217,24.048248,38.317495
217,24.04839,38.326501
218,23.347565,38.543949
218,23.359033,38.54377
218,23.358892,38.534764
218,23.347424,38.534943
218,23.347565,38.543949
219,23.342045,38.523306
219,23.353509,38.523485
219,23.35365,38.514479
219,23.342186,38.5143
219,23.342045,38.523306
220,22.70971,38.847672
220,22.721226,38.847493
220,22.721086,38.838488
220,22.70957,38.838667
220,22.70971,38.847672
221,22.094935,38.373892
221,22.106375,38.374071
221,22.106516,38.365065
221,22.095076,38.364886
221,22.094935,38.373892
222,21.037337,38.361949
222,21.048776,38.36177
222,21.048635,38.352763
222,21.037196,38.352943
222,21.037337,38.361949
223,21.040742,38.363569
223,21.052181,38.36339
223,21.05204,38.354384
223,21.040601,38.354563
223,21.040742,38.363569
224,21.075403,38.426005
224,21.086852,38.425826
224,21.086711,38.41682
224,21.075262,38.416999
224,21.075403,38.426005
225,21.071948,38.431097
225,21.083398,38.430918
225,21.083257,38.421911
225,21.071807,38.422091
225,21.071948,38.431097
226,21.06122,38.465702
226,21.072675,38.465523
226,21.072534,38.456517
226,21.061079,38.456696
226,21.06122,38.465702
227,21.047996,38.476552
227,21.059452,38.476373
227,21.059312,38.467366
227,21.047855,38.467545
227,21.047996,38.476552
228,21.070271,38.48689
228,21.08173,38.487069
228,21.081871,38.478062
228,21.070412,38.477883
228,21.070271,38.48689
229,21.080257,38.496185
229,21.091717,38.496006
229,21.091576,38.487
229,21.080116,38.487179
229,21.080257,38.496185
230,21.081739,38.49307
230,21.093199,38.492891
230,21.093058,38.483885
230,21.081599,38.484064
230,21.081739,38.49307
231,21.026375,38.486717
231,21.037834,38.486896
231,21.037975,38.47789
231,21.026516,38.477711
231,21.026375,38.486717
232,21.017456,38.49332
232,21.028916,38.493141
232,21.028775,38.484134
232,21.017315,38.484314
