"V1","Pexc","Nexc","Cexc","Pwst","Nwst","Cwst"
1,2.37177792615571,50.5181660354472,384.997502929192,40.1958882163718,460.026386840479,2912.52452554135
2,2.35379659662975,50.1351690522502,382.07869384066,39.8911482558398,456.538755911295,2890.44359516896
3,2.56072988107356,54.542786606368,415.669021545976,43.3981659567897,496.675216458432,3144.55603101169
4,2.54490444004565,54.2057094084501,413.100165831742,43.129963081842,493.60573833574,3125.12251465547
5,2.45716871849943,52.3369645738544,398.858514730902,41.6430552153999,476.588653163195,3017.38374284574
6,2.5775812963683,54.901716751726,418.404417949556,43.6837566092724,499.943690966816,3165.2494356491
7,2.5926938357376,55.2236093558589,420.857552307514,43.9398775287121,502.874895783834,3183.80751440972
8,2.54774982902828,54.2663153494509,413.56204198005,43.1781855297433,494.157625592297,3128.61662981069
9,2.59368056530626,55.2446264028735,421.017722623552,43.9566002037166,503.066280328424,3185.0192105121
10,2.68212117366158,57.1283851173376,435.373794074778,45.4554541933901,520.220084258798,3293.62357774564
11,2.6791920247173,57.0659951140081,434.898321638334,45.4058122171178,519.65195104932,3290.02660602029
12,2.781485030695,59.2448057873256,451.50297565515,47.139430777377,539.492544647917,3415.64160792072
13,2.73573767465234,58.2704006785001,444.077062104051,46.3641239539994,530.619458059276,3359.46421669722
14,2.89573347152125,61.6782636753101,470.048288834175,49.0756649861968,561.651995942178,3555.93778921228
15,2.92476190300452,62.2965606521259,474.760312464957,49.5676265539854,567.282305721029,3591.584473373
16,2.81601233765374,59.9802271800551,457.107601120035,47.7245849588121,546.189407829077,3458.04086765293
17,2.8950272273661,61.6632208843735,469.933648153364,49.0636958592394,561.515013915604,3555.07052697827
18,2.86838416554474,61.0957315735316,465.608828296288,48.6121605266506,556.347366755688,3522.35305788704
19,2.92835875377788,62.3731725062837,475.344169221056,49.6285844581902,567.979945346996,3596.00137766097
20,2.95348963228493,62.9084527612498,479.423524781681,50.0544919481405,572.854291764605,3626.86189760805
21,2.39658399527879,51.0465279469174,389.024133991298,40.6162909743886,464.837733731165,2942.98618213513
22,3.16065418255885,67.3209962089242,513.051392581338,53.5654290444742,613.035608275302,3881.25832606016
23,3.48251859201786,74.1766126216742,565.297849788379,59.0202507968685,675.463932488594,4276.50527397644
24,3.40168895685132,72.4549653776818,552.177225231326,57.6503843587443,659.786341173975,4177.24712159339
25,3.0600203250713,65.1775249061181,496.716058899556,51.8599290304367,593.516820557746,3757.68074537687
26,3.04272592152975,64.8091592425534,493.908754680758,51.5668308006832,590.162424732553,3736.44335467772
27,3.15225857690783,67.1421722998349,511.688580668984,53.4231438741234,611.407209557873,3870.94858875477
28,3.12707317374292,66.6057306858358,507.600374424283,52.9963123233541,606.522287621757,3840.02111295927
29,2.96958839196343,63.251351565322,482.036746790424,50.3273269118708,575.976782351033,3646.63104710445
30,3.23612554835294,68.9285139052741,525.302239109991,54.8444858016609,627.673917930389,3973.93656605358
31,3.35561105719239,71.4735197879137,544.697656375709,56.8694756220912,650.849142855559,4120.66382542467
32,3.23581000765728,68.9217929820888,525.251019146029,54.8391381515328,627.612716143945,3973.54908457616
33,3.15848396982859,67.2747713217497,512.699114034194,53.5286491978665,612.614677162836,3878.59332200019
34,3.37520562104582,71.8908781835813,547.878332808931,57.2015559950533,654.649674225633,4144.72579478573
35,3.51857464027065,74.9445957503344,571.150627314358,59.631313438573,682.457307972258,4320.78181592089
36,3.42177776529693,72.8828510365025,555.438129636873,57.9908409798195,663.682735462517,4201.91601940271
37,3.49725385266284,74.4904693009314,567.689742591987,59.2699777562068,678.32196090639,4294.60005744897
38,3.64981448683013,77.7399655384767,592.454060765274,61.855510798563,707.912386104343,4481.94330900058
39,3.55670715445484,75.7568069871716,577.340465991674,60.2775671458253,689.853431583936,4367.60824159811
40,3.48966469824907,74.3288225638926,566.457837418056,59.1413599800192,676.849980226563,4285.28063588151
41,3.55355179498956,75.6895987668695,576.828274061064,60.2240914494075,689.241422930852,4363.73348514296
42,3.89733532145662,83.012085867702,632.632739470074,66.0503891175447,755.92114525724,4785.89693530008
43,4.18130898920427,89.0606407255437,678.728603578944,70.8630546202037,811.000239674622,5134.61435222265
44,4.31385220273132,91.8837718433394,700.243605331589,73.1093408917886,836.708116852609,5297.37636962504
45,4.53672984423837,96.630999471641,736.422091728941,76.886576806311,879.937120293167,5571.06834977443
46,4.7032081076952,100.176937083193,763.445581161087,79.7079799379321,912.226987392844,5775.50233996397
47,4.5386113768537,96.6710755580292,736.727510440614,76.9184642245413,880.302059455979,5573.37885693755
48,4.83756802152219,103.038763378297,785.255477756682,81.9850548771127,938.287228957792,5940.49525095923
49,4.84401382793544,103.176057142198,786.301789616702,82.0942956754164,939.537447623658,5948.41065022934
50,4.64849995868699,99.0116697431905,754.565111988251,78.7808093888653,901.615879227347,5708.32116588516
51,4.57594362085935,97.4662412775323,742.787445716348,77.5511552915967,887.542963898668,5619.22255716805
52,4.69549386610912,100.012626026502,762.193371283054,79.5772422373032,910.73074499809,5766.02931233874
53,4.71856683053285,100.504073322151,765.938677110529,79.9682730705735,915.205941575517,5794.3627300757
54,5.26911517702816,112.230589735039,855.306124334412,89.2987333760639,1021.98944935095,6470.4317431063
55,5.12124322944546,109.080961130444,831.302894544307,86.7926622090194,993.30843456817,6288.84616157917
56,5.37238028988067,114.430105996331,872.068575046803,91.0488267921024,1042.01859129899,6597.24048455674
57,5.91134545870061,125.909904161878,959.555789542391,100.18298030601,1146.55544380566,7259.08544705914
58,5.97094549333301,127.179367214078,969.230331266945,101.193056461689,1158.11537455851,7332.27381797519
59,6.03271597035243,128.495060045074,979.257188817545,102.239916356101,1170.09628096771,7408.1274749679
60,6.15232295974192,131.042653427381,998.672325344455,104.266964977466,1193.29506807291,7555.00391149318
61,6.31794924909643,134.570444243366,1025.557518565,107.073929212679,1225.41968759033,7758.39168422673
62,6.39729202953864,136.260421922933,1038.43679027456,108.418597066385,1240.80889085686,7855.82399077368
63,6.40296579243736,136.381271389066,1039.35778061018,108.514753598043,1241.90936515393,7862.79132671709
64,6.34988059437265,135.250572422572,1030.74075602621,107.615088134501,1231.61304204918,7797.60312355454
65,6.74073161279872,143.575583135517,1094.18542529812,114.239065730656,1307.42190248954,8277.56508139427
66,6.4865392283268,138.161360774272,1052.92379105906,109.93112080925,1258.11913982301,7965.41884467629
67,6.17255021446399,131.473487950809,1001.95570296309,104.609767927424,1197.21831518761,7579.84282023446
68,6.81241892229432,145.102501555574,1105.82202704028,115.45399190365,1321.32626242387,8365.59653019622
69,7.167450751424,152.664574165345,1163.45236678159,121.470921043421,1390.18768817827,8801.57280701571
70,7.03767225963064,149.900330800085,1142.38614691195,119.271490105352,1365.01605216171,8642.20584602516
71,6.69680839072081,142.640031538854,1087.05561325538,113.494673557478,1298.90262211001,8223.62771224516
72,7.2512750516822,154.450006887166,1177.05909864645,122.891539797747,1406.44612011322,8904.50838443466
73,7.49407079225237,159.621484115096,1216.47077914593,127.006339222999,1453.53840731389,9202.65963262244
74,7.82623150696512,166.696408774468,1270.38857824733,132.635658397963,1517.96378700673,9610.55036191614
75,8.01696233463059,170.758918807058,1301.34885137114,135.868083720634,1554.95764403797,9844.7663090444
76,8.03410662632864,171.124087132899,1304.13178877032,136.158637918412,1558.28292440162,9865.81936358754
77,8.23018064824844,175.300405617589,1335.95939286256,139.4816174353,1596.31313914573,10106.5967109797
78,8.35694360908286,178.000419068239,1356.53611838436,141.629942431282,1620.89988743054,10262.2606238144
79,8.40862848120645,179.101291507715,1364.92583585637,142.505875763591,1630.92460547649,10325.729237802
80,8.93368938833443,190.284933025117,1450.15604898078,151.40438573662,1732.76460884004,10970.4998769705
81,9.01135945524246,191.93928240276,1462.76379841725,152.72070514948,1747.82937517053,11065.8781045337
82,8.66192764408762,184.496488514128,1406.04247840872,146.798682743617,1680.05412026155,10636.7786054746
83,8.65896697224774,184.433427082475,1405.56188903618,146.748506530655,1679.47987291988,10633.1429238828
84,9.3234086127806,198.585836862134,1513.4170004386,158.00918216754,1808.35394826645,11449.0720007588
85,9.53685621971968,203.132207552367,1548.06476183798,161.626601848345,1849.75391675299,11711.1839730781
86,9.3734667087439,199.652059452118,1521.54265239561,158.85754558617,1818.0631393185,11510.5429464941
87,9.48429801011937,202.012733283788,1539.53328035677,160.735867562201,1839.55980751763,11646.6429075798
88,9.55593892375415,203.538663485778,1551.1623509172,161.950007437788,1853.45516858239,11734.6173826318
89,9.59691543573561,204.411451031781,1557.81383991946,162.644460015721,1861.40290961846,11784.9362150997
90,9.980412367395,212.579821878817,1620.06476123956,169.143803662657,1935.78538273712,12255.8674125825
91,10.1595816947953,216.396075386471,1649.14832040837,172.180289573316,1970.53678901662,12475.8859288708
92,10.3899138472945,221.302081886883,1686.5368560628,176.083861384316,2015.21165790669,12758.7319895312
93,10.1462179118899,216.111430776099,1646.97905194881,171.953805838102,1967.94477030495,12459.4753092099
94,10.2997964892791,219.382608902212,1671.90860717665,174.556590551245,1997.73263419952,12648.0685869832
95,10.5966990538559,225.706545426046,1720.10314711008,179.588369524003,2055.31939749625,13012.6625869061
96,11.0778404597083,235.954714598771,1798.20415216887,187.742550382435,2148.64084216135,13603.5004260414
