"Day","Pexc (g)","Nexc (g)","Cexc (g)","Pwst (g)","Nwst (g)","Cwst (g)"
1,4.40535175960047,93.8326852534486,732.525899412893,4.40535175960047,93.8326852534486,732.525899412893
2,4.56996965370933,97.3389975499276,759.89871264597,4.56996965370933,97.3389975499276,759.89871264597
3,4.66531595001958,99.3698453686663,775.752981560625,4.66531595001958,99.3698453686663,775.752981560625
4,4.80392992481602,102.322281900087,798.801839427122,4.80392992481602,102.322281900087,798.801839427122
5,4.98366399535691,106.150564269056,828.68818423289,4.98366399535691,106.150564269056,828.68818423289
6,5.48634905996913,116.857606980589,912.275114215045,5.48634905996913,116.857606980589,912.275114215045
7,5.57557056728778,118.757998611251,927.110947642681,5.57557056728778,118.757998611251,927.110947642681
8,5.61809708697988,119.663800861548,934.182296035794,5.61809708697988,119.663800861548,934.182296035794
9,5.78249652129237,123.165460029189,961.518783575134,5.78249652129237,123.165460029189,961.518783575134
10,6.05655601664168,129.002845956837,1007.08964585325,6.05655601664168,129.002845956837,1007.08964585325
11,6.61600063697758,140.918850362686,1100.11460641177,6.61600063697758,140.918850362686,1100.11460641177
12,6.62369746011618,141.082790411614,1101.39444116729,6.62369746011618,141.082790411614,1101.39444116729
13,6.53686122303833,139.233204329285,1086.95523264587,6.53686122303833,139.233204329285,1086.95523264587
14,6.44455020653348,137.267007069725,1071.60567281933,6.44455020653348,137.267007069725,1071.60567281933
15,6.54020396866951,139.304403819317,1087.51106743129,6.54020396866951,139.304403819317,1087.51106743129
16,6.97657551115315,148.598988187113,1160.07132460925,6.97657551115315,148.598988187113,1160.07132460925
17,7.52189135038009,160.214053747858,1250.74693858793,7.52189135038009,160.214053747858,1250.74693858793
18,7.80611471042517,166.267926977542,1298.00785753667,7.80611471042517,166.267926977542,1298.00785753667
19,7.73989026685266,164.857365980619,1286.99599679585,7.73989026685266,164.857365980619,1286.99599679585
20,7.67972421477553,163.575846924803,1276.99153090595,7.67972421477553,163.575846924803,1276.99153090595
21,7.92317911397165,168.761364035871,1317.47343308583,7.92317911397165,168.761364035871,1317.47343308583
22,8.35066839220458,177.866758810814,1388.55673928142,8.35066839220458,177.866758810814,1388.55673928142
23,8.47708425969827,180.559379276303,1409.57728476546,8.47708425969827,180.559379276303,1409.57728476546
24,9.09783407688744,193.781166183673,1512.79612924386,9.09783407688744,193.781166183673,1512.79612924386
25,9.9160945548511,211.209871557036,1648.8572261286,9.9160945548511,211.209871557036,1648.8572261286
26,10.2773505265841,218.904516557332,1708.92719784773,10.2773505265841,218.904516557332,1708.92719784773
27,9.76236707332944,207.935521817088,1623.29528061069,9.76236707332944,207.935521817088,1623.29528061069
28,9.64248831788525,205.382139898458,1603.36173206696,9.64248831788525,205.382139898458,1603.36173206696
29,10.5890716051533,225.544083032019,1760.76046245531,10.5890716051533,225.544083032019,1760.76046245531
30,11.2326048927308,239.251151097987,1867.76776312262,11.2326048927308,239.251151097987,1867.76776312262
31,10.9844632047763,233.965806777104,1826.50653744306,10.9844632047763,233.965806777104,1826.50653744306
32,10.8107091044923,230.264896000136,1797.61454753334,10.8107091044923,230.264896000136,1797.61454753334
33,11.2010200301851,238.578402898128,1862.51580343662,11.2010200301851,238.578402898128,1862.51580343662
34,11.3379875182021,241.495769749718,1885.29088198314,11.3379875182021,241.495769749718,1885.29088198314
35,11.512023802753,245.202690967836,1914.22979374956,11.512023802753,245.202690967836,1914.22979374956
36,11.950636385684,254.545008832165,1987.16269317243,11.950636385684,254.545008832165,1987.16269317243
37,12.5736736129002,267.815516894354,2090.76189027166,12.5736736129002,267.815516894354,2090.76189027166
38,12.6211845013997,268.827484721208,2098.6620440458,12.6211845013997,268.827484721208,2098.6620440458
39,12.7225810368044,270.987200837336,2115.52235222274,12.7225810368044,270.987200837336,2115.52235222274
40,13.5729270147585,289.099317839573,2256.91865524337,13.5729270147585,289.099317839573,2256.91865524337
41,14.1576839002686,301.554465982576,2354.15256228898,14.1576839002686,301.554465982576,2354.15256228898
42,14.5520142742476,309.953585936347,2419.72217571094,14.5520142742476,309.953585936347,2419.72217571094
43,14.4371441616127,307.506886623312,2400.62146885135,14.4371441616127,307.506886623312,2400.62146885135
44,14.7860445532452,314.93836143381,2458.6369434679,14.7860445532452,314.93836143381,2458.6369434679
45,15.3377677100345,326.689900957351,2550.37797204144,15.3377677100345,326.689900957351,2550.37797204144
46,15.6108173113447,332.505776441639,2595.78090821974,15.6108173113447,332.505776441639,2595.78090821974
47,15.6138884422968,332.571190619603,2596.29157866915,15.6138884422968,332.571190619603,2596.29157866915
48,15.9644786354284,340.038657700608,2654.58803501668,15.9644786354284,340.038657700608,2654.58803501668
49,16.4690337031273,350.78553092299,2738.48591081378,16.4690337031273,350.78553092299,2738.48591081378
50,16.3886203397015,349.072750143554,2725.11470356797,16.3886203397015,349.072750143554,2725.11470356797
51,16.3631889469012,348.531069023315,2720.88594843083,16.3631889469012,348.531069023315,2720.88594843083
52,16.9900162390672,361.882304344285,2825.11536097882,16.9900162390672,361.882304344285,2825.11536097882
