"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,152,"MAR","Morocco",140,"MAR","Morocco","MOROCCO","Morocco","Al Maghrib",NA,"Ifni|Rio de Oro|Tangier",NA,"Maroc ","Marruecos ","<U+041C><U+0430><U+0440><U+043E><U+043A><U+043A><U+043E>","<U+0627><U+0644><U+0645><U+063A><U+0631><U+0628>","<U+6469><U+6D1B><U+54E5> ",NA,NA,"Morocco","MA",NA,"MO",504,"19560407","Present",29878403,403859.812,73.9821148631645,"Northern Africa","Africa",1,NA,NA,NA,"Middle East & North Africa","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
