"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,224,"SYR","Syria",218,"SYR","Syria","SYRIAN ARAB REPUBLIC","Syrian Arab Republic","Suriyah",NA,"Syrian Arab Republic|Alaouites|United Arab Republic",NA,"Syrienne, République Arabe ","Siria ","<U+0421><U+0438><U+0440><U+0438><U+044F>","<U+0633><U+0648><U+0631><U+064A><U+0627>","<U+53D9><U+5229><U+4E9A> ",NA,NA,"Syria","SY",NA,"SY",760,"Unknown","Present",16188760,187937,86.1392913582743,"Western Asia","Asia",1,NA,NA,NA,"Middle East & North Africa","Lower middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
