"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,128,"LBY","Libya",131,"LBY","Libya","LIBYAN ARAB JAMAHIRIYA","Libyan Arab Jamahiriya","Libiyah","Cyrenaica|Tripolitania","Libyan Arab Jamahiriya",NA,"Libye ","Libia ","<U+041B><U+0438><U+0432><U+0438><U+044F>","<U+0644><U+064A><U+0628><U+064A><U+0627>","<U+5229><U+6BD4><U+4E9A> ",NA,NA,"Libya","LY",NA,"LY",434,"19511224","Present",5289730,1620515,3.26422773007346,"Northern Africa","Africa",1,NA,NA,NA,"Middle East & North Africa","Upper middle income","Debt not classified",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
