"day","faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2","nh4_1","nh4_2","weight_1","weight_2"
1,2.6603797558577,0.255171342375081,0.831368673705533,0.0797410444922127,4.98821204223319,0.478446266953276,2.08649523461531,1.59482088984425,1.66919618769225,1.2758567118754,4.17299046923062,3.18964177968851,361.514327860836,70.7775895626262,4.89353229725878,0.982361054433597
2,2.73625712258858,0.279480568506065,0.855080350808931,0.0873376776581455,5.13048210485358,0.524026065948872,2.34433714657648,1.74675355316291,1.87546971726119,1.39740284253033,4.68867429315297,3.49350710632581,372.115941001112,71.1078468566861,5.04319583943848,0.987361268140735
3,2.86295278552459,0.3056352068773,0.894672745476435,0.0955110021491564,5.3680364728586,0.573066012894938,2.63759336176641,1.91022004298313,2.11007468941313,1.5281760343865,5.27518672353281,3.82044008596625,387.325377199406,72.3152007579072,5.19581276466068,0.992870817013459
4,2.91970236587557,0.244535085241555,0.912406989336118,0.0764172141379861,5.4744419360167,0.458503284827916,2.01575959402789,1.52834428275972,1.61260767522232,1.22267542620778,4.03151918805579,3.05668856551944,406.664030378792,74.1079862400332,5.35348017611548,0.999516211637115
5,2.96484563111252,0.301722491690348,0.926514259722664,0.0942882786532339,5.55908555833598,0.565729671919403,2.58058278238211,1.88576557306467,2.06446622590569,1.50861245845174,5.16116556476422,3.77153114612935,411.404240666613,73.1986287141238,5.51563356116271,1.00513560462914
6,3.10564721436513,0.328127482529171,0.970514754489105,0.102539838290366,5.82308852693463,0.615239029742195,2.88015722408641,2.05079676580732,2.30412577926913,1.64063741264585,5.76031444817283,4.10159353161464,428.726855172737,74.616379063034,5.67972587051723,1.01055872569603
7,3.24376040008068,0.316779145359253,1.01367512502521,0.0989934829247669,6.08205075015127,0.5939608975486,2.71198864541909,1.97986965849534,2.16959091633528,1.58389572679627,5.42397729083819,3.95973931699067,450.271049430815,76.6340688989792,5.8482339514773,1.01783696567577
8,3.3355788675165,0.318933342621876,1.04236839609891,0.0996666695693365,6.25421037659344,0.598000017416018,2.74223406848782,1.99333339138673,2.19378725479026,1.59466671310938,5.48446813697564,3.98666678277345,466.78042332499,77.6509663072426,6.02377812817176,1.02521942880853
9,3.40424023860527,0.312163054941656,1.06382507456415,0.0975509546692677,6.38295044738488,0.585305728015605,2.69466879164876,1.95101909338535,2.15573503331901,1.56081527470828,5.38933758329753,3.9020381867707,482.517037297477,78.4670505754484,6.20479691120686,1.03219512177346
10,3.55713284964708,0.403595231304402,1.11160401551471,0.126123509782626,6.66962409308827,0.756741058695754,3.9830384486808,2.52247019565251,3.18643075894464,2.01797615652201,7.96607689736159,5.04494039130502,496.126431681763,79.0000266442537,6.3893007951945,1.0390298163279
11,3.7685064829717,0.335270350995124,1.17765827592866,0.104771984685976,7.06594965557194,0.628631908115857,2.92583130055934,2.09543969371952,2.34066504044747,1.67635175497562,5.85166260111868,4.19087938743905,532.151592983044,82.9477471765669,6.57955211536021,1.0476861526179
12,3.83977475775995,0.365381248288148,1.19992961179999,0.114181640090047,7.19957767079992,0.685089840540278,3.21265689545885,2.28363280180093,2.57012551636708,1.82690624144074,6.42531379091769,4.56726560360186,545.326721817731,83.110659227729,6.77897009973854,1.05665435444546
13,3.89349661370835,0.334168243238108,1.21671769178386,0.104427576011909,7.30030615070316,0.626565456071453,2.94298206052984,2.08855152023818,2.35438564842387,1.67084121619054,5.88596412105967,4.17710304047635,564.271647568143,84.123762262389,6.98456630089797,1.06448462263588
14,3.92619916603515,0.353518201962147,1.22693723938599,0.110474438113171,7.36162343631591,0.662846628679026,3.13429335485478,2.20948876226342,2.50743468388382,1.76759100981073,6.26858670970955,4.41897752452683,575.262925286279,83.926728028199,7.19242220737857,1.07227364421349
15,3.97331975902571,0.351340584592753,1.24166242469554,0.109793932685235,7.44997454817321,0.65876359611141,3.12600863443906,2.1958786537047,2.50080690755125,1.75670292296376,6.25201726887812,4.3917573074094,590.347350887015,84.3640129451897,7.40146613935748,1.07982073654173
16,4.15831171751427,0.493220093261454,1.29947241172321,0.154131279144204,7.79683447033925,0.924787674865225,5.35307869678745,3.08262558288408,4.28246295742996,2.46610046630727,10.7061573935749,6.16525116576817,604.555345713477,84.836168740687,7.61155106304982,1.08773418132777
17,4.60579583563514,0.492854733411442,1.43931119863598,0.154017104191076,8.6358671918159,0.924102625146453,4.74836891095328,3.08034208382151,3.79869512876262,2.46427366705721,9.49673782190656,6.16068416764302,658.773620136476,90.8483181341303,7.82776612568699,1.0984563987565
18,4.84769726937598,0.455847257929642,1.51490539668,0.142452268103013,9.08943238007996,0.854713608618079,4.11938199865334,2.84904536206026,3.29550559892267,2.27923628964821,8.23876399730668,5.69809072412053,699.82551844673,94.6268977972278,8.05938366159635,1.11143104167109
19,4.88907924777668,0.399722566803895,1.52783726493021,0.124913302126217,9.16702358958127,0.749479812757304,3.59275313197712,2.49826604252435,2.87420250558169,1.99861283401948,7.18550626395423,4.99653208504869,724.318497013514,95.8749933926116,8.30847801694858,1.12343074014406
20,4.86842864259073,0.411379915053504,1.5213839508096,0.12855622345422,9.12830370485762,0.77133734072532,3.70958289654261,2.5711244690844,2.96766631723409,2.05689957526752,7.41916579308522,5.1422489381688,733.395008935147,95.0416112208945,8.56347128342873,1.13351068087004
21,4.98871399794101,0.519104225058667,1.55897312435657,0.162220070330834,9.35383874613939,0.973320421985,4.95882726852941,3.24440140661667,3.96706181482353,2.59552112529334,9.91765453705882,6.48880281323334,746.101817163935,94.9227180152201,8.81742319107408,1.14266131714331
22,5.23845343929286,0.511731228436934,1.63701669977902,0.159916008886542,9.82210019867411,0.959496053319252,4.74277484605703,3.19832017773084,3.79421987684563,2.55865614218467,9.48554969211407,6.39664035546168,786.669540604545,98.3824458458817,9.07305873165452,1.15431885529256
23,5.39557101555876,0.499707271804281,1.68611594236211,0.156158522438838,10.1166956541727,0.936951134633026,4.5818919938638,3.12317044877676,3.66551359509104,2.49853635902141,9.1637839877276,6.24634089755351,819.199190923829,100.646515479225,9.33693318816744,1.16769529813697
24,5.61711021619951,0.611502254384611,1.75534694256235,0.191094454495191,10.5320816553741,1.14656672697115,6.08664506481766,3.82188908990382,4.86931605185413,3.05751127192305,12.1732901296353,7.64377817980763,845.174506146472,102.142732877798,9.61004971994006,1.18068722309567
25,6.01181817732511,0.631200812716953,1.8786931804141,0.197250253974048,11.2721590824846,1.18350152384429,6.11898174315286,3.94500507948096,4.89518539452229,3.15600406358477,12.2379634863057,7.89001015896192,902.361130260223,107.387674336159,9.89192029714511,1.19547828905367
26,6.24703550708644,0.554662598120063,1.95219859596451,0.17333206191252,11.7131915757871,1.03999237147512,5.07543520303641,3.4666412382504,4.06034816242913,2.77331299060031,10.1508704060728,6.93328247650079,956.116096190472,111.865535337136,10.1882360296309,1.21247573296337
27,6.12591212444531,0.426555247218022,1.91434753888916,0.133298514755632,11.486085233335,0.799791088533791,3.85025295462454,2.66597029511264,3.08020236369963,2.13277623609011,7.70050590924907,5.33194059022527,978.179515582589,112.18021921913,10.4992896219214,1.22841635957763
28,6.2331094542739,0.75489422902567,1.9478467044606,0.235904446570522,11.6870802267636,1.41542667942313,8.66288071375204,4.71808893141043,6.93030457100163,3.77447114512835,17.3257614275041,9.43617786282087,963.764553654386,108.844972110059,10.8110402627363,1.23983874875797
29,6.93595821394107,0.733020186031604,2.16748694185659,0.229068808134876,13.0049216511395,1.37441284880926,7.17545992648741,4.58137616269752,5.74036794118993,3.66510093015802,14.3509198529748,9.16275232539505,1067.05370774845,119.057328433725,11.1231659032528,1.2562203890197
30,7.23248408327002,0.663141080360919,2.26015127602188,0.207231587612787,13.5609076561313,1.24338952567672,6.12918845516166,4.14463175225575,4.90335076412933,3.3157054018046,12.2583769103233,8.28926350451149,1134.37126323355,124.674447461958,11.4527318505035,1.27784726062752
31,6.94537960023123,0.399192453332978,2.17043112507226,0.124747641666556,13.0225867504336,0.748485849999334,3.63278597548987,2.49495283333111,2.9062287803919,1.99596226666489,7.26557195097975,4.98990566666221,1165.21653408139,125.514815584257,11.8054858789502,1.29749622251761
32,6.7882647012759,0.675043886810529,2.12133271914872,0.210951214628291,12.7279963148923,1.26570728776974,6.42711025213347,4.21902429256581,5.14168820170678,3.37521943405265,12.8542205042669,8.43804858513161,1109.45462839052,117.398477737379,12.156098016718,1.309430784893
33,7.01345132272711,0.671075439593582,2.19170353835222,0.209711074872995,13.1502212301133,1.25826644923797,6.28508378473564,4.19422149745989,5.02806702778852,3.35537719796791,12.5701675694713,8.38844299491978,1156.22342654445,120.853670052546,12.4942160797227,1.32209277490618
34,7.14797860038167,0.650493661749746,2.23374331261927,0.203279269296796,13.4024598757156,1.21967561578077,6.01004996250558,4.06558538593591,4.80803997000447,3.25246830874873,12.0200999250112,8.13117077187182,1194.797781406,123.303141324041,12.8317159552903,1.34122863338215
35,7.27585157522257,0.703762539874663,2.27370361725706,0.219925793710833,13.6422217035423,1.31955476226499,6.60735835296523,4.39851587421665,5.28588668237218,3.51881269937332,13.2147167059305,8.7970317484333,1222.06986108561,124.597491405803,13.176338720182,1.35979826932401
36,7.5952869992768,0.847605987682698,2.373527187274,0.264876871150843,14.241163123644,1.58926122690506,8.65776684077644,5.29753742301686,6.92621347262115,4.23802993841349,17.3155336815529,10.5950748460337,1264.3384796904,127.685688770758,13.5257277563593,1.37903061154223
37,8.03854087461657,0.771177660627024,2.51204402331768,0.240993018945945,15.0722641399061,1.44595811367567,7.20853471802902,4.8198603789189,5.76682777442321,3.85588830313512,14.417069436058,9.6397207578378,1355.90950302827,135.644753655634,13.8848632220594,1.40223393693637
38,8.08217662852764,0.670730277152905,2.52568019641489,0.209603211610283,15.1540811784893,1.2576192696617,6.06980119995258,4.19206423220565,4.85584095996206,3.35365138576452,12.1396023999052,8.38412846441131,1399.63121762825,138.294597034944,14.2609569053372,1.42666157438809
39,8.15044740865599,0.830888473773848,2.547014815205,0.259652648054328,15.28208889123,1.55791588832596,7.95891958427729,5.19305296108655,6.36713566742183,4.15444236886924,15.9178391685546,10.3861059221731,1402.53105147921,137.063089095303,14.646373289276,1.44717713248504
