x,y
27.450874069256724,37.136678501320056
27.4619101376355,37.13455146001558
27.464568042113246,37.143387103930294
27.45353042080525,37.14551453010512
27.450874069256724,37.136678501320056
27.45208786523193,37.12429016450851
27.463121579491062,37.122163072414274
27.465779108339575,37.130998290229115
27.4547438418275,37.13312576719129
27.45208786523193,37.12429016450851
30.498434922233614,36.42378782741749
30.509221887942132,36.42130480113345
30.512295460252712,36.430022388463
30.501507047439695,36.43250585854045
30.498434922233614,36.42378782741749
28.605040388788677,36.80040958005754
28.615971436642536,36.79814755511941
28.6187853751255,36.806938188586905
28.607852817124186,36.809200620944864
28.605040388788677,36.80040958005754
27.466011395648376,37.14673293905287
27.477048795134092,37.14460401123442
27.479709412903187,37.153439536173835
27.468670460285793,37.155568849193166
27.466011395648376,37.14673293905287
27.47306433124499,37.15379236587663
27.48410279407363,37.15166254099908
27.486764783272484,37.160498085154124
27.47572476709319,37.16262829539181
27.47306433124499,37.15379236587663
27.388415134187632,37.175842530509016
27.39946075632424,37.17372266157095
27.40211108694844,37.18256133589344
27.391063908482913,37.184681588513925
27.388415134187632,37.175842530509016
27.46546142828175,37.16282340062985
27.47650185056413,37.16069441614154
27.479163110602713,37.1695304641023
27.468121134331533,37.17165983381559
27.46546142828175,37.16282340062985
27.4559533614532,37.165113878988976
27.466994553632563,37.16298601405231
27.46965449610095,37.17182240819316
27.45861174960779,37.17395065816604
27.4559533614532,37.165113878988976
27.509433157475705,37.18082808005756
27.520475355912982,37.178693700786376
27.523143998513532,37.18752904631943
27.51210024608897,37.18966381175108
27.509433157475705,37.18082808005756
27.49537068602487,37.17297891995066
27.506411926303965,37.17084628185935
27.509078113168798,37.17968178664793
27.498035319011567,37.181814810596
27.49537068602487,37.17297891995066
27.47103706497028,37.17303489244143
27.482079192962654,37.17090516359156
27.484741746140422,37.179741372361576
27.47369806374254,37.18187148657248
27.47103706497028,37.17303489244143
27.486679389166518,37.165615144076284
27.497719568090673,37.16348360125206
27.500384124164942,37.17231912510472
27.48934239156226,37.17445105359244
27.486679389166518,37.165615144076284
27.498778870481836,37.16767753179302
27.509818998028116,37.16554452656013
27.512485454923613,37.1743797660152
27.501443773851268,37.17651315716261
27.498778870481836,37.16767753179302
27.447839799533533,37.14292298593504
27.45887714198827,37.140796259928905
27.46153487401079,37.149632188265315
27.45049597823374,37.15175929909365
27.447839799533533,37.14292298593504
27.46971693497159,37.140305666969894
27.480753001930847,37.13817634503768
27.48341388386902,37.147011560406426
27.472376264195265,37.14914126760094
27.46971693497159,37.140305666969894
27.529189773532035,37.2016418607939
27.540235146176524,37.19950496081788
27.542907682541262,37.20834038932723
27.531860755241855,37.210477675911925
27.529189773532035,37.2016418607939
27.371945108363835,37.255583852391744
27.38300623517862,37.25346535246
27.385657681567956,37.26230700310712
27.37459499386458,37.26442588655932
27.371945108363835,37.255583852391744
27.40074244716968,37.248833485524784
27.41180127617121,37.2467115909221
27.4144567294661,37.25555220340322
27.40339634055173,37.25767448209943
27.40074244716968,37.248833485524784
27.436952528463962,37.24072302331448
27.448008537137298,37.238596858089984
27.450669043888215,37.247436175012965
27.439611476509835,37.249562725052
27.436952528463962,37.24072302331448
27.4627078676809,37.230707399750294
27.473761074672346,37.22857822955825
27.47642498295822,37.23741649049103
27.4653702183453,37.2395460460009
27.4627078676809,37.230707399750294
27.541851965400273,37.229725620162306
27.55290212968538,37.227586992509714
27.555577830915343,37.236422935811156
27.544526110771212,37.23856195039219
27.541851965400273,37.229725620162306
27.538786987781553,37.226630823997155
27.549836684289435,37.22449258636832
27.55251178694354,37.233328521383044
27.541460534673234,37.235467145871056
27.538786987781553,37.226630823997155
27.470020999958432,37.24091845797054
27.48107585365698,37.23878833580403
27.483741316850544,37.24762670592201
27.47268490514986,37.249757213577844
27.470020999958432,37.24091845797054
27.414857284634188,37.25176611942264
27.42591615527666,37.24964251407698
27.428573853040586,37.258482812695846
27.417513422634173,37.26060680242949
27.414857284634188,37.25176611942264
27.433891409708714,37.24934010398561
27.444949141361317,37.247214239887384
27.44760957841777,37.25605391490139
27.436550287539344,37.25818016377063
27.433891409708714,37.24934010398561
27.50438695584046,37.18509607435066
27.515430133589653,37.18296226596078
27.518098214823656,37.19179789156603
27.507053482753864,37.19393208602302
27.50438695584046,37.18509607435066
27.495004041202233,37.18596103653457
27.506047719165505,37.183828343506235
27.508714437127907,37.19266426734945
27.497669204596075,37.194797346255605
27.495004041202233,37.18596103653457
27.469406609158778,37.19497723262175
27.48045289460544,37.19284753207908
27.48311619310654,37.20168447810065
27.472068352065012,37.20381456401932
27.469406609158778,37.19497723262175
27.485451213300983,37.190878560689
27.496496154511455,37.18874697258352
27.49916166656949,37.19758332685808
27.488115170325727,37.19971530065751
27.485451213300983,37.190878560689
27.378452058061885,37.27352588551266
27.389516312049846,37.27140647217752
27.392169539001962,37.28024849759421
27.381103723316638,37.28236829462183
27.378452058061885,37.27352588551266
27.49300124992641,37.246073595740064
27.50405623889532,37.24394068600691
27.50672537310791,37.25277855435742
27.495668826361356,37.25491185005967
27.49300124992641,37.246073595740064
27.483518405850827,37.249865154354296
27.494574446794484,37.247733350102145
27.497242333600084,37.25657161100172
27.486184734473834,37.258703801038
27.483518405850827,37.249865154354296
27.422275571653667,37.26195235294381
27.433336082703228,37.259827783346964
27.43599534961403,37.26866818748832
27.424933278422266,37.27079314164683
27.422275571653667,37.26195235294381
27.49181941478008,37.25028321631504
27.502875234238324,37.248150416056696
27.505544381976875,37.25698845037101
27.494487004493394,37.25912163658361
27.49181941478008,37.25028321631504
27.40324151191963,37.27783236531921
27.414305682167416,37.27570995347591
27.416962814789198,37.28455140162001
27.405897083149778,37.28667419767127
27.40324151191963,37.27783236531921
27.41381650127372,37.27415230386489
27.42487960174041,37.27202865444001
27.427538151980485,37.28086968351858
27.416473490544554,37.28299371735918
27.41381650127372,37.27415230386489
27.44103845910401,37.27951481829691
27.452101584177928,37.277387871664466
27.454764451941443,37.28622828498272
27.443699766201807,37.28835561659805
27.44103845910401,37.27951481829691
27.43195847204694,37.28327441742713
27.443022628634438,37.28114852879362
27.44568430650112,37.28998932104828
27.43461858885321,37.29211559448769
27.43195847204694,37.28327441742713
