"day","faeces_c","faeces_l","faeces_p","feed_c","feed_l","feed_p","weight"
1,0.28546971417072,0.0631038315535277,0.46476472763233,1.81662545381367,2.00784918579406,4.20692210356851,2.15779328722547
2,0.285241934296857,0.0630534802129895,0.464393886013129,1.81517594552545,2.00624709768603,4.20356534753263,2.30120689675066
3,0.316144628211791,0.0698846020257643,0.51470564031674,2.01182945225685,2.22360097354704,4.65897346838428,2.44535197395945
4,0.340350402703869,0.0752353521766448,0.554114339840685,2.16586619902462,2.39385211471142,5.01569014510965,2.59602649261773
5,0.351609150519969,0.0777241280096774,0.572444371372862,2.23751277603617,2.47304043667155,5.18160853397849,2.75944243765242
6,0.355123406376482,0.0785009635148013,0.57816582652171,2.25987622239579,2.4977579300164,5.23339756765341,2.93049159511085
7,0.366515721338455,0.0810192647169218,0.596713314740502,2.33237277215381,2.57788569553842,5.40128431446144,3.10393228028838
8,0.386090540773854,0.0853463300657993,0.628582494452871,2.45693980492452,2.71556504754816,5.68975533771995,3.27971353733489
9,0.409235591364923,0.0904626044069831,0.666264261029208,2.60422649050406,2.87835559476764,6.03084029379887,3.46178655449666
10,0.41755199781043,0.0923009679370424,0.679803954329963,2.65714907697546,2.93684897981498,6.15339786246949,3.65295625582098
11,0.426385669268957,0.0942536742594536,0.694185791371213,2.71336334989336,2.99898054461898,6.28357828396357,3.8504361375147
12,0.440407348657009,0.097353203387339,0.717014069392464,2.80259221872642,3.09760192596078,6.49021355915593,4.05066520706939
13,0.448467656867938,0.0991349557287022,0.73013681679552,2.85388508915961,3.15429404591325,6.60899704858014,4.25498571135748
14,0.480994831508993,0.106325173280935,0.783093339719903,3.06087620051176,3.38307369530248,7.08834488539566,4.46323173457916
15,0.492365109235927,0.108838603094258,0.801604949773579,3.13323251331953,3.46304646209001,7.25590687295049,4.6796674376447
16,0.476502886819523,0.105332217086421,0.775780138541258,3.03229109794242,3.35147963456794,7.0221478057614,4.90506709021638
17,0.473350062535868,0.104635276981613,0.770647119356641,3.0122276706828,3.32930426759678,6.97568513210754,5.12814043012026
18,0.494919401578459,0.109403236138396,0.805763516955807,3.14948710095382,3.48101205894896,7.29354907589305,5.34534301440683
19,0.537615981783615,0.118841427552168,0.875276545781043,3.42119261135029,3.78131814938716,7.92276183681119,5.56547936541317
20,0.549635835547027,0.121498447857764,0.894845711206388,3.49768258984472,3.86585970456522,8.09989652385093,5.79916045320696
21,0.544538729424484,0.120371719135939,0.88654726474723,3.465246459974,3.83000924523442,8.02478127572926,6.04407612137146
22,0.55209829235356,0.122042780414997,0.898854763691409,3.51335276952266,3.88317937684084,8.13618536099985,6.28923386230339
23,0.587983544029065,0.129975309732741,0.957278471682407,3.74171346200314,4.13557803695084,8.66502064884939,6.53353410818054
24,0.599002315729196,0.132411038213822,0.975217805257357,3.81183291827669,4.2130784886216,8.82740254758812,6.78627954864394
25,0.55690374204578,0.123105037715383,0.906678373014883,3.54393290392768,3.91697847276217,8.20700251435883,7.04824860038489
26,0.580074012511134,0.128226886976145,0.944401199316372,3.69138007961631,4.07994640378645,8.54845913174304,7.30208187376881
27,0.625644223559697,0.138300302050038,1.01859270081298,3.98137233174351,4.40046415613757,9.22002013666919,7.55014646769626
28,0.646215462918808,0.14284762864521,1.05208412208536,4.11228021857422,4.54515182052941,9.52317524301399,7.81225946247229
