"day","faeces_c","faeces_l","faeces_p","feed_c","feed_l","feed_p","weight"
1,0.557633758826853,0.123266409845936,0.907866891563718,3.54857846526179,3.92211304055251,8.21776065639573,1.89113308235758
2,0.572998809950797,0.126662894831229,0.932882273042701,3.64635606332326,4.03018301735728,8.44419298874859,2.00633203472695
3,0.615374351270781,0.136030119754594,1.00187262803383,3.91601859899588,4.3282310831007,9.06867465030624,2.12306929923677
4,0.692716534842279,0.153126812965136,1.12779113040989,4.40819613081451,4.8722167761634,10.2084541976757,2.24491162124744
5,0.661186897926791,0.146157103752238,1.07645866890537,4.20755298680685,4.65045330120757,9.74380691681587,2.37819095223258
6,0.7123320543462,0.157462875171265,1.15972657268995,4.53302216402127,5.01018239181299,10.4975250114177,2.51537837782287
7,0.73990640759214,0.163558258520368,1.20461955481668,4.70849532104089,5.20412640746624,10.9038839013578,2.65342531956329
8,0.740146232186278,0.163611272378019,1.20501000608573,4.71002147754904,5.20581321202789,10.9074181585346,2.79853865565644
9,0.772560708492518,0.170776577666767,1.25778304821238,4.91629541767966,5.43380019848804,11.3851051777845,2.94548067841049
10,0.830280914102385,0.183535781012106,1.35175559348599,5.28360581701517,5.83977485038519,12.2357187341404,3.09465027423776
11,0.855774672572124,0.18917124341068,1.39326122131041,5.44583882545897,6.01908501761255,12.6114162273787,3.25178941410248
12,0.888785778294124,0.196468435201859,1.44700561799464,5.65590949823533,6.25126839278642,13.0978956801239,3.41619392269958
13,0.905724190291761,0.200212715748705,1.47458254138729,5.76369939276575,6.37040459200425,13.347514383247,3.58527171951436
14,0.989037341118013,0.218629306983982,1.61022219746933,6.29387398893281,6.95638704039942,14.5752871322655,3.75817268644505
15,0.994601592915982,0.219859299486691,1.61928118987023,6.3292828640108,6.99552316548562,14.6572866324461,3.93966227832744
16,0.971642559136695,0.21478414465127,1.58190227171729,6.18317992177897,6.83404096617676,14.3189429767513,4.12872138548884
17,0.997073818953316,0.220405791558101,1.62330614734856,6.3450152115211,7.01291154957595,14.6937194372067,4.31493506431991
18,1.04222419648911,0.230386401329173,1.69681413042438,6.63233579583982,7.33047640592822,15.3590934219448,4.50019604602837
19,1.06347483949888,0.235083911889225,1.73141166851747,6.76756716044738,7.47994265102079,15.672260792615,4.69109983797828
20,1.08448170350331,0.239727534458626,1.76561231728258,6.90124720411195,7.627694278229,15.9818356305751,4.88724598998203
