"day","faeces_c","faeces_l","faeces_p","feed_c","feed_l","feed_p","weight"
1,0.302379798091342,0.0668418501044018,0.492295530927658,1.92423507876308,2.12678613968551,4.45612334029345,2.66718763926242
2,0.307930619017194,0.068068873677485,0.501332656926239,1.95955848465487,2.16582779882907,4.53792491183233,2.80497001614216
3,0.337183848280804,0.0745353769883884,0.54895896702559,2.14571539815057,2.37158017690327,4.96902513255922,2.94507472142361
4,0.345207450617174,0.0763090153995859,0.562021954689013,2.19677468574565,2.42801412635046,5.08726769330572,3.0922562796711
5,0.340705574373736,0.0753138638089311,0.554692584243556,2.16812638237832,2.39635021210235,5.02092425392874,3.24715970926426
6,0.365736504918881,0.0808470168768053,0.595444695727581,2.32741412221106,2.5724050824438,5.38980112512035,3.401888033092
7,0.372806919645215,0.082409950658416,0.606955827071508,2.37240767046955,2.62213479367687,5.49399671056106,3.56022482862291
8,0.375049497370545,0.0829056783661205,0.610606900982221,2.38667861963074,2.63790794801292,5.52704522440803,3.72493010934155
9,0.383805872723274,0.0848412981809344,0.624862894538945,2.44240100823902,2.69949585121155,5.65608654539562,3.89073028485651
10,0.40664764610829,0.089890532297622,0.662050904541216,2.58775774796184,2.86015330037888,5.9927021531748,4.05798357476127
11,0.430231806322508,0.0951038729765545,0.70044757239875,2.73783876750687,3.02603232198128,6.34025819843696,4.23128619514183
12,0.439028035236557,0.0970483025259758,0.714768450350043,2.79381476968718,3.08790053491741,6.46988683506505,4.41391565555559
13,0.433546862717294,0.0958366749164544,0.705844716844997,2.75893458092823,3.04934874734173,6.38911166109695,4.6026860577835
14,0.458368517154508,0.101323566949944,0.746256112139269,2.91689056371051,3.22393167568003,6.7549044633296,4.79112070952351
15,0.471871393415178,0.10430841328125,0.768239742261904,3.00281795809659,3.31890405894886,6.95389421875,4.98265082363089
16,0.466473803754181,0.103115261882503,0.759452087515579,2.96846966025388,3.28094015080692,6.87435079216688,5.18151939767974
17,0.487708854671123,0.107809325769406,0.794024240587371,3.1036018024526,3.43029672902656,7.18728838462708,5.38109388723621
18,0.489384379723162,0.108179704991436,0.796752112952797,3.11426423460194,3.44208152245477,7.21198033276238,5.58295133830294
19,0.506373967463376,0.111935298070852,0.824412354045637,3.22237979294876,3.56157766589074,7.46235320472344,5.78872617312768
20,0.518299483088106,0.114571464682634,0.843827930360986,3.2982694378334,3.64545569444744,7.63809764550893,5.99739527532297
21,0.439749234924532,0.0972077256148966,0.715942614052571,2.79840422224702,3.09297308774671,6.4805150409931,6.2111846395058
22,0.55725070639157,0.123181735097084,0.907243255318205,3.54614085885544,3.91941884399812,8.21211567313891,6.40973810096826
23,0.596547104199637,0.13186830724413,0.971220548591689,3.79620884490677,4.19580977594959,8.79122048294199,6.6151957930441
24,0.601323687295939,0.132924183507524,0.978997161071284,3.82660528279235,4.22940583887576,8.86161223383492,6.85314200068317
25,0.564133782997269,0.124703257294133,0.918449387055203,3.58994225543717,3.96783091390424,8.31355048627555,7.09919983293367
26,0.57342357482766,0.126756790225062,0.933573820070295,3.64905911253966,4.03317059807015,8.45045268167079,7.33731328017524
27,0.593878065815511,0.131278309285534,0.966875166801393,3.7792240551896,4.17703711363061,8.75188728570223,7.5683366221479
28,0.600889716439161,0.132828253107604,0.978290626062354,3.82384365006738,4.22635350796921,8.85521687384026,7.80444978226398
29,0.616146710692432,0.136200851837275,1.00313008337294,3.92093361349728,4.33366346754963,9.0800567891516,8.04518991902162
30,0.647357489906161,0.143100076716099,1.05394342216301,4.1195476630392,4.55318425914859,9.54000511440658,8.2894091212771
31,0.640875491138973,0.141667213830721,1.04339027329292,4.07829857997528,4.50759316734109,9.44448092204801,8.54204983483133
32,0.664543576711877,0.146899106431046,1.0819235775239,4.22891366998467,4.67406247735148,9.79327376206977,8.79868142644299
33,0.691797488304513,0.152923655309419,1.12629485815191,4.40234765284691,4.86575266893606,10.1949103539613,9.05761467549507
34,0.70123393505058,0.155009606695391,1.14165805566129,4.4623977685037,4.93212384939882,10.3339737796928,9.32575473851356
35,0.726928982275571,0.160689564503021,1.18349139570479,4.62591170538998,5.11284977964156,10.7126376335347,9.60017044562833
36,0.734912751029974,0.1624543975961,1.19648953150143,4.67671750655437,5.16900355987588,10.8302931730733,9.88043858644527
37,0.744533326080998,0.164581051028431,1.21215250281257,4.73793934778817,5.23666980545009,10.9720700685621,10.1662807675239
38,0.776699816443087,0.17169153837163,1.26452180641962,4.94263519554691,5.46291258455185,11.4461025581086,10.4544035480168
39,0.789296580855134,0.174476086294293,1.2850302228659,5.02279642362359,5.5515118366366,11.6317390862862,10.7495997107281
40,0.770172463552054,0.170248649837823,1.25389481785317,4.90109749533126,5.41700249483981,11.3499099891882,11.0524690138186
41,0.810832131880625,0.17923657652098,1.32009161120214,5.15984083924032,5.70298198021299,11.9491051013986,11.3528109857773
42,0.856959663427734,0.18943318875771,1.39519046958059,5.45337967635831,6.02741964229076,12.628879250514,11.6560646226407
43,0.918915925691571,0.203128783573926,1.49605961235399,5.84764679985546,6.4631885682613,13.5419189049284,11.9751630462965
44,0.936641477143111,0.207047063368477,1.52491805401545,5.96044576363797,6.58786110717881,13.8031375578985,12.3141174769518
45,0.976105898162122,0.215770777488469,1.58916890086745,6.21158298830442,6.86543382917857,14.3847184992313,12.6671834890697
46,1.00985710679748,0.223231570976286,1.64411823703169,6.42636340689306,7.10282271288181,14.8821047317524,13.0298149689376
47,0.989418085378092,0.218713471504631,1.61084207584363,6.29629690695149,6.95906500242007,14.5808981003087,13.4050350928822
48,1.02344030038616,0.226234171664309,1.66623262940062,6.51280191154826,7.19836000750071,15.0822781109539,13.7813503859792
49,1.05121175200139,0.232373124126624,1.71144650150402,6.68952933091794,7.39369031311983,15.4915416084415,14.1585724457486
50,1.0433205000867,0.230628742124429,1.69859898961484,6.63931227327899,7.33818724941361,15.3752494749619,14.5460501004985
51,1.04956990730912,0.232010190036754,1.70877346312784,6.67908122833079,7.38214241026034,15.4673460024502,14.9357967366022
