"day","faeces_c","faeces_l","faeces_p","feed_c","feed_l","feed_p","weight"
1,0.159360471647586,0.0352270516273612,0.259450031033263,1.01411209230282,1.12086073359786,2.34847010849075,1.76500151774765
2,0.163504363752558,0.0361430698821445,0.266196578179604,1.04048231478901,1.15000676897732,2.40953799214296,1.87042836245458
3,0.181366723729803,0.0400915915613249,0.295277753721504,1.15415187828057,1.27564154967852,2.67277277075499,1.97820307799155
4,0.186290800073611,0.0411800715952193,0.30329449555844,1.18548690955934,1.31027500530243,2.74533810634795,2.09256180959087
5,0.185600048045274,0.041027379041587,0.302169902782482,1.18109121483356,1.30541660586868,2.73515860277246,2.21384262682052
6,0.194708186088166,0.0430407569247525,0.316998590683891,1.23905209328833,1.36947862942394,2.8693837949835,2.33571240931603
7,0.203856036884588,0.0450629134165932,0.331891933734908,1.29726568926556,1.43381997234615,3.00419422777288,2.45948364051708
8,0.205411131049846,0.0454066710741766,0.334423736165364,1.30716174304448,1.44475771599653,3.02711140494511,2.58844554932242
9,0.211735168892668,0.0468046162815371,0.344719713565606,1.34740562022607,1.48923779077618,3.12030775210247,2.7201013571851
10,0.220265485810932,0.0486902652845218,0.358607668127272,1.40168945516048,1.54923571359842,3.24601768563479,2.85344618379312
11,0.236331420183599,0.0522416823563745,0.384764136719964,1.50392721935017,1.66223534770282,3.4827788237583,2.99075099542109
12,0.244981829088897,0.0541538780091245,0.398847609464028,1.55897527602025,1.72307793665396,3.61025853394163,3.13508711276306
13,0.243429004247119,0.0538106219914685,0.39631950165145,1.54909366339076,1.712156154274,3.58737479943123,3.28647630753221
14,0.255416508414145,0.0564604913336532,0.415835999663731,1.62537778081729,1.79647017879805,3.76403275557688,3.43922623254658
15,0.268793465436658,0.0594175028859981,0.437614624430207,1.71050387096055,1.89055691000903,3.96116685906653,3.59429086263302
16,0.267256119806146,0.059077668588727,0.435111717859831,1.70072076240275,1.8797440005504,3.93851123924847,3.75642634242962
17,0.282756874590896,0.0625041512253559,0.460348034421668,1.79936192921479,1.98876844807951,4.16694341502372,3.92137425670911
