"w_faeces","w_feed"
47.8732880693354,39.6985481861264
49.65853296204,36.8457029586397
51.7337677440452,41.5882195390122
51.1800024870208,31.317751596014
51.6364132235135,36.3456589595973
53.8748501203395,44.1641964340773
56.2715993919715,42.7447969232033
55.9573312108492,34.9170942175831
56.0446349632822,37.6888127707354
60.4753017484236,63.7700551234865
65.326268632967,52.7412195045849
66.8050381526322,45.2963940567605
67.8098512536547,47.0865821757561
68.2628465178464,45.3023193105557
71.2623643221929,58.803737328218
72.8726006510982,49.0401745771541
73.9457702780938,51.3874232665517
75.1400161308571,52.1157269033121
75.1564753471064,49.2055516357883
76.4973632272261,54.8852579892042
80.9995058591812,71.42424620187
82.9272368272812,55.6624944569889
83.6548860787665,57.6628516048853
86.7142192711218,67.9961362948163
91.1738976078702,73.5283490520472
94.3203092393338,69.5994765547409
92.9650776988431,58.7208396299548
92.9861554842692,64.3394745092593
98.4356926145903,90.2775992567448
104.216404200056,83.0599960791798
105.736380135664,73.5347371475743
107.006357138956,77.0000501244029
107.867919510699,76.0060880906672
108.440960122422,76.3468507507622
110.826931766607,83.8971370448188
113.797712938497,86.2880136971548
119.118792315363,99.9486078749728
123.183680880808,93.7956218186641
123.433487702967,85.515186119205
125.705222377215,96.1213272470179
125.277722503559,85.4233702751561
128.884411834492,104.808165326202
131.186756785101,96.140528229699
133.148860580853,99.9951167622272
135.750778272452,103.538523142767
138.27763006742,104.880292925323
140.581373461063,106.313301724679
142.260395516087,105.925819240136
144.981245269125,112.204471850169
147.708542345271,113.084151848807
150.087620158088,114.376541716429
152.765524379106,117.778674960215
154.560499708592,116.100416562126
155.842572172257,116.673739405734
157.638398095705,120.108008567053
160.27365395711,124.459793411178
162.144329039604,122.869644972932
161.023646795593,114.417767503996
163.077346304411,128.404364038798
164.184500837064,122.271066326729
165.87979110604,128.024213848242
167.916063508896,129.511621385863
171.702571492835,139.05176394537
176.746938374405,145.691273423924
178.89239828807,135.85606817448
181.003043737536,141.451761990253
183.589962100134,143.993955765256
184.646355002253,139.904836880429
186.530243203365,145.903464816946
188.986351294899,148.485526085164
189.962710902167,144.56962455369
192.434867714672,153.096610117885
195.373667152661,155.025727187756
197.713170467127,155.307019672032
199.120661968607,154.192428767398
198.103227322984,146.857358941536
198.847157633066,155.277196044943
203.166105518036,169.312511639505
204.758827468162,157.286162577407
201.787396821479,145.778542326764
203.488992763658,164.452454082729
