"w_faeces","w_feed"
26.4812620492828,20.1292342751471
26.7923396964041,17.513974338477
26.9276594998479,18.3467877533804
27.2855150975763,19.2824220349362
29.1667421635911,34.9902346996177
32.7219184650233,34.2597811630138
33.2827549743113,20.0547878010713
33.6561356716824,26.4679979793191
34.7742144136028,27.5350804234164
37.1379939104418,42.5712074779737
37.4779636080079,21.6057518265787
37.4714161735049,29.4426695341889
38.4196252333656,30.4709384150719
39.2589860387655,30.5796354591257
40.5057807681186,34.9275103876185
43.0726670076082,47.4920423938772
46.1748145220849,40.8554413854273
47.5645119477418,38.1429667352029
48.2442039298319,37.8108394498973
48.9502568330105,39.4452936161686
51.8299473420405,71.2388543297916
54.9976325820474,39.2269010808093
55.3663482419084,46.6061781847981
58.8267493228246,89.7294488166605
65.9619117240679,64.940576640717
67.5920867591289,53.3264639246524
67.427549215707,52.7124160413298
69.794897132775,78.7160408737726
73.9092141350548,69.0698120603119
75.9558627469817,67.4439946960346
74.6084876430229,52.1705837674809
74.4121987029228,67.2802864801287
75.2888383451903,63.2024563137863
76.1931497067174,69.1974665107876
77.4433993931512,68.8222216172788
79.5083172427384,80.2783323699466
82.615919943507,82.4376698837526
84.5006605342471,74.8972262752512
85.4927334210606,78.2057815970698
88.9574162241655,107.833650668402
95.5026254926086,111.406117618862
96.345790622096,71.3906979719245
92.7491936862466,70.7071557594184
92.9619397196437,94.8670929577819
96.8761603547056,109.266653121256
98.2449389869781,79.2851613355752
98.0977295594938,94.4568275448645
101.469639655575,117.676268727526
106.284068163552,110.489492497085
108.483687070631,102.077943752082
110.372720563594,112.918556533097
113.689064532983,120.662531919347
117.457167418463,123.805595617032
120.319670029061,118.712632709525
124.802555046931,155.64533097111
131.745564776542,142.624823274661
135.40435353576,137.049850725591
137.935508320132,140.031574479652
140.47811433753,142.971390814707
142.649797564862,142.038182209533
144.242117132162,142.672506063763
146.157276898854,149.48929327721
147.974590153604,146.01249411713
149.639190725453,152.863386109439
151.57489654944,152.52106495007
153.557808506687,158.326784520811
155.420785542822,155.910909785918
156.995913437784,160.293312245645
159.036959709331,164.439185223318
161.730375407064,171.883022962557
164.598101563305,171.87271989096
166.670341714583,170.818284401319
168.148503126791,171.289915330132
169.807809399443,176.479938917594
172.326380773438,183.933374168468
174.662489569181,180.299957402658
176.090294354066,180.908318907493
177.697632292059,185.825187985884
179.825473379479,190.034808063586
182.413285886254,195.538742947435
184.896925177612,194.859762644378
186.824876895944,196.104764746965
188.144572293262,193.805258456912
189.480102556467,199.860973811931
185.274762984557,157.725101723647
174.797489548748,139.159818262382
167.450984812838,152.871091989325
168.454544156788,205.274909964142
176.849759047618,236.605534710312
188.230946198349,253.021017970984
197.29629651156,221.050911525777
200.403030343336,214.751581091616
204.235443837583,238.17571925398
207.722389181109,216.836918256887
209.433996622053,229.957724205729
212.456855008929,233.654944173562
208.98353997668,185.328313298289
203.028467549436,195.046507376324
201.326442645517,211.768419487844
204.851041568497,247.679432913774
211.568687664335,247.494428874021
213.785019483127,216.501586151058
212.179367693658,216.274463440144
210.888487331669,216.762841477661
214.719796439616,274.604699222799
223.609753438418,266.547288219801
226.558315333265,232.961681938505
221.247481344611,203.182984267758
212.555752946408,191.728450166413
215.06965494695,329.330958428959
229.195115159064,263.352431374003
234.590523412191,278.354504454898
236.08521671197,235.092107311608
235.069487599554,257.987266197083
240.778183538955,310.07625906601
249.834025262846,292.865948635421
253.821075568211,279.432781117653
255.550381764803,280.309045124614
257.537034906878,286.59765927712
259.182089414824,281.338592490748
258.595254744168,269.17663570404
258.623606970171,287.337616209995
260.791679791872,290.462360573014
262.330264230268,286.070243243526
262.32423359249,279.33302154486
262.303957365562,286.799422201648
262.74043071281,284.099368478343
258.11039819233,246.549883815031
252.903241374244,262.264934201862
254.661683497927,306.674694592694
264.25492623641,360.622468485334
271.35245831682,281.59421339008
264.512385155628,250.908314509462
263.148626651514,314.783438875692
266.63807132695,292.083260617096
273.308576789666,380.712824757846
283.585659983673,315.123721065347
280.958583002466,280.869889448516
281.472328043862,343.206739952694
284.422168726199,301.02390321179
283.678771319196,315.097590906681
284.82341082163,318.280952126726
284.970288957764,307.908175832511
283.10999588153,299.776995444344
281.215759459929,304.008574754735
281.567334725566,318.661933738771
287.711905827882,373.061884491723
293.364956918677,315.210519566784
291.525879495721,313.702531575962
293.74035116667,354.332463009641
294.661456640075,303.803267348605
292.196066987613,323.741964472435
294.114199245717,342.458466097818
297.916723191002,346.673790050116
298.840211169611,321.993762143666
304.307909291502,416.925351229691
318.14344913165,399.957753800223
323.701958584051,360.262921806836
322.841186117948,350.383366953472
323.935072196843,379.548251426027
327.987700151549,381.773259618653
330.074568882381,368.906946089677
333.283488562093,400.375894444307
337.621646389026,385.520322740618
339.773348650557,389.505211040712
341.936894649227,390.857536306253
343.903258166141,392.913485004083
345.823704298074,395.32152220923
347.393874824103,394.085509786901
349.276247652174,402.843537706165
351.380013304317,400.59468591534
353.244975948641,405.971874149828
355.198264855848,405.954739166685
356.623549412924,405.572309194755
357.661115097244,405.80745118889
359.973330783345,421.71581935526
362.452881477226,412.206601908168
354.064696160393,337.022582089989
348.477077188554,407.096265159807
348.982915115832,382.522270672409
346.684793968293,381.489337247807
351.581239598971,462.327202800867
356.591231805825,379.573897858238
353.961819925488,400.035203127094
356.412613570871,424.951387754224
362.541867316632,443.480297445016
365.463018954929,404.336194425546
364.241406362675,410.521203278336
365.376373857455,425.866537804174
369.352479504576,441.928075931188
372.440120631214,425.183846969586
371.743534992243,436.635813680691
371.86632117312,441.982653270896
372.980529821345,439.942419739233
377.254648099964,449.860636595867
379.414225315894,427.769293941195
376.635253206444,406.976082260465
377.915801540863,465.293084449473
382.281475955107,436.834502183491
378.465534088775,396.84516093592
378.529501490607,469.606245420388
384.805662269508,454.678807266841
388.457201892168,458.731791626682
387.712879988713,419.124800843159
385.765831653571,446.539889619522
385.775300177948,433.311498365842
384.868763871065,438.268138105799
384.652062717522,438.326662520998
384.099828227111,434.674090005796
384.512019976749,447.624531082694
385.418207110338,440.175890382747
386.169518590024,449.077001725421
380.472707015852,385.030184103698
371.272366301914,396.303300745461
365.231164461823,394.633090813133
370.304460436853,521.591945044978
382.883449781978,450.220875235292
384.22167925728,440.43809201957
384.20866473901,440.430809207601
383.096498223552,429.592133905292
382.285594799623,441.76518844173
383.639900780669,449.552666753978
386.478644834461,446.27961536548
389.472704429519,441.849300197096
392.032597495397,440.65394059725
389.134518024803,431.616137383994
388.978836755508,462.65740437677
390.796663220582,449.776291919076
390.985589064734,451.332545283605
390.648785049878,444.977138974891
390.37033723852,451.883387490738
389.292476454872,436.168171260389
388.236259596319,450.613927801667
385.355170476821,415.835861905283
380.669152335543,426.289245588984
379.171837499374,436.887593257384
381.134220334937,458.11347458271
381.0220962071,419.520931217624
377.236318742794,422.423867992414
375.655391920077,433.02140139627
376.373839627333,441.996697434798
377.064371548446,434.064680967932
375.387012857176,420.296236811301
373.045696289747,424.104876910407
372.026864953506,428.278275012748
375.91034207557,475.106604896731
381.396704148564,448.491629089027
371.993745487885,358.998775825672
364.039700082702,424.533968521419
364.606139713459,423.921372693658
365.319019547092,427.67719498562
364.454414555202,409.563718925401
361.568794838185,406.508798687461
355.124909494745,429.96646059519
355.133958796324,405.343447724068
344.930493192618,333.734657040453
335.151389355305,370.093682682032
330.720549209498,363.562620833034
