"w_faeces","w_feed"
56.0547199246904,38.7741572004571
58.2902880985417,41.9375218861129
59.8813591592545,41.2403527509589
60.4564293479138,39.9396049255201
61.50007847112,41.9281497164809
64.5690473821776,49.1244062399803
67.5431388946309,48.974839780994
69.4501576863349,48.0764035153877
68.495585467695,42.3789991544027
73.0502588151493,67.0344482354472
77.924754834423,59.5846035265505
80.7857377452297,57.9522719056215
82.8160513825255,57.9390686928596
84.4410155876845,58.4682995237845
87.1580076880401,64.9547140555653
87.8788778259683,57.6254735880194
89.0452774341599,62.2825745580195
91.0817870145906,65.9784084165895
92.23819168111,63.0164866568049
93.8159616929323,67.5113120459815
98.0534696065912,82.8439323970421
101.812989627358,76.6301317535247
105.001323781705,80.7818383981888
106.670302772066,74.8751674353973
110.072799981244,89.5292644846265
113.708935498003,87.4005988750759
116.882322033132,90.2690493557903
119.931983124779,92.1151399457931
123.434847531518,97.9220468079775
126.265769139171,95.3964966816493
128.396840473934,96.462429391646
129.594910984691,94.0841553432331
132.402345803582,106.33945206775
135.162667252454,103.315419521129
137.059237141081,103.602233738382
138.71186427166,104.923209664284
141.820033856635,115.560100256574
144.692646258988,112.728165556217
146.733533021728,113.277917499634
148.691508166826,115.577343810097
150.824764140872,118.407349003505
153.308201353982,122.182704882929
155.594005367319,122.685215672066
158.408868632376,128.84485976812
157.044637276334,108.391195648362
159.193446806547,135.620564361517
162.984840905829,134.479126356999
164.682583218613,127.797762156082
167.117785033276,138.176691864041
170.549914869186,142.369222652048
173.922291225595,144.553396543675
176.786635826699,145.013335221865
178.355783572223,141.18385932553
179.893853119169,145.419086487848
181.153970270025,144.169120470235
180.781771168537,137.871079829783
183.443429011069,159.167236037036
187.433726786222,159.899440496425
191.503871846966,165.537534387942
191.520244777071,144.735660095793
190.295386468226,147.94456595662
193.068134050416,169.440396467312
196.242173580243,164.371155692782
194.071157830032,141.701450860153
196.776853546137,180.171700506021
198.212910973285,155.310857471885
195.819974761528,148.220167989503
192.91569404798,146.370373298762
198.680662483917,209.829097659905
204.44351490067,170.349567935976
205.676948135479,170.8560084496
206.226079246463,168.658974336672
207.922543564839,177.931286932479
213.235468092278,201.001125126887
216.047785388397,177.91577605571
212.832873911054,159.401301542406
214.950530214347,197.576316605672
214.779760822319,166.426412928054
213.145025984863,172.942206096534
209.892684364582,159.731359366713
210.687499904049,186.08487584273
209.851504813002,164.661831434031
209.973674955659,180.125997115288
215.625763809451,212.835719589977
223.201260309641,212.707748321231
228.356489178312,205.003687865653
227.30048572031,178.386890362706
228.387503784006,203.721008288268
235.124958024483,233.900982811171
226.654096911991,147.26679389022
215.949305182187,153.650651787136
215.494110975654,195.062925336153
223.298760791111,238.662114928394
226.387643203024,182.667166261017
235.104480752056,288.978456249443
241.377244123505,192.523895359278
239.328393457465,199.235011251459
235.788609047492,185.339632991186
241.347388631046,260.956687743856
249.404365757995,228.492488941643
251.787960823606,220.182856781849
260.443747252507,289.881406207503
269.612769482566,246.412412613635
271.495584209003,235.487014888995
275.780556708503,261.846395576911
280.24753100163,252.87259554562
285.064940526996,267.947941625154
283.608078992154,226.468516324531
273.676414968169,199.445104650887
276.102931628857,280.581080889356
282.843825981691,260.924266596414
283.071432346502,238.835163609271
280.012277080391,230.791201832934
269.951017631447,194.950227187981
255.265184927413,177.209210087174
