"w_faeces","w_feed"
10.9368670385234,16.1764728051816
11.4849398978476,13.6801519413519
11.6857185598358,13.4176897872228
11.7867699381775,13.0738564404272
11.9631873140333,14.2255537863546
12.2400141732565,14.5993402027961
12.526116590547,14.9158416064651
12.9626116701057,17.0995415925657
13.4149590729835,15.866254618406
13.8793700869038,18.4335504323632
14.9102260216,25.9727810357976
15.8241855156907,16.755969306528
15.7501716502373,16.5330184985774
15.7775457740193,17.5397968639583
16.0641196474307,19.5925928260314
16.5728883355113,20.8331422436991
17.3935175404097,25.1835472584252
18.0806045830664,20.0294301758995
18.4045097012775,22.5605739254767
19.031840960207,24.4744046272549
19.9815592493981,28.3734943535476
21.1259702919919,28.3959137391185
21.8804837280637,25.7272271705486
22.8307923518853,34.1152447698804
24.4205390472507,34.5919242696413
25.1535772667706,27.0233342921965
25.1440646589512,27.5601241100161
25.5323353894294,31.4872380890886
26.4208398717631,34.5548618010188
27.2272166093338,32.3555238940834
27.3559148663803,29.1207603777407
27.5237993310478,32.7151134061641
27.9302688780178,32.4560828908968
28.1859707967597,32.0788264415436
28.3882903020071,32.5025393356948
29.3813856775849,43.0119527176348
31.1567765348306,43.1041274921644
31.7074493155597,33.1180911127301
31.9139276288344,39.6125021613033
32.72448056539,40.7440807887492
33.3636284622556,39.6187998266829
34.1369142508376,43.8743169946908
34.9250215877862,41.6311245657096
35.5063782961078,43.3574266174588
36.2786322995486,45.3032927658076
36.9605604447217,44.1974083289184
37.3236867570506,43.3344137794693
38.1472926337875,50.6269020264172
39.1875118090258,47.6783871380505
39.6357403744568,46.2827985515223
39.9969630535881,47.7690073532364
40.844816035013,53.0078557870896
41.7866555917693,50.8288453874777
42.3221310328904,50.5902846868613
42.9123361708221,52.7789961031457
43.5715950478964,52.9196409637835
44.1138737750891,53.0977373101037
44.6639416838475,54.378253790031
45.2293347678014,54.7086026748813
45.6349192273168,54.0670786435627
46.1917790036619,57.3804950940647
46.5795676280499,54.0545322450907
46.6489269494971,54.5940772390788
