"","x"
"1",1869247
"2",1869246.0653765
"3",1869245.13075347
"4",1869244.1961309
"5",1869243.2615088
"6",1869242.32688717
"7",1869241.39226601
"8",1869240.45764531
"9",1869239.52302508
"10",1869238.58840532
"11",1869237.65378603
"12",1869236.7191672
"13",1869235.78454884
"14",1869234.84993095
"15",1869233.91531353
"16",1869232.98069657
"17",1869232.04608008
"18",1869231.11146405
"19",1869230.1768485
"20",1869229.24223341
"21",1869228.30761879
"22",1869227.37300464
"23",1869226.43839095
"24",1869225.50377773
"25",1869224.56916498
"26",1869223.63455269
"27",1869222.69994088
"28",1869221.76532953
"29",1869220.83071864
"30",1869219.89610823
"31",1869218.96149828
"32",1869218.0268888
"33",1869217.09227979
"34",1869216.15767124
"35",1869215.22306316
"36",1869214.28845555
"37",1869213.35384841
"38",1869212.41924173
"39",1869211.48463552
"40",1869210.55002978
"41",1869209.6154245
"42",1869208.68081969
"43",1869207.74621535
"44",1869206.81161148
"45",1869205.87700807
"46",1869204.94240514
"47",1869204.00780266
"48",1869203.07320066
"49",1869202.13859912
"50",1869201.20399805
"51",1869200.26939745
"52",1869199.33479732
"53",1869198.40019765
"54",1869197.46559845
"55",1869196.53099972
"56",1869195.59640145
"57",1869194.66180365
"58",1869193.72720632
"59",1869192.79260946
"60",1869191.85801306
"61",1869190.92341713
"62",1869189.98882167
"63",1869189.05422668
"64",1869188.11963215
"65",1869187.18503809
"66",1869186.2504445
"67",1869185.31585137
"68",1869184.38125872
"69",1869183.44666652
"70",1869182.5120748
"71",1869181.57748355
"72",1869180.64289276
"73",1869179.70830244
"74",1869178.77371258
"75",1869177.83912319
"76",1869176.90453427
"77",1869175.96994582
"78",1869175.03535784
"79",1869174.10077032
"80",1869173.16618327
"81",1869172.23159669
"82",1869171.29701057
"83",1869170.36242492
"84",1869169.42783974
"85",1869168.49325503
"86",1869167.55867078
"87",1869166.624087
"88",1869165.68950369
"89",1869164.75492084
"90",1869163.82033847
"91",1869162.88575656
"92",1869161.95117511
"93",1869161.01659414
"94",1869160.08201363
"95",1869159.14743359
"96",1869158.21285401
"97",1869157.27827491
"98",1869156.34369627
"99",1869155.4091181
"100",1869154.47454039
"101",1869153.53996315
"102",1869152.60538638
"103",1869151.67081008
"104",1869150.73623425
"105",1869149.80165888
"106",1869148.86708398
"107",1869147.93250954
"108",1869146.99793558
"109",1869146.06336208
"110",1869145.12878905
"111",1869144.19421648
"112",1869143.25964438
"113",1869142.32507275
"114",1869141.39050159
"115",1869140.4559309
"116",1869139.52136067
"117",1869138.58679091
"118",1869137.65222161
"119",1869136.71765279
"120",1869135.78308443
"121",1869134.84851654
