"date","V1"
"2/4/2018",0.0613109477728549
"3/4/2018",0.0638346106419345
"4/4/2018",0.0661794937973006
"5/4/2018",0.0697851823245096
"6/4/2018",0.0701935748788362
"7/4/2018",0.0786837488433475
"8/4/2018",0.0837586543430541
"9/4/2018",0.0830717031459111
"10/4/2018",0.0873652845615289
"11/4/2018",0.091029041181558
"12/4/2018",0.100026564807361
"13/04/2018",0.0961562494855993
"14/04/2018",0.0994190047406135
"15/04/2018",0.103758104585811
"16/04/2018",0.10788788092927
"17/04/2018",0.11178387457177
"18/04/2018",0.120112448162008
"19/04/2018",0.128126742369073
"20/04/2018",0.126386753943058
"21/04/2018",0.130304745237458
"22/04/2018",0.133283876418612
"23/04/2018",0.145462876407542
"24/04/2018",0.145921194956169
"25/04/2018",0.150756287031063
"26/04/2018",0.16309295181782
"27/04/2018",0.16960752831814
"28/04/2018",0.174988767345473
"29/04/2018",0.171601064877826
"30/04/2018",0.181079745342771
"1/5/2018",0.192317764658759
"2/5/2018",0.195337200474916
"3/5/2018",0.193124683249224
"4/5/2018",0.196757438477292
"5/5/2018",0.203098580932539
"6/5/2018",0.207489612089642
"7/5/2018",0.213400537595682
"8/5/2018",0.219437959213381
"9/5/2018",0.225768449388748
"10/5/2018",0.227136998141352
"11/5/2018",0.232613971081275
"12/5/2018",0.242827433626474
"13/05/2018",0.247768388839006
"14/05/2018",0.250605410290153
"15/05/2018",0.254146642672541
"16/05/2018",0.259458696712486
"17/05/2018",0.266115607955807
"18/05/2018",0.26667553112387
"19/05/2018",0.274110425879541
"20/05/2018",0.281038426776965
"21/05/2018",0.285790183923414
"22/05/2018",0.289931569698663
"23/05/2018",0.294567677930417
"24/05/2018",0.299937231149591
"25/05/2018",0.304847161343915
"26/05/2018",0.309657783982108
"27/05/2018",0.311273096872033
"28/05/2018",0.308194432458502
"29/05/2018",0.313076543025858
"30/05/2018",0.307519691888996
"31/05/2018",0.311110070070618
"1/6/2018",0.307282380030713
"2/6/2018",0.317673638208991
"3/6/2018",0.321975767399336
"4/6/2018",0.329968835653033
"5/6/2018",0.326919093519696
"6/6/2018",0.341284184928308
"7/6/2018",0.343685781405074
"8/6/2018",0.349769110507171
"9/6/2018",0.348282176326611
"10/6/2018",0.363539593799462
"11/6/2018",0.367499819125358
"12/6/2018",0.346071568689459
"13/06/2018",0.347769337585226
"14/06/2018",0.358824187117645
"15/06/2018",0.362175255270049
"16/06/2018",0.361752728459791
"17/06/2018",0.372935477492062
"18/06/2018",0.378942529717109
"19/06/2018",0.376293413898099
"20/06/2018",0.379899209955432
"21/06/2018",0.396429859705924
"22/06/2018",0.390376153113198
"23/06/2018",0.401095226168777
"24/06/2018",0.403540654051297
"25/06/2018",0.407904313531837
"26/06/2018",0.442320683171739
"27/06/2018",0.451874858785355
"28/06/2018",0.456702350335535
"29/06/2018",0.461611274863829
"30/06/2018",0.466020244084861
"1/7/2018",0.467979481442052
"2/7/2018",0.472209929726413
"3/7/2018",0.469711407902319
"4/7/2018",0.458348007423889
"5/7/2018",0.464039163813656
"6/7/2018",0.452321261946723
"7/7/2018",0.469553212290167
"8/7/2018",0.488233425285392
"9/7/2018",0.502307064938447
"10/7/2018",0.504300280154375
"11/7/2018",0.509754860211471
"12/7/2018",0.507409034354222
"13/07/2018",0.520604592020159
"14/07/2018",0.521892990201867
"15/07/2018",0.522915888877811
"16/07/2018",0.506845806356342
"17/07/2018",0.523493132492128
"18/07/2018",0.539158035584378
"19/07/2018",0.553743786412419
"20/07/2018",0.560947680673158
"21/07/2018",0.556019074767076
"22/07/2018",0.563884674241104
"23/07/2018",0.575750404191856
"24/07/2018",0.581425638001087
"25/07/2018",0.579985991165274
"26/07/2018",0.570098935491507
"27/07/2018",0.560435294921969
"28/07/2018",0.547987178277371
"29/07/2018",0.558063331491942
"30/07/2018",0.543336253484734
"31/07/2018",0.523715522347454
"1/8/2018",0.494706325104339
"2/8/2018",0.480604305593593
"3/8/2018",0.447063743318147
"4/8/2018",0.455685274633844
"5/8/2018",0.462498800256746
"6/8/2018",0.47139448791607
"7/8/2018",0.461032014662486
"8/8/2018",0.423985815876586
"9/8/2018",0.424530085401541
"10/8/2018",0.459927403595769
"11/8/2018",0.493473450956631
"12/8/2018",0.46035259232267
"13/08/2018",0.44704040141311
"14/08/2018",0.425931205609586
"15/08/2018",0.396776969075806
"16/08/2018",0.438504201854071
"17/08/2018",0.465114038899531
"18/08/2018",0.398158657140501
"19/08/2018",0.427087438271168
"20/08/2018",0.408505329917027
"21/08/2018",0.386787670732542
"22/08/2018",0.411390374762681
"23/08/2018",0.404890734457094
"24/08/2018",0.37929029659841
"25/08/2018",0.36280245294846
"26/08/2018",0.385487489187532
"27/08/2018",0.420479884755689
"28/08/2018",0.440721568366091
"29/08/2018",0.438198008841985
"30/08/2018",0.454918857340659
"31/08/2018",0.41045124216718
"1/9/2018",0.394321330455922
"2/9/2018",0.406581920178182
"3/9/2018",0.440603580115758
"4/9/2018",0.454864114713189
"5/9/2018",0.479090620405252
"6/9/2018",0.538699467227795
"7/9/2018",0.547345329166103
"8/9/2018",0.515538775805064
"9/9/2018",0.588104534816659
"10/9/2018",0.572317929383405
"11/9/2018",0.579282623782388
"12/9/2018",0.612233497576646
"13/09/2018",0.645577239924516
"14/09/2018",0.659926592917415
"15/09/2018",0.649089173741764
"16/09/2018",0.649190626164138
"17/09/2018",0.63559086098207
"18/09/2018",0.633628203877188
"19/09/2018",0.653023485925742
"20/09/2018",0.652864477019293
"21/09/2018",0.66772807491747
