"","V1","V2"
"1",2425.4572882188,4.31077718039149
"2",2425.72428883523,4.23228067551269
"3",2425.30249016065,4.331403319382
"4",2424.85421672675,4.43729960055219
"5",2424.47276456251,4.5260991405528
"6",2424.4636163932,4.51998940998922
"7",2424.46578175253,4.51150245503881
"8",2424.2941601212,4.54770340957502
"9",2423.94911221664,4.62823270196942
"10",2423.03831939761,4.85242197694534
"11",2423.1110681779,4.82686513003037
"12",2422.93877213082,4.86382860390947
"13",2422.98729756326,4.84517036810506
"14",2422.65684820507,4.92266760323932
"15",2422.97398178733,4.83675131272547
"16",2422.48278359787,4.95526581887568
"17",2422.31748891786,4.99159669238067
"18",2421.92632271582,5.08498817798622
"19",2422.23948320191,5.00114546509735
"20",2421.37036153498,5.21507875372767
"21",2421.43819668855,5.19328813910622
"22",2421.53673120043,5.16404863131716
"23",2422.16259664394,5.0026738032158
"24",2421.58349171763,5.14410940849699
"25",2421.29434784389,5.21275893018957
"26",2420.5837545265,5.38711392538414
"27",2421.92587960009,5.04703579258304
"28",2420.68072894649,5.35558365780872
"29",2420.15158938823,5.48460009865445
"30",2419.32425789156,5.68821894003806
"31",2418.80915399852,5.81362338642586
"32",2418.41240329091,5.90943023682514
"33",2418.75148478633,5.82133179950595
"34",2420.13136667983,5.4733630436333
"35",2418.17172449471,5.96017007749407
"36",2418.190210569,5.95257231133477
"37",2417.91670803037,6.01800723486044
"38",2417.50890010179,6.11702538469126
"39",2417.37326601947,6.14814675699283
"40",2417.40916419807,6.13655076446164
"41",2417.05610117559,6.22209373897367
"42",2417.41617287475,6.12980918538797
"43",2417.44780186501,6.11957491533733
"44",2417.35916032068,6.1394150713484
"45",2417.29954828675,6.15208453045221
"46",2416.91037237491,6.2469657723547
"47",2416.74562630383,6.28593889366303
"48",2415.95857598246,6.48003423900799
"49",2415.00483615128,6.71564418360751
"50",2414.66425906245,6.7984684480353
"51",2414.44550710494,6.85098435069284
"52",2414.0133100123,6.956714176479
"53",2414.39565302034,6.8596099885982
"54",2414.315188726,6.8778555549472
"55",2414.01272430633,6.95143620584956
"56",2414.06101296785,6.93771568575448
"57",2413.79678663023,7.00186422769442
"58",2413.46978012844,7.08167976736335
"59",2411.50177276172,7.57007182475796
"60",2411.27578240628,7.62474244268643
"61",2412.67621020565,7.27458032769875
"62",2413.47416170181,7.07449987066413
"63",2412.81978189028,7.23601326958392
"64",2412.98571764054,7.19334994537781
"65",2411.02903853824,7.67908926533888
"66",2412.30983336759,7.35895646740254
"67",2411.42885043938,7.57698951742707
"68",2408.76339890452,8.23922176602185
"69",2410.32066025609,7.85035251842625
"70",2410.30472577425,7.85313716668597
"71",2410.25009382756,7.86558830092336
"72",2408.134756511,8.39102672097332
"73",2407.60405874234,8.52202950160516
"74",2407.22354351451,8.61568147595013
"75",2408.36385034591,8.33078098844638
"76",2407.61083766241,8.5172375486469
"77",2406.73594651523,8.73406919718457
"78",2406.15814059722,8.87697519322846
"79",2407.30549560909,8.59040785364665
"80",2407.80150625374,8.4660234129463
"81",2407.32499404158,8.58380184171386
"82",2408.43178738841,8.30736877383744
"83",2405.68007433048,8.99174586844441
"84",2407.5236996803,8.53185357480375
"85",2406.63431946771,8.75255790362923
"86",2406.8892442991,8.68831301030307
"87",2402.83880830035,9.69638659625272
"88",2404.00384907937,9.40552937207065
"89",2404.6675537189,9.23953936691501
"90",2402.92202897268,9.67370528306521
"91",2401.69439108287,9.97892554657327
"92",2401.31778626616,10.0721786146755
"93",2402.17602475191,9.85779418237338
"94",2398.98558777494,10.6522200676904
"95",2398.25627242372,10.8334912957898
"96",2397.61637363699,10.9925265118831
"97",2397.5669798067,11.0044355340075
"98",2397.39661957662,11.0465151594266
"99",2392.0478880099,12.3794187685855
"100",2391.50987357097,12.5133288524196
"101",2391.26284109366,12.5747412149184
"102",2393.53558951579,12.0079267740095
"103",2392.82947699775,12.1838033818522
"104",2394.53574129025,11.7581467106884
"105",2387.86865817333,13.4206961615031
"106",2384.11924755507,14.3558955409671
"107",2386.61358294883,13.7338588839583
"108",2387.8656446198,13.4216041789666
"109",2388.326305407,13.3067399632307
"110",2384.56455601505,14.2454216428257
"111",2382.8202692712,14.6809006476732
"112",2384.63423636573,14.2284750170913
"113",2380.14884202982,15.3482270512716
"114",2374.55989298569,16.7437575107135
"115",2373.36195218388,17.0434773678207
"116",2379.38960497135,15.539219631696
"117",2371.35182349345,17.5467701713323
"118",2365.83277823675,18.9259159673865
"119",2366.5752484786,18.7415841117228
"120",2374.57685572322,16.7438750459043
"121",2372.18739179428,17.341529289037
"122",2371.57927615971,17.4942871865134
"123",2370.7321996534,17.7068073788587
"124",2370.42478473067,17.7845250188929
"125",2366.03919941576,18.8815912440547
"126",2366.72591491951,18.7110491507674
"127",2367.66899065003,18.4763580212946
"128",2364.1344763453,19.3611627951258
"129",2358.5339318693,20.7629204086579
"130",2356.49437339447,21.2745462441748
"131",2358.07806813425,20.8800265469952
"132",2355.38304784675,21.5557778773921
"133",2353.19449938038,22.1050479587289
"134",2352.89984037729,22.180581216709
"135",2355.09079715421,21.6340353219611
"136",2352.66546386248,22.2427769769637
"137",2346.49964425428,23.788156505869
"138",2344.87650173791,24.1967369102773
"139",2346.06054311432,23.9024868092065
"140",2346.79707289833,23.7201711341767
"141",2341.5696217119,25.0316841126254
"142",2340.20139800422,25.3768853608781
"143",2341.07816268608,25.1596863732745
"144",2336.22041742392,26.3794548324592
"145",2333.85421656603,26.9752712127766
"146",2332.28096810986,27.3725608954436
"147",2329.99112208128,27.9496837898248
