"","x"
"1",226195
"2",226193.999991905
"3",226192.999988231
"4",226191.999988978
"5",226190.999994146
"6",226190.000003735
"7",226189.000017745
"8",226188.000036176
"9",226187.000059028
"10",226186.000086301
"11",226185.000117994
"12",226184.000154109
"13",226183.000194644
"14",226182.0002396
"15",226181.000288977
"16",226180.000342775
"17",226179.000400993
"18",226178.000463633
"19",226177.000530693
"20",226176.000602173
"21",226175.000678075
"22",226174.000758397
"23",226173.000843139
"24",226172.000932302
"25",226171.001025886
"26",226170.001123891
"27",226169.001226316
"28",226168.001333161
"29",226167.001444428
"30",226166.001560114
"31",226165.001680221
"32",226164.001804749
"33",226163.001933697
"34",226162.002067065
"35",226161.002204854
"36",226160.002347063
"37",226159.002493693
"38",226158.002644743
"39",226157.002800213
"40",226156.002960104
"41",226155.003124415
"42",226154.003293146
"43",226153.003466297
"44",226152.003643869
"45",226151.003825861
"46",226150.004012273
"47",226149.004203105
"48",226148.004398358
"49",226147.00459803
"50",226146.004802123
"51",226145.005010636
"52",226144.005223569
"53",226143.005440922
"54",226142.005662694
"55",226141.005888887
"56",226140.0061195
"57",226139.006354533
"58",226138.006593986
"59",226137.006837859
"60",226136.007086152
"61",226135.007338865
"62",226134.007595997
"63",226133.00785755
"64",226132.008123522
"65",226131.008393914
"66",226130.008668726
"67",226129.008947957
"68",226128.009231609
"69",226127.00951968
"70",226126.009812171
"71",226125.010109082
"72",226124.010410412
"73",226123.010716162
"74",226122.011026331
"75",226121.011340921
"76",226120.01165993
"77",226119.011983358
"78",226118.012311206
"79",226117.012643474
"80",226116.012980161
"81",226115.013321267
"82",226114.013666793
"83",226113.014016739
"84",226112.014371104
"85",226111.014729889
"86",226110.015093092
"87",226109.015460716
"88",226108.015832758
"89",226107.01620922
"90",226106.016590102
"91",226105.016975402
"92",226104.017365122
"93",226103.017759262
"94",226102.01815782
"95",226101.018560798
"96",226100.018968195
"97",226099.019380011
"98",226098.019796246
"99",226097.020216901
"100",226096.020641974
"101",226095.021071467
"102",226094.021505379
"103",226093.02194371
"104",226092.02238646
"105",226091.022833629
"106",226090.023285217
"107",226089.023741224
"108",226088.02420165
"109",226087.024666495
"110",226086.025135759
"111",226085.025609442
"112",226084.026087544
"113",226083.026570064
"114",226082.027057004
"115",226081.027548362
"116",226080.028044139
"117",226079.028544335
"118",226078.02904895
"119",226077.029557984
"120",226076.030071436
"121",226075.030589307
"122",226074.031111597
"123",226073.031638305
"124",226072.032169432
"125",226071.032704978
"126",226070.033244943
"127",226069.033789326
"128",226068.034338127
"129",226067.034891347
"130",226066.035448986
"131",226065.036011043
"132",226064.036577519
"133",226063.037148414
"134",226062.037723726
"135",226061.038303458
"136",226060.038887607
"137",226059.039476175
"138",226058.040069162
"139",226057.040666567
"140",226056.04126839
"141",226055.041874631
"142",226054.042485291
"143",226053.043100369
"144",226052.043719866
"145",226051.04434378
"146",226050.044972113
"147",226049.045604865
"148",226048.046242034
"149",226047.046883622
"150",226046.047529627
"151",226045.048180051
"152",226044.048834893
"153",226043.049494153
"154",226042.050157831
"155",226041.050825928
"156",226040.051498442
"157",226039.052175374
"158",226038.052856725
"159",226037.053542493
"160",226036.054232679
"161",226035.054927284
"162",226034.055626306
"163",226033.056329746
"164",226032.057037604
"165",226031.05774988
"166",226030.058466573
"167",226029.059187685
"168",226028.059913214
"169",226027.060643161
"170",226026.061377526
"171",226025.062116309
"172",226024.062859509
"173",226023.063607127
"174",226022.064359163
"175",226021.065115617
"176",226020.065876488
"177",226019.066641776
"178",226018.067411483
"179",226017.068185607
"180",226016.068964148
"181",226015.069747107
"182",226014.070534484
"183",226013.071326278
"184",226012.07212249
"185",226011.072923119
"186",226010.073728166
"187",226009.07453763
"188",226008.075351511
"189",226007.07616981
"190",226006.076992526
"191",226005.07781966
"192",226004.078651211
"193",226003.079487179
"194",226002.080327565
"195",226001.081172368
"196",226000.082021588
"197",225999.082875225
"198",225998.08373328
"199",225997.084595752
"200",225996.085462641
"201",225995.086333947
"202",225994.08720967
"203",225993.088089811
"204",225992.088974368
"205",225991.089863343
"206",225990.090756734
"207",225989.091654543
"208",225988.092556769
"209",225987.093463412
"210",225986.094374472
"211",225985.095289948
"212",225984.096209842
"213",225983.097134153
