"Day","Pexc (g)","Nexc (g)","Cexc (g)","Pwst (g)","Nwst (g)","Cwst (g)"
1,4.02638909064651,91.8747675891122,506.058022500349,4.02638909064651,91.8747675891122,506.058022500349
2,4.21981864950695,96.288473111624,530.369279521541,4.21981864950695,96.288473111624,530.369279521541
3,4.42762096401573,101.030138390403,556.486981011344,4.42762096401573,101.030138390403,556.486981011344
4,4.58653246057669,104.656205440826,576.459824144917,4.58653246057669,104.656205440826,576.459824144917
5,4.95910455152037,113.157612904193,623.286668579742,4.95910455152037,113.157612904193,623.286668579742
6,5.36134864924724,122.336080797075,673.84284883837,5.36134864924724,122.336080797075,673.84284883837
7,5.51292572030803,125.794789794648,692.893862317324,5.51292572030803,125.794789794648,692.893862317324
8,5.69465453132657,129.941505847341,715.734507040164,5.69465453132657,129.941505847341,715.734507040164
9,5.91914781913885,135.064028330571,743.950018938606,5.91914781913885,135.064028330571,743.950018938606
10,6.39912160604324,146.016144265702,804.275680464238,6.39912160604324,146.016144265702,804.275680464238
11,6.96685116780501,158.970685013267,875.630955096678,6.96685116780501,158.970685013267,875.630955096678
12,7.05424207680828,160.964784260339,886.614709919938,7.05424207680828,160.964784260339,886.614709919938
13,7.0027303264108,159.789381190906,880.140438816273,7.0027303264108,159.789381190906,880.140438816273
14,7.02106894825749,160.207834694067,882.445334467982,7.02106894825749,160.207834694067,882.445334467982
15,7.28508895282284,166.232283899601,915.628774618177,7.28508895282284,166.232283899601,915.628774618177
16,7.72088335541009,176.17630782599,970.401735855915,7.72088335541009,176.17630782599,970.401735855915
17,8.22540899204597,187.68865165693,1033.8132046009,8.22540899204597,187.68865165693,1033.8132046009
18,8.54843812239019,195.059580200283,1074.4132259182,8.54843812239019,195.059580200283,1074.4132259182
19,8.6235081974031,196.772540756114,1083.84843271385,8.6235081974031,196.772540756114,1083.84843271385
20,8.77586234873395,200.248981291202,1102.9971137793,8.77586234873395,200.248981291202,1102.9971137793
21,9.25444678273352,211.169394757357,1163.14815403318,9.25444678273352,211.169394757357,1163.14815403318
22,9.6251621311683,219.628434783638,1209.74163318184,9.6251621311683,219.628434783638,1209.74163318184
23,10.0999183500969,230.461495447567,1269.41152297935,10.0999183500969,230.461495447567,1269.41152297935
24,10.699640251386,244.146042335256,1344.78776521126,10.699640251386,244.146042335256,1344.78776521126
25,11.2341331535852,256.342183856118,1411.96567947587,11.2341331535852,256.342183856118,1411.96567947587
26,11.4926383104645,262.240794416148,1444.45598420086,11.4926383104645,262.240794416148,1444.45598420086
27,11.2712364670918,257.188812989186,1416.62902150235,11.2712364670918,257.188812989186,1416.62902150235
28,11.6280383686927,265.330373838605,1461.47378456013,11.6280383686927,265.330373838605,1461.47378456013
29,12.3045126155883,280.766267592124,1546.49667031443,12.3045126155883,280.766267592124,1546.49667031443
30,12.7107894481952,290.036755051798,1597.55970616817,12.7107894481952,290.036755051798,1597.55970616817
31,12.6950758845326,289.678200531359,1595.58474180817,12.6950758845326,289.678200531359,1595.58474180817
32,12.9333798032663,295.115856122094,1625.53604734607,12.9333798032663,295.115856122094,1625.53604734607
33,13.2940797255751,303.346362609536,1670.87073440442,13.2940797255751,303.346362609536,1670.87073440442
34,13.5497086177272,309.179342117178,1702.99953486163,13.5497086177272,309.179342117178,1702.99953486163
35,13.8776040683728,316.661311108098,1744.21118122886,13.8776040683728,316.661311108098,1744.21118122886
36,14.3708050471756,327.915247149078,1806.19930667059,14.3708050471756,327.915247149078,1806.19930667059
37,14.8213420868941,338.195670844487,1862.82520105142,14.8213420868941,338.195670844487,1862.82520105142
38,15.0074519521351,342.442354468476,1886.21647999921,15.0074519521351,342.442354468476,1886.21647999921
39,15.4000315567704,351.400296466652,1935.55797530011,15.4000315567704,351.400296466652,1935.55797530011
40,15.8621186190641,361.944270359485,1993.63553802512,15.8621186190641,361.944270359485,1993.63553802512
41,16.2103226824144,369.889644408955,2037.39967898581,16.2103226824144,369.889644408955,2037.39967898581
42,16.5153097483156,376.848886341748,2075.73207756515,16.5153097483156,376.848886341748,2075.73207756515
43,16.8181944885943,383.760157084069,2113.8002446648,16.8181944885943,383.760157084069,2113.8002446648
44,17.1509927830395,391.353999921374,2155.62810654971,17.1509927830395,391.353999921374,2155.62810654971
45,17.460686064698,398.420629011537,2194.55200738726,17.460686064698,398.420629011537,2194.55200738726
46,17.7752329529187,405.598008445207,2234.08593534429,17.7752329529187,405.598008445207,2234.08593534429
47,18.0946109124139,412.885624008708,2274.22705806584,18.0946109124139,412.885624008708,2274.22705806584
48,18.383281888387,419.472562883757,2310.50876357552,18.383281888387,419.472562883757,2310.50876357552
49,18.6862315460576,426.385314921145,2348.58508983868,18.6862315460576,426.385314921145,2348.58508983868
50,19.0067968967584,433.700024560406,2388.87545021013,19.0067968967584,433.700024560406,2388.87545021013
51,19.3345049125481,441.177716633859,2430.06353876653,19.3345049125481,441.177716633859,2430.06353876653
52,19.5868620648413,446.936041076533,2461.78112953538,19.5868620648413,446.936041076533,2461.78112953538
53,19.7846649759361,451.449538425187,2486.64205275464,19.7846649759361,451.449538425187,2486.64205275464
54,20.0422568001342,457.32730841916,2519.01756496453,20.0422568001342,457.32730841916,2519.01756496453
55,20.0334500629867,457.126354931945,2517.91068734161,20.0334500629867,457.126354931945,2517.91068734161
56,20.0551363407729,457.621195764916,2520.63633421896,20.0551363407729,457.621195764916,2520.63633421896
57,20.226692745189,461.535796274034,2542.19845670925,20.226692745189,461.535796274034,2542.19845670925
58,20.2907665933586,462.997843228909,2550.2515991574,20.2907665933586,462.997843228909,2550.2515991574
59,19.9525188438061,455.279653884051,2507.73882073483,19.9525188438061,455.279653884051,2507.73882073483
60,19.5672732708737,446.489060953002,2459.31910559402,19.5672732708737,446.489060953002,2459.31910559402
61,19.9786631045096,455.876217659149,2511.02477064516,19.9786631045096,455.876217659149,2511.02477064516
62,20.5042489331809,467.869116201786,2577.08319647625,20.5042489331809,467.869116201786,2577.08319647625
63,20.9170479833215,477.288428627596,2628.96597936215,20.9170479833215,477.288428627596,2628.96597936215
64,20.4467679686545,466.557506683241,2569.85868275322,20.4467679686545,466.557506683241,2569.85868275322
65,20.9141811923646,477.223013749163,2628.60566580827,20.9141811923646,477.223013749163,2628.60566580827
66,21.7889374702504,497.183337483046,2738.54969312174,21.7889374702504,497.183337483046,2738.54969312174
67,22.0301832009869,502.688119794016,2768.87074125807,22.0301832009869,502.688119794016,2768.87074125807
68,22.0956459543652,504.181859002268,2777.09844870916,22.0956459543652,504.181859002268,2777.09844870916
69,22.5093706144531,513.622292138687,2829.09756718235,22.5093706144531,513.622292138687,2829.09756718235
70,22.6029526971652,515.757662542819,2840.85946168698,22.6029526971652,515.757662542819,2840.85946168698
71,21.9188148506607,500.146899590839,2754.87337392313,21.9188148506607,500.146899590839,2754.87337392313
72,21.8098485494635,497.660489715352,2741.17790891427,21.8098485494635,497.660489715352,2741.17790891427
73,22.5436831280071,514.405240367784,2833.41014660904,22.5436831280071,514.405240367784,2833.41014660904
74,23.0118831146339,525.088699911346,2892.25601421718,23.0118831146339,525.088699911346,2892.25601421718
75,22.102963238741,504.348825926298,2778.01812397599,22.102963238741,504.348825926298,2778.01812397599
76,22.0726902218392,503.658051555153,2774.21324999993,22.0726902218392,503.658051555153,2774.21324999993
77,22.2898523991653,508.613291628034,2801.50734889237,22.2898523991653,508.613291628034,2801.50734889237
78,22.4521443578336,512.316494584466,2821.90506650544,22.4521443578336,512.316494584466,2821.90506650544
79,22.7120550509679,518.247176887653,2854.57202651182,22.7120550509679,518.247176887653,2854.57202651182
80,23.268187469555,530.937092232684,2924.46971043221,23.268187469555,530.937092232684,2924.46971043221
81,24.0112920590859,547.893367426296,3017.86705247313,24.0112920590859,547.893367426296,3017.86705247313
82,24.1373427023028,550.769610454299,3033.70976856567,24.1373427023028,550.769610454299,3033.70976856567
83,24.2711924014068,553.823813543023,3050.53271153415,24.2711924014068,553.823813543023,3050.53271153415
84,24.5981744746889,561.284940948317,3091.62955977035,24.5981744746889,561.284940948317,3091.62955977035
85,25.4587725488409,580.922200604626,3199.79410864237,25.4587725488409,580.922200604626,3199.79410864237
