radius,center,image_name
20,"(720, 1550)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
27,"(508, 1634)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(928, 1460)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(984, 1708)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1004, 1762)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
27,"(816, 1414)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
20,"(1058, 1736)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(876, 1484)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1312, 1574)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
20,"(984, 1446)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1012, 1526)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
17,"(1138, 1636)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
28,"(540, 1700)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
18,"(790, 1578)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
15,"(948, 1510)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
20,"(1220, 1670)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1330, 1628)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
18,"(1004, 1492)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
16,"(1040, 1688)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
20,"(1252, 1592)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(772, 1526)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1360, 1548)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(1164, 1688)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
19,"(740, 1604)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
17,"(952, 1786)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
17,"(930, 1732)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
16,"(896, 1534)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
15,"(898, 1804)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
18,"(1094, 1660)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
16,"(684, 1622)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
17,"(824, 1774)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
15,"(634, 1858)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
15,"(844, 1822)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
18,"(842, 1556)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
20,"(1194, 1612)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
18,"(1382, 1606)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
17,"(874, 1752)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
16,"(728, 1818)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
16,"(750, 1870)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
12,"(770, 1804)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
15,"(682, 1838)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
12,"(1274, 1642)","image_(18, 35.5184, 23.5717, 39.95647, 23.98816, 39.96548, 23.97644).jpeg"
29,"(1026, 1408)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
29,"(1516, 1430)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
29,"(866, 1490)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1146, 1780)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(1022, 1506)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
27,"(1124, 1370)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
27,"(810, 1590)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
29,"(842, 1658)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1314, 1484)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1230, 1688)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1230, 1416)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1308, 1718)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1056, 1824)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1614, 1530)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(1288, 1402)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1250, 1466)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
15,"(1288, 1664)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
28,"(928, 1444)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(990, 1580)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(1362, 1692)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1094, 1534)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
14,"(1124, 1728)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1200, 1758)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
16,"(1072, 1758)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1178, 1710)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
15,"(938, 1814)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1468, 1644)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
15,"(1180, 1440)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1076, 1482)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1042, 1558)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1660, 1504)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(1630, 1580)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1554, 1548)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
17,"(1394, 1616)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
14,"(1444, 1590)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
17,"(1344, 1644)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
16,"(1144, 1514)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
19,"(1500, 1568)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
17,"(1304, 1452)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
16,"(1200, 1490)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(1522, 1624)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
14,"(1252, 1740)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
17,"(1032, 1776)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
15,"(986, 1794)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
18,"(964, 1524)","image_(18, 35.5369, 23.57054, 39.95629, 23.98652, 39.9653, 23.97481).jpeg"
20,"(1234, 1034)","image_(18, 35.7675, 27.16178, 39.48909, 20.24531, 39.49771, 20.23322).jpeg"
14,"(1724, 1464)","image_(18, 35.7675, 27.16178, 39.48909, 20.24531, 39.49771, 20.23322).jpeg"
18,"(908, 816)","image_(18, 35.7675, 27.16178, 39.48909, 20.24531, 39.49771, 20.23322).jpeg"
14,"(1684, 1408)","image_(18, 35.7675, 27.16178, 39.48909, 20.24531, 39.49771, 20.23322).jpeg"
14,"(1704, 1436)","image_(18, 35.7675, 27.16178, 39.48909, 20.24531, 39.49771, 20.23322).jpeg"
22,"(1196, 864)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
18,"(1112, 966)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
22,"(1164, 944)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
21,"(1216, 922)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
16,"(1018, 1114)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
20,"(1056, 978)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
18,"(1142, 890)","image_(18, 35.78964, 27.16438, 39.51853, 20.1707, 39.52713, 20.1586).jpeg"
22,"(1440, 1650)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
24,"(1448, 996)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
23,"(1304, 1134)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
22,"(1764, 1692)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
17,"(1348, 1090)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
20,"(32, 704)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
22,"(1680, 1666)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
20,"(1216, 1232)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
20,"(238, 764)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
23,"(1396, 1044)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
20,"(298, 770)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
19,"(24, 760)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
17,"(96, 704)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
17,"(1102, 914)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
18,"(174, 700)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
15,"(304, 716)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
15,"(1142, 910)","image_(18, 35.83667, 27.2313, 39.66242, 20.09493, 39.67101, 20.08279).jpeg"
22,"(818, 960)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
22,"(726, 400)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
22,"(1144, 1002)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
22,"(596, 540)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
24,"(828, 308)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
22,"(1058, 976)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
18,"(684, 444)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
27,"(480, 220)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
18,"(774, 354)","image_(18, 35.8368, 27.23115, 39.65957, 20.09826, 39.66816, 20.08612).jpeg"
19,"(128, 390)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
19,"(38, 422)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
17,"(86, 278)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
17,"(148, 434)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
14,"(60, 338)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
14,"(16, 356)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
16,"(56, 466)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
18,"(102, 448)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
17,"(1282, 12)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
18,"(46, 298)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
16,"(104, 324)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
18,"(1228, 20)","image_(18, 35.83712, 27.23135, 39.65927, 20.08759, 39.66787, 20.07545).jpeg"
19,"(1124, 1152)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
15,"(1288, 1040)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
19,"(1068, 1126)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
15,"(1074, 994)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
19,"(1090, 1040)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
19,"(1078, 1172)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
14,"(1170, 1136)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
20,"(1206, 944)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
19,"(1020, 1138)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
17,"(1116, 982)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
14,"(1306, 1084)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
14,"(1220, 990)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
20,"(1044, 1058)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
14,"(1030, 1014)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
14,"(1134, 1024)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
20,"(1250, 930)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
19,"(1200, 1072)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
15,"(982, 1030)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
16,"(438, 84)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
20,"(1162, 964)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
18,"(1034, 1184)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
15,"(1262, 1098)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
17,"(1174, 1006)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
16,"(1216, 1114)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
17,"(998, 1074)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
20,"(1266, 976)","image_(18, 35.83845, 27.23135, 39.66197, 20.08136, 39.67056, 20.06922).jpeg"
22,"(1032, 1084)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
22,"(1126, 1078)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
22,"(1180, 1026)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
18,"(988, 1134)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
22,"(1076, 1030)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
21,"(1176, 926)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
21,"(1036, 1180)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
20,"(1080, 1128)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
24,"(1228, 964)","image_(18, 35.83867, 27.20784, 39.64545, 20.10556, 39.65405, 20.09342).jpeg"
18,"(740, 1372)","image_(18, 35.83953, 27.23115, 39.65661, 20.10513, 39.66521, 20.093).jpeg"
22,"(1066, 1100)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
23,"(1136, 950)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
19,"(78, 1112)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
18,"(1072, 1014)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
19,"(1002, 1080)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
15,"(970, 1116)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
17,"(22, 1130)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
14,"(1000, 1270)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
10,"(904, 1180)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
22,"(1102, 1074)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
16,"(1048, 1054)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
15,"(54, 1064)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
22,"(1140, 1044)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
17,"(1222, 810)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
15,"(1200, 1138)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
14,"(24, 1006)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
11,"(1260, 934)","image_(18, 35.85292, 27.21152, 39.66686, 20.07835, 39.67546, 20.06621).jpeg"
22,"(1004, 1008)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
20,"(1242, 1168)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
22,"(1166, 934)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
23,"(1074, 1066)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
23,"(1112, 1192)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
21,"(1218, 1106)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
23,"(1064, 1006)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
20,"(1032, 1148)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
18,"(1222, 918)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
19,"(980, 950)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
22,"(1276, 1090)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
18,"(1116, 782)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
21,"(1254, 1034)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
20,"(1014, 1076)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
11,"(1154, 870)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
17,"(1194, 1052)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
18,"(1050, 942)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
15,"(1182, 814)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
18,"(1006, 822)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
11,"(1186, 868)","image_(18, 35.87743, 27.74954, 39.67467, 20.02403, 39.68326, 20.01189).jpeg"
22,"(1692, 1218)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
22,"(1640, 994)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
22,"(1186, 1926)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(872, 1472)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
22,"(1620, 928)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
20,"(1760, 1196)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(1064, 1220)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
16,"(870, 1396)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
20,"(1658, 1074)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(782, 1412)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
15,"(1164, 1080)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
20,"(1696, 910)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
20,"(1740, 1126)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
18,"(1788, 1344)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
20,"(1726, 1056)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
15,"(954, 1370)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
16,"(1028, 1270)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
18,"(1712, 1284)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
15,"(1218, 976)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(1178, 946)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
16,"(800, 1488)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(1118, 1040)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
11,"(1256, 928)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
10,"(1102, 1172)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
10,"(912, 1420)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
14,"(836, 1438)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
18,"(1720, 1364)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
13,"(984, 1236)","image_(18, 35.87867, 27.21441, 39.65309, 20.11178, 39.66169, 20.09965).jpeg"
22,"(1416, 188)","image_(18, 35.87943, 27.21406, 39.64884, 20.11326, 39.65744, 20.10113).jpeg"
