"","x"
"1",1874857
"2",1874086.433773
"3",1873316.18424872
"4",1872546.25129699
"5",1871776.63478771
"6",1871007.33459081
"7",1870238.3505763
"8",1869469.68261421
"9",1868701.33057465
"10",1867933.29432779
"11",1867165.57374382
"12",1866398.16869301
"13",1865631.07904568
"14",1864864.30467219
"15",1864097.84544297
"16",1863331.70122849
"17",1862565.87189929
"18",1861800.35732594
"19",1861035.15737908
"20",1860270.27192939
"21",1859505.70084763
"22",1858741.44400458
"23",1857977.5012711
"24",1857213.87251807
"25",1856450.55761647
"26",1855687.55643729
"27",1854924.86885159
"28",1854162.49473049
"29",1853400.43394516
"30",1852638.68636681
"31",1851877.25186671
"32",1851116.13031619
"33",1850355.32158663
"34",1849594.82554946
"35",1848834.64207616
"36",1848074.77103827
"37",1847315.21230737
"38",1846555.96575511
"39",1845797.03125319
"40",1845038.40867334
"41",1844280.09788738
"42",1843522.09876715
"43",1842764.41118455
"44",1842007.03501156
"45",1841249.97012017
"46",1840493.21638245
"47",1839736.77367051
"48",1838980.64185653
"49",1838224.82081273
"50",1837469.31041138
"51",1836714.1105248
"52",1835959.22102537
"53",1835204.64178553
"54",1834450.37267776
"55",1833696.41357459
"56",1832942.76434861
"57",1832189.42487246
"58",1831436.39501884
"59",1830683.67466049
"60",1829931.2636702
"61",1829179.16192083
"62",1828427.36928528
"63",1827675.88563651
"64",1826924.71084751
"65",1826173.84479135
"66",1825423.28734114
"67",1824673.03837004
"68",1823923.09775127
"69",1823173.4653581
"70",1822424.14106384
"71",1821675.12474186
"72",1820926.41626559
"73",1820178.01550851
"74",1819429.92234413
"75",1818682.13664605
"76",1817934.65828789
"77",1817187.48714333
"78",1816440.62308611
"79",1815694.06599003
"80",1814947.8157289
"81",1814201.87217664
"82",1813456.23520717
"83",1812710.9046945
"84",1811965.88051268
"85",1811221.16253578
"86",1810476.75063798
"87",1809732.64469347
"88",1808988.8445765
"89",1808245.35016138
"90",1807502.16132246
"91",1806759.27793416
"92",1806016.69987093
"93",1805274.42700728
"94",1804532.45921778
"95",1803790.79637704
"96",1803049.43835973
"97",1802308.38504057
"98",1801567.63629432
"99",1800827.1919958
"100",1800087.05201989
"101",1799347.21624151
"102",1798607.68453563
"103",1797868.45677729
"104",1797129.53284155
"105",1796390.91260356
"106",1795652.59593848
"107",1794914.58272154
"108",1794176.87282805
"109",1793439.46613331
"110",1792702.36251273
"111",1791965.56184174
"112",1791229.06399582
"113",1790492.86885052
"114",1789756.97628142
"115",1789021.38616417
"116",1788286.09837446
"117",1787551.11278803
"118",1786816.42928067
"119",1786082.04772824
"120",1785347.96800662
"121",1784614.18999177
"122",1783880.71355968
"123",1783147.53858641
"124",1782414.66494805
"125",1781682.09252076
"126",1780949.82118073
"127",1780217.85080423
"128",1779486.18126754
"129",1778754.81244704
"130",1778023.74421913
"131",1777292.97646025
"132",1776562.50904693
"133",1775832.34185571
"134",1775102.47476321
"135",1774372.90764608
"136",1773643.64038104
"137",1772914.67284484
"138",1772186.0049143
"139",1771457.63646628
"140",1770729.56737769
"141",1770001.7975255
"142",1769274.32678672
"143",1768547.15503841
"144",1767820.28215769
"145",1767093.70802172
"146",1766367.43250773
"147",1765641.45549296
"148",1764915.77685476
"149",1764190.39647047
"150",1763465.31421752
"151",1762740.52997338
"152",1762016.04361556
"153",1761291.85502163
"154",1760567.96406922
"155",1759844.37063599
"156",1759121.07459965
"157",1758398.07583799
"158",1757675.37422882
"159",1756952.96965002
"160",1756230.86197949
"161",1755509.05109522
"162",1754787.53687522
"163",1754066.31919756
"164",1753345.39794037
"165",1752624.77298182
"166",1751904.44420012
"167",1751184.41147356
"168",1750464.67468044
"169",1749745.23369915
"170",1749026.0884081
"171",1748307.23868576
"172",1747588.68441066
"173",1746870.42546137
"174",1746152.4617165
"175",1745434.79305474
"176",1744717.41935479
"177",1744000.34049544
"178",1743283.55635549
"179",1742567.06681383
"180",1741850.87174937
"181",1741134.97104108
"182",1740419.36456798
"183",1739704.05220915
"184",1738989.03384369
"185",1738274.30935078
"186",1737559.87860964
"187",1736845.74149953
"188",1736131.89789977
"189",1735418.34768973
"190",1734705.09074883
"191",1733992.12695654
"192",1733279.45619236
"193",1732567.07833586
"194",1731854.99326667
"195",1731143.20086443
"196",1730431.70100888
"197",1729720.49357976
"198",1729009.5784569
"199",1729009.5784569
"200",1728298.95552016
"201",1727588.62464944
"202",1726878.58572471
"203",1726168.83862597
"204",1725459.3832333
"205",1724750.21942679
"206",1724041.3470866
"207",1723332.76609295
"208",1722624.47632609
"209",1721916.47766632
"210",1721208.769994
"211",1720501.35318953
"212",1719794.22713337
"213",1719087.39170602
"214",1718380.84678803
"215",1717674.59226
"216",1716968.62800258
"217",1716262.95389647
"218",1715557.56982242
"219",1714852.47566122
"220",1714147.67129372
"221",1713443.15660082
"222",1712738.93146346
"223",1712034.99576263
"224",1711331.34937937
"225",1710627.99219477
"226",1709924.92408998
