"","x"
"1",4746049
"2",4744098.373861
"3",4742148.54942934
"4",4740199.52637553
"5",4738251.30437019
"6",4736303.88308409
"7",4734357.26218814
"8",4732411.44135338
"9",4730466.42025099
"10",4728522.19855227
"11",4726578.77592866
"12",4724636.15205175
"13",4722694.32659326
"14",4720753.29922503
"15",4718813.06961905
"16",4716873.63744744
"17",4714935.00238245
"18",4712997.16409647
"19",4711060.12226202
"20",4709123.87655177
"21",4707188.42663851
"22",4705253.77219516
"23",4703319.91289479
"24",4701386.84841059
"25",4699454.57841589
"26",4697523.10258416
"27",4695592.420589
"28",4693662.53210414
"29",4691733.43680345
"30",4689805.13436092
"31",4687877.6244507
"32",4685950.90674705
"33",4684024.98092438
"34",4682099.84665722
"35",4680175.50362024
"36",4678251.95148825
"37",4676329.18993619
"38",4674407.21863913
"39",4672486.03727227
"40",4670565.64551095
"41",4668646.04303064
"42",4666727.22950696
"43",4664809.20461563
"44",4662891.96803253
"45",4660975.51943367
"46",4659059.85849518
"47",4657144.98489334
"48",4655230.89830455
"49",4653317.59840535
"50",4651405.0848724
"51",4649493.35738252
"52",4647582.41561264
"53",4645672.25923982
"54",4643762.88794127
"55",4641854.30139433
"56",4639946.49927645
"57",4638039.48126525
"58",4636133.24703845
"59",4634227.79627392
"60",4632323.12864965
"61",4630419.24384377
"62",4628516.14153455
"63",4626613.82140038
"64",4624712.28311979
"65",4622811.52637143
"66",4620911.55083409
"67",4619012.3561867
"68",4617113.9421083
"69",4615216.3082781
"70",4613319.45437539
"71",4611423.38007965
"72",4609528.08507043
"73",4607633.56902747
"74",4605739.8316306
"75",4603846.8725598
"76",4601954.69149518
"77",4600063.28811697
"78",4598172.66210556
"79",4596282.81314143
"80",4594393.74090523
"81",4592505.44507772
"82",4590617.92533979
"83",4588731.18137248
"84",4586845.21285693
"85",4584960.01947445
"86",4583075.60090644
"87",4581191.95683447
"88",4579309.08694021
"89",4577426.99090548
"90",4575545.66841222
"91",4573665.1191425
"92",4571785.34277853
"93",4569906.33900265
"94",4568028.10749732
"95",4566150.64794514
"96",4564273.96002883
"97",4562398.04343126
"98",4560522.89783541
"99",4558648.5229244
"100",4556774.91838148
"101",4554902.08389002
"102",4553030.01913355
"103",4551158.72379568
"104",4549288.1975602
"105",4547418.440111
"106",4545549.45113212
"107",4543681.2303077
"108",4541813.77732205
"109",4539947.09185957
"110",4538081.17360481
"111",4536216.02224246
"112",4534351.63745732
"113",4532488.01893432
"114",4530625.16635854
"115",4528763.07941517
"116",4526901.75778953
"117",4525041.20116708
"118",4523181.4092334
"119",4521322.3816742
"120",4519464.11817534
"121",4517606.61842277
"122",4515749.88210259
"123",4513893.90890105
"124",4512038.69850449
"125",4510184.25059941
"126",4508330.56487241
"127",4506477.64101025
"128",4504625.47869979
"129",4502774.07762805
"130",4500923.43748214
"131",4499073.55794934
"132",4497224.43871702
"133",4495376.07947271
"134",4493528.47990404
"135",4491681.6396988
"136",4489835.55854489
"137",4487990.23613032
"138",4486145.67214327
"139",4484301.86627202
"140",4482458.81820499
"141",4480616.5276307
"142",4478774.99423785
"143",4476934.21771522
"144",4475094.19775174
"145",4473254.93403646
"146",4471416.42625857
"147",4469578.67410738
"148",4467741.67727232
"149",4465905.43544296
"150",4464069.94830899
"151",4462235.21556024
"152",4460401.23688664
"153",4458568.01197828
"154",4456735.54052536
"155",4454903.8222182
"156",4453072.85674727
"157",4451242.64380315
"158",4449413.18307655
"159",4447584.4742583
"160",4445756.51703938
"161",4443929.31111088
"162",4442102.85616401
"163",4440277.15189013
"164",4438452.1979807
"165",4436627.99412733
"166",4434804.54002175
"167",4432981.8353558
"168",4431159.87982147
"169",4429338.67311086
"170",4427518.21491621
"171",4425698.50492988
"172",4423879.54284435
"173",4422061.32835224
"174",4420243.86114629
"175",4418427.14091936
"176",4416611.16736444
"177",4414795.94017466
"178",4412981.45904324
"179",4411167.72366358
"180",4409354.73372915
"181",4407542.48893359
"182",4405730.98897064
"183",4403920.23353417
"184",4402110.22231819
"185",4400300.95501681
"186",4398492.4313243
"187",4396684.65093503
"188",4394877.61354349
"189",4393071.31884433
"190",4391265.76653228
"191",4389460.95630224
"192",4387656.8878492
"193",4385853.56086829
"194",4384050.97505477
"195",4382249.13010403
"196",4380448.02571155
"197",4378647.66157299
"198",4376848.03738408
"199",4375049.15284071
"200",4373251.0076389
"201",4371453.60147476
"202",4369656.93404455
"203",4367861.00504466
"204",4366065.81417159
"205",4364271.36112196
"206",4362477.64559254
"207",4360684.6672802
"208",4358892.42588195
"209",4357100.92109491
"210",4355310.15261634
"211",4353520.12014362
"212",4351730.82337424
"213",4349942.26200583
"214",4348154.43573615
"215",4346367.34426306
"216",4344580.98728457
"217",4342795.36449879
"218",4341010.47560398
"219",4339226.32029851
"220",4337442.89828087
"221",4335660.20924968
"222",4333878.25290367
"223",4332097.02894173
"224",4330316.53706283
"225",4328536.7769661
"226",4326757.74835077
"227",4324979.4509162
"228",4323201.88436187
"229",4321425.0483874
"230",4319648.94269251
"231",4317873.56697706
"232",4316098.92094104
"233",4314325.00428453
"234",4312551.81670777
"235",4310779.3579111
"236",4309007.627595
"237",4307236.62546006
"238",4305466.35120699
"239",4303696.80453665
"240",4301927.98514998
"241",4300159.89274809
"242",4298392.52703217
"243",4296625.88770356
"244",4294859.97446371
"245",4293094.78701421
"246",4291330.32505674
"247",4289566.58829315
"248",4287803.57642536
"249",4286041.28915545
"250",4284279.7261856
"251",4282518.88721814
"252",4280758.77195549
"253",4278999.38010022
"254",4277240.711355
"255",4275482.76542263
"256",4273725.54200604
"257",4271969.04080828
"258",4270213.26153251
"259",4268458.20388202
"260",4266703.86756022
"261",4264950.25227066
"262",4263197.35771697
"263",4261445.18360295
"264",4259693.72963249
"265",4257942.99550961
"266",4256192.98093846
"267",4254443.68562329
"268",4252695.1092685
"269",4250947.25157859
"270",4249200.11225819
"271",4247453.69101205
"272",4245707.98754505
"273",4243963.00156217
"274",4242218.73276852
"275",4240475.18086936
"276",4238732.34557002
"277",4236990.22657599
"278",4235248.82359287
"279",4233508.13632637
"280",4231768.16448234
"281",4230028.90776674
"282",4228290.36588565
"283",4226552.53854527
"284",4224815.42545192
"285",4223079.02631206
"286",4221343.34083225
"287",4221343.34083225
"288",4219608.36871917
"289",4217874.10967962
"290",4216140.56342055
"291",4214407.72964898
"292",4212675.60807209
"293",4210944.19839718
"294",4209213.50033163
"295",4207483.513583
"296",4205754.23785892
"297",4204025.67286716
"298",4202297.81831561
"299",4200570.67391228
"300",4198844.2393653
"301",4197118.51438292
"302",4195393.49867351
"303",4193669.19194556
"304",4191945.59390767
"305",4190222.70426857
"306",4188500.52273712
"307",4186779.04902227
"308",4185058.28283312
"309",4183338.22387888
"310",4181618.87186887
"311",4179900.22651253
"312",4178182.28751943
"313",4176465.05459926
"314",4174748.52746182
"315",4173032.70581703
"316",4171317.58937494
"317",4169603.17784571
"318",4167889.47093961
"319",4166176.46836706
"320",4164464.16983856
"321",4162752.57506476
"322",4161041.6837564
