"day","faeces_c_1","faeces_c_2","faeces_l_1","faeces_l_2","faeces_p_1","faeces_p_2"
70,2.91235121248163,0.635334448618864,0.643782899601202,0.140442351799959,4.74151214944377,1.0343690672251
71,3.05645458275604,0.665247607838594,0.675637328819757,0.147054734364321,4.97612254876773,1.08306978960389
72,3.14029639768998,0.682040209599662,0.69417078264726,0.150766783174662,5.11262290711632,1.1104093236991
73,3.18348174592817,0.690069668207397,0.703717017520964,0.152541716130056,5.18293168459884,1.12348184578327
74,3.27014846055613,0.707588391029334,0.722874922859777,0.156414275911748,5.32403117788787,1.15200355592144
75,3.34925765460915,0.723514896051048,0.740362218387286,0.159934871758653,5.45282649732858,1.17793302374627
76,3.4001446468368,0.733405491045279,0.751610921932347,0.162121213810009,5.5356740916922,1.19403560647372
77,3.42223581156674,0.737167391478032,0.756494232030542,0.162952791800407,5.5716400581297,1.20016024437125
78,3.51152536827163,0.75546674951081,0.776231923512677,0.166997913049758,5.71700972237908,1.22995288341409
79,3.63213594825162,0.7805286326436,0.802893209613517,0.172537908268586,5.91337221048685,1.27075538788291
80,3.70077128917919,0.794457849081549,0.818065232344873,0.175616998218027,6.02511536203207,1.29343312973277
81,3.75645259491616,0.805660197666184,0.830373731507783,0.178093306852525,6.11576843523192,1.31167133935828
82,3.82470541577726,0.819610954819774,0.845461197171817,0.181177158433845,6.22688881726544,1.33438415100482
83,3.90335459359064,0.835835938504403,0.862846804898985,0.184763733774657,6.35493519798617,1.36079956303875
84,3.96642660231113,0.848773625106742,0.876789038405619,0.187623643444648,6.457620854289,1.38186302473519
85,4.03870529479569,0.863725901276728,0.892766433586417,0.190928883440119,6.57529563784281,1.40620637962246
86,4.08474671790129,0.873114431139006,0.902944011325548,0.193004242672833,6.65025430563578,1.42149156508245
87,4.11596018346696,0.879388823188622,0.909843830029538,0.194391213546958,6.70107201799532,1.43170671564744
88,4.17874652895402,0.892455979414319,0.923722916926679,0.197279742817902,6.8032925945076,1.45298096297629
89,4.18893170786617,0.894335512542936,0.925974377528312,0.197695218562123,6.81987478052597,1.45604097480675
90,4.19144680324467,0.894628584296685,0.9265303459804,0.197760002844531,6.82396953230009,1.45651811618829
91,4.23877720504686,0.904529207577889,0.936992855852465,0.199948561675112,6.90102674786576,1.47263702567067
92,4.30796540833786,0.919126676146836,0.952287090264159,0.203175370516669,7.01366999813602,1.49640272888467
93,4.3780263693713,0.933939890845751,0.967774250071552,0.206449870608008,7.12773415925713,1.52051968193834
94,4.46620520493985,0.952645793594685,0.987266413723546,0.21058485963672,7.27129549155119,1.55097420430854
95,4.33154346777231,0.923857621150309,0.957499082349668,0.204221158359542,7.05205673349596,1.50410503934647
96,4.56263827082604,0.973109261244474,1.00858319670891,0.215108363011937,7.4282952900466,1.58429016567521
97,4.5210707478033,0.964231617754414,0.999394586356518,0.213145936556239,7.36062044554641,1.56983673908087
98,4.66141735606271,0.994178670328772,1.03041857344544,0.219765811335834,7.58911457267754,1.61859264221947
99,4.78283730538096,1.02011127432068,1.05725877276842,0.225498281691939,7.78679477086585,1.66081274135015
100,4.8861521631513,1.04220614169722,1.08009679395976,0.230382410269912,7.95499860948142,1.69678473595617
101,4.87424039705629,1.03974900268803,1.07746366671771,0.229839253225776,7.93560541836532,1.69278434121841
102,4.90194018096244,1.04576632404201,1.08358677684433,0.231169397946128,7.98070261040903,1.70258096265084
103,4.98366802110331,1.06333285372173,1.10165293098073,0.235052525559541,8.11376126944538,1.73118050570836
104,5.01857125290679,1.07093090753536,1.1093683822215,0.236732095349922,8.17058618017106,1.74355067051371
105,5.0477716634611,1.07733255926704,1.11582320981772,0.238147197311661,8.21812649770509,1.75397300877159
106,4.95422813528506,1.05755303035891,1.09514516674722,0.233774880395128,8.06583106937638,1.72177054767205
107,5.07060849232069,1.08260125780352,1.12087135093405,0.239311856988147,8.25530645767298,1.76255081972223
108,5.06133530717433,1.08083962810748,1.11882148895433,0.23892244410797,8.24020906150488,1.75968276295394
109,5.02656117768786,1.07364350915148,1.11113457612048,0.237331723075591,8.18359433841112,1.74796697630277
110,4.91464649584226,1.04997538848981,1.08639554118618,0.2320998227188,8.00138938270458,1.70943361494481
111,5.13432909086788,1.09716568129143,1.13495695692869,0.242531361127579,8.35904806372876,1.78626272322534
112,5.28445932797602,1.12952140065613,1.16814364092102,0.249683678039775,8.60347062519604,1.83894010492787
113,5.22959831976697,1.11807593868019,1.15601647068533,0.247153628550357,8.51415305393639,1.82030608964072
114,5.29637390868378,1.13264555144127,1.17077739034062,0.250374279792281,8.6228683986992,1.84402644164474
115,5.35127712159009,1.14469123082234,1.1829138900357,0.253037008918622,8.71225468216772,1.86363765298795
116,5.77744784819186,1.23619116681535,1.27712005065294,0.273263310559182,9.40609053179307,2.01260596983271
117,5.9360125674275,1.27047471011948,1.31217119911555,0.280841778026411,9.66424502205741,2.06842198419452
118,6.00200594373158,1.2849673451319,1.32675920861435,0.284045413134421,9.77168686979456,2.09201701102176
119,6.13071658081799,1.31290710623375,1.3552110336545,0.29022157085167,9.98123681929665,2.13750490278055
120,6.21613740337984,1.3315970027626,1.37409353127344,0.294353021663311,10.120307912871,2.16793336590121
121,6.20058911240524,1.32867023078538,1.37065654063695,0.293706051015715,10.0949942040562,2.16316837573479
122,6.24581628407272,1.33877589857184,1.38065412595292,0.295939935473776,10.1686272133675,2.17962111206082
123,6.32606365934244,1.35640263947818,1.39839301943359,0.299836372937281,10.2992755717014,2.20831868322061
124,6.3203545904663,1.35560975554097,1.39713101473466,0.299661103856425,10.2899808069346,2.20702781252986
125,6.35441724167712,1.36335416702773,1.40466065342336,0.301373026395604,10.3454371934673,2.21963625789778
126,6.22084718209638,1.3351292293076,1.37513464025289,0.295133829636417,10.1279757631323,2.17368407859202
127,6.48146795330465,1.39151911757171,1.43274554757261,0.30759896283164,10.5522846678363,2.26549077387113
128,6.65569720153396,1.42939719050258,1.47125938139172,0.31597201053215,10.8359421105676,2.32715893471297
129,6.85839822751972,1.47341972904709,1.51606697660962,0.325703308526198,11.1659536055058,2.39883071676438
130,6.95225829249455,1.49408023590094,1.53681499097248,0.330270367935997,11.318764377956,2.43246747178258
131,7.02309817259464,1.50980619206961,1.55247433288934,0.333746631931177,11.4340966739786,2.45807043200105
132,7.09354547352153,1.52546152069416,1.56804689414686,0.337207283521868,11.5487898235578,2.48355840562137
133,7.16388625722608,1.54110669960428,1.58359590949208,0.340665691491473,11.6633095556242,2.50902985479434
134,7.23301325127777,1.55650233842321,1.59887661344035,0.344068937967237,11.7758531529575,2.53409503518727
135,7.29279447555973,1.56990043168945,1.61209141038689,0.347030621741878,11.8731811812622,2.55590807124176
136,7.3436286045969,1.58138544786207,1.62332842838458,0.349569414790563,11.955942710642,2.57460648353684
137,7.2676069158909,1.56555480742363,1.60652363403904,0.346070010062066,11.8321740665733,2.54883308998092
138,7.3103602767752,1.57530918276023,1.61597437697136,0.34822624039963,11.9017795383287,2.56471389754648
139,7.41335450651403,1.59805649672704,1.63874152249258,0.353254594013346,12.0694613720088,2.60174812098718
140,7.60325657258594,1.63956014700211,1.68071987394005,0.362429085126783,12.3786352620346,2.66931897617186
141,7.61259922101501,1.64214310294973,1.68278509096121,0.363000054336257,12.3938457493016,2.67352420971466
142,7.64611375401093,1.64994424956664,1.6901935666761,0.364724518325258,12.448409760916,2.68622502385587
143,7.73112665305883,1.66886700983981,1.70898589172879,0.368907444280379,12.5868167263835,2.71703260549358
144,7.71931148382574,1.66689335232086,1.70637411747727,0.368471162091979,12.5675808017373,2.71381935255045
145,7.7129657250375,1.66609854022057,1.70497137079776,0.3682954667856,12.5572494611137,2.71252534267489
146,7.64156157960788,1.65124263718624,1.6891872965449,0.365011530325379,12.440998501537,2.68833889001549
147,7.73352202714344,1.67168760648044,1.70951539547381,0.369530944590413,12.5907165634897,2.72162473476114
148,7.5428201832954,1.63102182454317,1.66736025104425,0.360541666477964,12.2802405791195,2.65541798802818
149,7.60504927006666,1.64503549128935,1.68111615443579,0.363639424390278,12.3815538993366,2.67823322090617
150,7.11090578505197,1.5386628766993,1.5718844366957,0.340125478007215,11.5770536289969,2.50505113960869
151,7.27957878725097,1.57568088216206,1.60917004770811,0.348308405530562,11.8516651132788,2.56531905025683
152,7.19093203479781,1.55700572030166,1.58957444979741,0.344180211856156,11.7073419794603,2.53491457621042
153,7.13703015263767,1.5458393323348,1.57765929689885,0.341711852410851,11.6195859327154,2.5167349129942
154,6.3502309926226,1.37586116427415,1.40373527205342,0.304137731050076,10.3386216862347,2.23999852709897
155,6.21273277741384,1.34648620459327,1.37334092974411,0.297644318910092,10.1147649428773,2.19217403133782
156,6.64014827837456,1.43956592766763,1.46782225100911,0.31821983664232,10.8106273725116,2.34371435241327
157,6.39041506796058,1.38585361900764,1.41261806765445,0.306346589464848,10.40404418082,2.25626694462999
158,6.40529343946345,1.38950567326404,1.41590697082876,0.307153885668893,10.4282672137229,2.26221274524391
159,5.95594459483777,1.29241737747756,1.3165772262273,0.285692262389776,9.69669576142008,2.10414618648978
160,5.97050834627809,1.29596154499073,1.31979658180884,0.28647570994532,9.72040657078257,2.10991633991474
161,5.83735315112478,1.26743131218001,1.29036227551179,0.280169026902949,9.50362056884876,2.06346711877728
162,6.70900780584691,1.45712366507129,1.48304383076616,0.322101020699969,10.9227355154841,2.37229958102834
163,6.29350925741907,1.3672927232724,1.39119678321895,0.302243654618109,10.2462747208507,2.22604850385401
164,6.22349052750529,1.35248012682572,1.3757189587117,0.298969291193055,10.132279314956,2.20193255735837
165,6.0908576362867,1.32404349934403,1.3464001090739,0.292683299854996,9.91634366048079,2.15563573226537
166,5.52366603289443,1.20108926084525,1.22102091253456,0.265503941871055,8.99291592723864,1.95545760362174
167,5.88851045818313,1.2807847476701,1.30167073286153,0.283120838958653,9.58690825472622,2.08520744883833
168,5.74701159785967,1.25036204034967,1.27039203742161,0.276395819445716,9.35653818037504,2.03567714639384
169,5.52021439266709,1.20135383725359,1.22025791837904,0.265562427182372,8.98729641472816,1.95588835258128
170,6.10846746949264,1.3297474793075,1.35029280904574,0.293944179636395,9.94501370471783,2.16492221192519
171,5.30369559391752,1.15487833081804,1.17239586812914,0.255288894180829,8.63478861606221,1.88022296666515
172,5.47300967527358,1.19207082891871,1.20982319137627,0.263510393760979,8.91044382219979,1.94077496357292
173,5.93260655871825,1.29253122987669,1.31141829192719,0.285717429762216,9.65869980086059,2.10433154618521
174,5.80207943204211,1.26444310339158,1.28256492708299,0.27950847548656,9.44619247883347,2.05860210517085
175,5.16702126624197,1.12634961195321,1.14218364832717,0.248982545800184,8.41227321942553,1.83377621033786
176,5.3338638462688,1.16302847941313,1.17906463970152,0.257090505975534,8.68390464796043,1.89349198051822
177,5.24456499578714,1.14386070008092,1.15932489380558,0.252853417912624,8.53851985279028,1.86228549065806
178,5.51819532596361,1.20386021899846,1.2198115983709,0.266116469462817,8.98400923244601,1.95996891794837
179,5.69863789515419,1.24355849043296,1.25969890313935,0.274891876832548,9.27778239772471,2.02460048968734
180,5.93785758683468,1.29610976850691,1.31257904551082,0.286508475143633,9.66724884312733,2.11015765820073
181,6.23240299367622,1.36077192863512,1.37768908281264,0.300802215803553,10.1467894353185,2.21543219258489
182,5.64409851979443,1.23265321651252,1.2476428306914,0.272481237334346,9.18898846731443,2.00684593846248
183,5.48093227570266,1.19733244381082,1.21157450305006,0.264673487579233,8.92334237167029,1.9493412418534
184,5.84401578189358,1.27698487708944,1.29183506757648,0.28228086756714,9.51446779929341,2.07902099287544
185,6.23284434456929,1.36231079664852,1.377786644589,0.301142386627568,10.1475079855444,2.21793757770145
186,6.25966497514743,1.36853874168802,1.38371541555891,0.302519090267879,10.1911738542751,2.22807710927453
187,6.58632833752957,1.44034266809847,1.45592521145391,0.318391537158609,10.723004731978,2.34497894034277
188,7.15745289812993,1.56566562636546,1.58217379853398,0.346094506880786,11.6528355955519,2.54901351099499
189,7.16450040492333,1.5676360556697,1.58373166845674,0.346530075463829,11.6643094311734,2.55222150817804
190,7.04692944011448,1.54232966298463,1.55774229728846,0.340936030765023,11.4728956498706,2.51102092499953
191,7.74128156751303,1.69476232192517,1.71123066229235,0.374631671162407,12.6033496397405,2.75919199078344
192,7.37069567454079,1.61407283271138,1.62931167542481,0.356795047230936,12.0000097999541,2.62782383992308
193,7.91158125569363,1.73299124921577,1.74887585652175,0.383082276142434,12.8806094829538,2.82143136714427
194,8.04458785725053,1.76260910967486,1.77827731581328,0.389629382138653,13.0971535640851,2.86965132241802
195,7.94408408611731,1.7410633813833,1.75606069272067,0.38486664220052,12.933526371784,2.83457336477843
196,8.41684093343396,1.84489356807396,1.86056483791698,0.407818578205823,13.7032076951346,3.0036161950397
197,8.09743752426833,1.77564028400819,1.78995987378563,0.392509957517599,13.1831965307386,2.89086698870105
198,8.29949094610915,1.82043909735065,1.83462431440308,0.402412853098565,13.512153680683,2.96380260059896
199,7.94315701066063,1.74274659337669,1.7558557602513,0.385238720641163,12.9320170278826,2.8373137520238
200,8.0057259000015,1.75694041802244,1.76968677789507,0.388376302931276,13.0338835705288,2.86042229460495
201,8.17077518528121,1.79363712049326,1.80617135674637,0.39648820558272,13.3025953893701,2.92016710143463
202,8.45469378661957,1.85645468297331,1.86893231072643,0.41037419307831,13.7648347964613,3.02243850140215
203,8.34912175481218,1.83375820396832,1.84559533527427,0.405357076666683,13.5929561201153,2.98548704084668
204,8.49711441290308,1.86675351734881,1.87830950179963,0.412650777519212,13.8338985529369,3.0392057264907
205,8.58627719365029,1.88683704672085,1.8980191691227,0.417090294538294,13.9790618170307,3.07190312167886
206,8.36735711694614,1.83920842149032,1.84962631006178,0.406561861592598,13.6226445693439,2.99436037744389
207,8.51155651494389,1.87138887805859,1.88150196646128,0.413675436202426,13.8574113085402,3.04675241901469
208,9.08897498648062,1.99886208838681,2.00914183911677,0.441853724801295,14.7974891007965,3.25428775091747
209,9.47755067373555,2.08486307530455,2.09503751735207,0.460864469277849,15.4301175881168,3.39430339277654
210,9.37673700800675,2.06322382818935,2.0727523912436,0.456081056757645,15.2659858656671,3.35907317992932
211,10.42988685638,2.29310341387045,2.30555393667346,0.506896544118731,16.9805877240712,3.7333332773189
212,10.5917528508149,2.3285189037386,2.34133484070646,0.514725231352743,17.2441169220285,3.79099218012179
213,10.4987351238114,2.30878549808917,2.32077302736884,0.510363110103922,17.092677534907,3.75886481092412
214,10.6098440755011,2.33008370117651,2.34533395353181,0.515071133944281,17.2735707053772,3.79353978016105
215,10.6705054955655,2.34157283977406,2.35874332007237,0.517610838265844,17.3723317541838,3.8122449040532
216,10.8190401665738,2.3641603389695,2.39157729997946,0.522603864403785,17.6141566220709,3.84901893783105
217,10.8940379694181,2.37413667717556,2.40815576166085,0.524809160217756,17.7362583081053,3.86526111652442
218,10.8938161225879,2.36720573919177,2.40810672183523,0.523277058137128,17.7358971258976,3.85397706310519
219,10.8361197052414,2.35352002201929,2.3953527769481,0.520251794341106,17.641963309586,3.83169575514719
220,10.9648364862131,2.36028874512538,2.42380596011027,0.521748038396137,17.8515232617645,3.84271571136202
221,11.0238011739574,2.36008676186784,2.43684025950637,0.521703389465522,17.947521911285,3.84238686844448
222,11.174855666911,2.36724194874759,2.47023125268559,0.52328506235473,18.1934492261287,3.85403601480309
223,11.240442282908,2.35557406728716,2.48472934674808,0.520705846452952,18.3002288395414,3.83503988498682
224,11.2824223655832,2.33517204181114,2.49400915449734,0.516195925031937,18.3685753601074,3.80182395579077
225,11.3689308355959,2.29699449302891,2.51313207944752,0.507756677406392,18.5094172200579,3.73966822724707
226,11.215540708333,2.2771184886706,2.47922478815782,0.503363034337711,18.2596873286544,3.70730869734441
227,11.4755937417585,2.2271759385749,2.53671019554662,0.492323102211293,18.6830719164069,3.62599872104825
228,11.6234536233498,2.18138114357017,2.56939501147734,0.482200042262881,18.9237981797696,3.55144158111074
229,11.5909208213096,2.11525120948108,2.5622035499737,0.467581846306343,18.8708324950444,3.44377740771656
230,11.6791671374893,2.06219502352621,2.58171063039237,0.455853636779478,19.0145036905089,3.35739821374092
231,11.7374933876624,1.9627168647785,2.59460380148326,0.433863728003669,19.1094629188608,3.19544079037622
232,11.7401491650017,1.91226791512499,2.59519086805301,0.422711854922367,19.1137867107396,3.11330636006315
233,11.7064606911893,1.81276390387226,2.5877439422629,0.400716231382287,19.0589395112696,2.95130684700606
234,11.6587144996076,1.77010889502997,2.57718952096589,0.391287229427678,18.9812053607646,2.88186149927686
235,11.6233928844574,1.69548207037915,2.56938158498532,0.374790773452231,18.9236992925903,2.76036379177516
236,11.5673611116077,1.61771558398394,2.55699561414487,0.357600286985922,18.8324756343368,2.63375449462648
237,11.5871074420929,1.50587214885127,2.56136059246265,0.332877001325019,18.8646240460741,2.45166553356839
238,11.5084268989893,1.42509930137791,2.54396805135554,0.315021950830906,18.7365266004598,2.32016166961175
239,11.4375151568472,1.34417971191433,2.52829282414516,0.297134462633696,18.6210773079897,2.18841889939737
240,11.3726475783877,1.2457710671639,2.51395367522255,0.275380972741494,18.515468338147,2.02820271987386
241,11.2651580081411,1.17066152909417,2.49019282285224,0.2587778116945,18.3404677746578,1.90591912105155
242,11.1937870704627,1.07193568518241,2.47441608926017,0.236954204092955,18.2242708796304,1.74518651903382
243,11.0830630587178,0.982123328704933,2.44994025508498,0.217100946345301,18.0440044184036,1.59896570006697
244,11.2941666948857,1.08368612335787,2.49660526939578,0.239551669373846,18.3876959523753,1.76431705697563
245,11.5219474336535,1.16382176709749,2.5469568011234,0.257265864305761,18.7585389797025,1.89478350853766
246,11.7280741185469,1.24419801135291,2.59252164725773,0.275033244614852,19.0941276877394,2.02564167462368
247,11.9255440435095,1.33603370826426,2.63617289382841,0.295333767089992,19.4156225831172,2.17515663380566
248,12.1088815541193,1.4238422316313,2.67670013301584,0.314744072255339,19.7141089161802,2.31811507184884
249,12.2916554580994,1.5177946954561,2.71710278547461,0.335512511627138,20.0116776580987,2.471076276111
250,12.4785266372442,1.62048712441293,2.75841115139083,0.358212943291279,20.3159170515134,2.63826675693894
251,12.6330186565777,1.69582637024582,2.79256201882245,0.374866881843813,20.5674409005336,2.76092433611951
252,12.7918687944512,1.7816202895679,2.82767625982605,0.393831853483432,20.8260600723696,2.90060285740178
253,12.9435229344797,1.86808751896648,2.8611998065692,0.412945662087327,21.0729636547319,3.0413775747384
254,13.0915506449382,1.95166128344435,2.89392172151266,0.431419862656119,21.3139631552678,3.17744152813396
255,13.2331886305041,2.0332279108224,2.92523117095353,0.449450380287056,21.5445597352768,3.31023772147927
256,13.3583076115286,2.10270482900447,2.95288905096948,0.464808435885199,21.748262216664,3.42335101985288
257,13.502800428584,2.21117375972836,2.98482956842383,0.48878577846627,21.9835066626771,3.59994605092618
258,13.6132906755927,2.27496672328268,3.00925372828892,0.502887380936171,22.1633925385088,3.7038054722918
259,13.7240816163643,2.3336676504752,3.03374435730158,0.515863375368202,22.3437679648878,3.79937470112453
260,13.8178603606863,2.39351539992516,3.05447439552014,0.529092877878194,22.4964463416086,3.89681103707114
261,13.8237032257065,2.49691126679346,3.05576597620881,0.551948806343817,22.5059589358871,4.06514676418302
262,13.8986354470723,2.55066621062744,3.07232994093178,0.563831478138698,22.6279538506722,4.15266358502152
263,13.9889689102526,2.59843153719604,3.09229839068742,0.574390129274916,22.77502306792,4.23042888862794
264,14.1457193370489,2.64114554735644,3.12694848503186,0.583832173626161,23.0302237627743,4.29997029464347
265,14.246761159515,2.70479922563586,3.14928404578752,0.597902986719505,23.1947269404033,4.40360294980715
266,14.2377161561716,2.74493475534829,3.14728462399583,0.606775051182254,23.1800010402232,4.46894640870739
267,14.3178435532166,2.7837510449456,3.1649969959742,0.61535549414587,23.3104540655877,4.53214205212196
268,14.442151889388,2.82217672721777,3.1924756808121,0.623849592332349,23.5128367602668,4.59470175940015
269,14.5196875424614,2.87362142368826,3.20961514096515,0.635221577867932,23.6390702445687,4.67845733540826
270,14.5525121189819,2.89883617217931,3.21687109998547,0.640795364376479,23.6925109586232,4.71950871540771
271,14.6559997911992,2.92990137618109,3.23974732226509,0.64766240947161,23.8609961512857,4.77008504753694
272,14.6324054849122,2.94364583785714,3.23453173877006,0.650700658894736,23.8225829649096,4.79246199566916
273,14.5749816733269,2.95566200453244,3.22183805410385,0.653356864159802,23.7290929699077,4.81202515825631
274,14.6211328809007,2.94487763754827,3.23203989998858,0.650972951458039,23.804230374519,4.7944674520084
275,14.6854664798629,2.91761807651597,3.24626101133812,0.644947153756162,23.908969988268,4.75008697369617
276,14.7019556663617,2.87192857604419,3.24990598940628,0.634847369441346,23.935815541024,4.67570126064737
277,14.6167277396842,2.81557493877418,3.2310661319302,0.622390249623766,23.7970584954859,4.58395358453059
278,14.622439881767,2.75390924255089,3.23232881596955,0.608758885195459,23.8063582636487,4.48355750366179
279,14.6015090312695,2.67651515301226,3.2277019963859,0.59165071803429,23.7722813702072,4.35755449472873
280,14.4130794683868,2.56829588347396,3.18604914564339,0.567728563715296,23.4655048187069,4.18136592958568
281,14.3837412538983,2.46324360287975,3.1795638561249,0.544506480636575,23.4177401466976,4.01033344468842
282,14.3648611408813,2.32647484301455,3.17539035745797,0.514273386350584,23.3870019977856,3.78766430582018
283,14.2038097080137,2.20393366503463,3.13978951440303,0.487185336481341,23.1247989632223,3.58815866868796
284,14.1206243680063,2.03938405764653,3.1214011760856,0.450811212742918,22.9893673921225,3.32026036051926
285,13.9416458899214,1.89595968584805,3.08183751250895,0.419106877924305,22.6979778699072,3.08675541836314
286,13.7619319338497,1.75603720503502,3.04211126958784,0.388176645323531,22.4053909379167,2.85895180047808
287,13.5345955995551,1.62981006993007,2.99185797463849,0.360273804931912,22.0352714322581,2.65344516648263
288,13.2929474174423,1.50568454030804,2.93844100806619,0.332835529962831,21.6418512340113,2.4513600936945
289,13.0872583056576,1.34870420889479,2.89297288861905,0.298134614597795,21.3069749257022,2.1957850979901
290,12.7609806929352,1.19937082552485,2.82084836370147,0.265124077221284,20.7757720755156,1.95265987032818
291,12.4968311732781,1.01909794055365,2.76245741725094,0.22527428159607,20.3457181207053,1.65916296286631
292,12.1769095997928,0.879830013768633,2.69173791153314,0.194488739885698,19.8248633484346,1.43242500487243
293,11.7460675064441,0.86393034586247,2.59649913300344,0.190974076453809,19.1234221859301,1.40653922975505
294,11.3876615617258,0.75883094655786,2.51727255574991,0.167741577660159,18.5399121566343,1.23543003229069
295,11.0548408942896,0.601061291701128,2.44370167136927,0.132866180270774,17.9980567542118,0.978569962629194
296,10.6885860224864,0.470359587985229,2.36274006812857,0.103974224712524,17.40176812082,0.765778416930335
297,10.2984251848289,0.394616603967546,2.27649398822534,0.0872310387717722,16.7665588974056,0.642463523652422
298,9.89608606118764,0.305697035485283,2.18755586615727,0.0675751341599038,16.1115225697932,0.497696226193586
299,9.48214617093211,0.248053422267253,2.09605336410078,0.0548328617643405,15.4375993800438,0.403848378708791
