"","x"
"1",5940977
"2",5940975.8118046
"3",5940974.62360944
"4",5940973.43541451
"5",5940972.24721983
"6",5940971.05902538
"7",5940969.87083116
"8",5940968.68263719
"9",5940967.49444345
"10",5940966.30624995
"11",5940965.11805669
"12",5940963.92986367
"13",5940962.74167088
"14",5940961.55347834
"15",5940960.36528603
"16",5940959.17709395
"17",5940957.98890212
"18",5940956.80071052
"19",5940955.61251916
"20",5940954.42432804
"21",5940953.23613715
"22",5940952.0479465
"23",5940950.85975609
"24",5940949.67156592
"25",5940948.48337599
"26",5940947.29518629
"27",5940946.10699683
"28",5940944.91880761
"29",5940943.73061863
"30",5940942.54242988
"31",5940941.35424137
"32",5940940.1660531
"33",5940938.97786507
"34",5940937.78967727
"35",5940936.60148972
"36",5940935.41330239
"37",5940934.22511531
"38",5940933.03692847
"39",5940931.84874186
"40",5940930.66055549
"41",5940929.47236936
"42",5940928.28418346
"43",5940927.09599781
"44",5940925.90781239
"45",5940924.71962721
"46",5940923.53144226
"47",5940922.34325756
"48",5940921.15507309
"49",5940919.96688886
"50",5940918.77870486
"51",5940917.59052111
"52",5940916.40233759
"53",5940915.21415431
"54",5940914.02597127
"55",5940912.83778846
"56",5940911.64960589
"57",5940910.46142356
"58",5940909.27324147
"59",5940908.08505962
"60",5940906.896878
"61",5940905.70869662
"62",5940904.52051548
"63",5940903.33233457
"64",5940902.14415391
"65",5940900.95597348
"66",5940899.76779329
"67",5940898.57961333
"68",5940897.39143362
"69",5940896.20325414
"70",5940895.0150749
"71",5940893.8268959
"72",5940892.63871713
"73",5940891.4505386
"74",5940890.26236031
"75",5940889.07418226
"76",5940887.88600445
"77",5940886.69782687
"78",5940885.50964953
"79",5940884.32147243
"80",5940883.13329556
"81",5940881.94511894
"82",5940880.75694255
"83",5940879.5687664
"84",5940878.38059048
"85",5940877.19241481
"86",5940876.00423937
"87",5940874.81606417
"88",5940873.6278892
"89",5940872.43971448
"90",5940871.25153999
"91",5940870.06336574
"92",5940868.87519173
"93",5940867.68701795
"94",5940866.49884441
"95",5940865.31067111
"96",5940864.12249805
"97",5940862.93432523
"98",5940861.74615264
"99",5940860.55798029
"100",5940859.36980818
"101",5940858.18163631
"102",5940856.99346467
"103",5940855.80529327
"104",5940854.61712211
"105",5940853.42895119
"106",5940852.2407805
"107",5940851.05261005
"108",5940849.86443984
"109",5940848.67626987
"110",5940847.48810013
"111",5940846.29993064
"112",5940845.11176138
"113",5940843.92359235
"114",5940842.73542357
"115",5940841.54725502
"116",5940840.35908671
"117",5940839.17091864
"118",5940837.98275081
"119",5940836.79458321
"120",5940835.60641585
"121",5940834.41824873
"122",5940833.23008185
"123",5940832.0419152
"124",5940830.85374879
"125",5940829.66558262
"126",5940828.47741669
"127",5940827.28925099
"128",5940826.10108554
"129",5940824.91292031
"130",5940823.72475533
"131",5940822.53659059
"132",5940821.34842608
"133",5940820.16026181
"134",5940818.97209778
"135",5940817.78393398
"136",5940816.59577043
"137",5940815.40760711
"138",5940814.21944403
"139",5940813.03128118
"140",5940811.84311858
"141",5940810.65495621
"142",5940809.46679408
"143",5940808.27863218
"144",5940807.09047053
"145",5940805.90230911
"146",5940804.71414793
"147",5940803.52598699
"148",5940802.33782628
"149",5940801.14966581
"150",5940799.96150558
"151",5940798.77334559
"152",5940797.58518584
"153",5940796.39702632
"154",5940795.20886704
"155",5940794.020708
"156",5940792.83254919
"157",5940791.64439063
"158",5940790.4562323
"159",5940789.26807421
"160",5940788.07991635
"161",5940786.89175874
"162",5940785.70360136
"163",5940784.51544422
"164",5940783.32728732
"165",5940782.13913065
"166",5940780.95097422
"167",5940779.76281803
"168",5940778.57466208
"169",5940777.38650636
"170",5940776.19835089
"171",5940775.01019565
"172",5940773.82204065
"173",5940772.63388588
"174",5940771.44573135
"175",5940770.25757707
"176",5940769.06942301
"177",5940767.8812692
"178",5940766.69311562
"179",5940765.50496229
"180",5940764.31680918
"181",5940763.12865632
"182",5940761.9405037
"183",5940760.75235131
"184",5940759.56419916
"185",5940758.37604724
"186",5940757.18789557
"187",5940755.99974413
"188",5940754.81159293
"189",5940753.62344197
"190",5940752.43529124
"191",5940751.24714076
"192",5940750.05899051
"193",5940748.8708405
"194",5940747.68269072
"195",5940746.49454118
"196",5940745.30639189
"197",5940744.11824283
"198",5940742.930094
"199",5940742.930094
"200",5940741.74194542
"201",5940740.55379707
"202",5940739.36564896
"203",5940738.17750108
"204",5940736.98935345
"205",5940735.80120605
"206",5940734.61305889
"207",5940733.42491197
"208",5940732.23676528
"209",5940731.04861883
"210",5940729.86047263
"211",5940728.67232665
"212",5940727.48418092
"213",5940726.29603542
"214",5940725.10789016
"215",5940723.91974514
"216",5940722.73160036
"217",5940721.54345581
"218",5940720.3553115
"219",5940719.16716743
"220",5940717.9790236
"221",5940716.79088
"222",5940715.60273664
"223",5940714.41459352
"224",5940713.22645064
"225",5940712.038308
"226",5940710.85016559
"227",5940709.66202342
"228",5940708.47388148
"229",5940707.28573979
"230",5940706.09759833
"231",5940704.90945711
"232",5940703.72131613
"233",5940702.53317539
"234",5940701.34503488
"235",5940700.15689461
"236",5940698.96875458
"237",5940697.78061479
"238",5940696.59247523
"239",5940695.40433591
"240",5940694.21619683
"241",5940693.02805799
"242",5940691.83991938
"243",5940690.65178101
"244",5940689.46364288
"245",5940688.27550499
"246",5940687.08736734
"247",5940685.89922992
"248",5940684.71109274
"249",5940683.5229558
"250",5940682.33481909
"251",5940681.14668263
"252",5940679.9585464
"253",5940678.7704104
"254",5940677.58227465
"255",5940676.39413913
"256",5940675.20600385
"257",5940674.01786881
"258",5940672.82973401
"259",5940671.64159944
"260",5940670.45346512
"261",5940669.26533103
"262",5940668.07719717
"263",5940666.88906356
"264",5940665.70093018
"265",5940664.51279704
"266",5940663.32466414
"267",5940662.13653147
"268",5940660.94839904
"269",5940659.76026685
"270",5940658.5721349
"271",5940657.38400319
"272",5940656.19587171
"273",5940655.00774047
"274",5940653.81960947
"275",5940652.63147871
"276",5940651.44334818
"277",5940650.25521789
"278",5940649.06708784
"279",5940647.87895803
"280",5940646.69082845
"281",5940645.50269911
"282",5940644.31457001
"283",5940643.12644115
"284",5940641.93831252
"285",5940640.75018414
"286",5940639.56205599
"287",5940638.37392807
"288",5940637.1858004
"289",5940635.99767296
"290",5940634.80954576
"291",5940633.6214188
"292",5940632.43329208
"293",5940631.24516559
"294",5940630.05703934
"295",5940628.86891333
"296",5940627.68078756
"297",5940626.49266202
"298",5940625.30453672
"299",5940624.11641166
"300",5940622.92828684
"301",5940621.74016225
"302",5940620.5520379
"303",5940619.36391379
"304",5940618.17578992
"305",5940616.98766629
"306",5940615.79954289
"307",5940614.61141973
"308",5940613.42329681
"309",5940612.23517412
"310",5940611.04705167
"311",5940609.85892946
"312",5940608.67080749
"313",5940607.48268576
"314",5940606.29456426
"315",5940605.106443
"316",5940603.91832198
"317",5940602.7302012
"318",5940601.54208065
"319",5940600.35396034
"320",5940599.16584027
"321",5940597.97772044
"322",5940596.78960084
"323",5940595.60148149
"324",5940594.41336237
"325",5940593.22524348
"326",5940592.03712484
"327",5940590.84900643
"328",5940589.66088826
"329",5940588.47277033
"330",5940587.28465263
"331",5940586.09653518
"332",5940584.90841796
"333",5940583.72030098
"334",5940582.53218423
"335",5940581.34406773
"336",5940580.15595146
"337",5940578.96783543
"338",5940577.77971963
"339",5940576.59160408
"340",5940575.40348876
"341",5940574.21537368
"342",5940573.02725883
"343",5940571.83914423
"344",5940570.65102986
