"","x"
"1",958187
"2",957793.185143
"3",957399.532143906
"4",957006.040936195
"5",956612.71145337
"6",956219.543628963
"7",955826.537396531
"8",955433.692689662
"9",955041.009441966
"10",954648.487587085
"11",954256.127058687
"12",953863.927790466
"13",953471.889716144
"14",953080.012769471
"15",952688.296884222
"16",952296.741994203
"17",951905.348033243
"18",951514.114935202
"19",951123.042633963
"20",950732.131063441
"21",950341.380157574
"22",949950.789850329
"23",949560.3600757
"24",949170.090767709
"25",948779.981860404
"26",948390.033287859
"27",948000.244984178
"28",947610.616883489
"29",947221.14891995
"30",946831.841027744
"31",946442.693141082
"32",946053.705194201
"33",945664.877121366
"34",945276.208856869
"35",944887.700335029
"36",944499.351490191
"37",944111.162256729
"38",943723.132569041
"39",943335.262361555
"40",942947.551568725
"41",942560.00012503
"42",942172.607964979
"43",941785.375023105
"44",941398.301233971
"45",941011.386532163
"46",940624.630852299
"47",940238.034129018
"48",939851.596296991
"49",939465.317290913
"50",939079.197045507
"51",938693.235495521
"52",938307.432575733
"53",937921.788220944
"54",937536.302365985
"55",937150.974945713
"56",936765.80589501
"57",936380.795148787
"58",935995.942641981
"59",935611.248309555
"60",935226.7120865
"61",934842.333907833
"62",934458.113708597
"63",934074.051423862
"64",933690.146988727
"65",933306.400338315
"66",932922.811407776
"67",932539.380132287
"68",932156.106447053
"69",931772.990287303
"70",931390.031588295
"71",931007.230285312
"72",930624.586313665
"73",930242.09960869
"74",929859.770105751
"75",929477.597740237
"76",929095.582447566
"77",928713.72416318
"78",928332.022822549
"79",927950.478361169
"80",927569.090714562
"81",927187.859818279
"82",926806.785607893
"83",926425.868019009
"84",926045.106987253
"85",925664.502448281
"86",925284.054337775
"87",924903.762591442
"88",924523.627145017
"89",924143.64793426
"90",923763.824894959
"91",923384.157962927
"92",923004.647074005
"93",922625.292164057
"94",922246.093168978
"95",921867.050024686
"96",921488.162667125
"97",921109.431032269
"98",920730.855056115
"99",920352.434674687
"100",919974.169824036
"101",919596.060440238
"102",919218.106459397
"103",918840.307817642
"104",918462.664451129
"105",918085.17629604
"106",917707.843288582
"107",917330.66536499
"108",916953.642461526
"109",916576.774514474
"110",916200.061460148
"111",915823.503234888
"112",915447.099775059
"113",915070.851017051
"114",914694.756897283
"115",914318.817352198
"116",913943.032318267
"117",913567.401731984
"118",913191.925529872
"119",912816.603648479
"120",912441.43602438
"121",912066.422594174
"122",911691.563294488
"123",911316.858061974
"124",910942.30683331
"125",910567.909545202
"126",910193.666134379
"127",909819.576537597
"128",909445.640691641
"129",909071.858533316
"130",908698.229999459
"131",908324.755026929
"132",907951.433552613
"133",907578.265513423
"134",907205.250846297
"135",906832.389488199
"136",906459.68137612
"137",906087.126447074
"138",905714.724638104
"139",905342.475886278
"140",904970.380128689
"141",904598.437302456
"142",904226.647344725
"143",903855.010192666
"144",903483.525783477
"145",903112.19405438
"146",902741.014942623
"147",902369.988385482
"148",901999.114320255
"149",901628.39268427
"150",901257.823414877
"151",900887.406449453
"152",900517.141725402
"153",900147.029180153
"154",899777.06875116
"155",899407.260375903
"156",899037.603991889
"157",898668.099536648
"158",898298.746947739
"159",897929.546162743
"160",897560.49711927
"161",897191.599754954
"162",896822.854007455
"163",896454.259814458
"164",896085.817113674
"165",895717.52584284
"166",895349.385939719
"167",894981.397342098
"168",894613.55998779
"169",894245.873814635
"170",893878.338760497
"171",893510.954763267
"172",893143.721760859
"173",892776.639691215
"174",892409.708492302
"175",892042.928102112
"176",891676.298458662
"177",891309.819499995
"178",890943.491164181
"179",890577.313389312
"180",890211.286113509
"181",889845.409274917
"182",889479.682811705
"183",889114.106662069
"184",888748.680764231
"185",888383.405056437
"186",888018.279476959
"187",887653.303964094
"188",887288.478456165
"189",886923.802891519
"190",886559.277208531
"191",886194.901345598
"192",885830.675241145
"193",885466.598833621
"194",885102.6720615
"195",884738.894863283
"196",884375.267177494
"197",884011.788942684
"198",883648.460097429
"199",883285.280580329
"200",882922.25033001
"201",882559.369285125
"202",882196.637384348
"203",881834.054566383
"204",881471.620769957
"205",881109.33593382
"206",880747.199996751
"207",880385.212897553
"208",880023.374575052
"209",879661.684968101
"210",879300.14401558
"211",878938.751656389
"212",878577.507829458
"213",878216.412473741
"214",877855.465528214
"215",877494.666931882
"216",877134.016623773
"217",876773.51454294
"218",876413.160628463
"219",876052.954819445
"220",875692.897055014
"221",875332.987274324
"222",874973.225416555
"223",874613.611420908
"224",874254.145226614
"225",873894.826772926
"226",873535.655999122
"227",873176.632844507
"228",872817.757248408
"229",872459.029150179
"230",872100.448489198
"231",871742.015204869
"232",871383.72923662
"233",871025.590523903
