"","x"
"1",273731
"2",273729.9871953
"3",273728.974394347
"4",273727.961597142
"5",273726.948803684
"6",273725.936013974
"7",273724.92322801
"8",273723.910445794
"9",273722.897667326
"10",273721.884892604
"11",273720.87212163
"12",273719.859354404
"13",273718.846590924
"14",273717.833831192
"15",273716.821075206
"16",273715.808322968
"17",273714.795574478
"18",273713.782829734
"19",273712.770088737
"20",273711.757351488
"21",273710.744617986
"22",273709.731888231
"23",273708.719162223
"24",273707.706439962
"25",273706.693721448
"26",273705.681006681
"27",273704.668295662
"28",273703.655588389
"29",273702.642884863
"30",273701.630185085
"31",273700.617489053
"32",273699.604796768
"33",273698.59210823
"34",273697.57942344
"35",273696.566742396
"36",273695.554065099
"37",273694.541391549
"38",273693.528721746
"39",273692.516055689
"40",273691.50339338
"41",273690.490734817
"42",273689.478080002
"43",273688.465428933
"44",273687.452781611
"45",273686.440138035
"46",273685.427498207
"47",273684.414862125
"48",273683.40222979
"49",273682.389601202
"50",273681.37697636
"51",273680.364355265
"52",273679.351737917
"53",273678.339124316
"54",273677.326514461
"55",273676.313908353
"56",273675.301305992
"57",273674.288707377
"58",273673.276112509
"59",273672.263521387
"60",273671.250934012
"61",273670.238350383
"62",273669.225770502
"63",273668.213194366
"64",273667.200621977
"65",273666.188053335
"66",273665.175488439
"67",273664.16292729
"68",273663.150369887
"69",273662.137816231
"70",273661.125266321
"71",273660.112720157
"72",273659.10017774
"73",273658.08763907
"74",273657.075104145
"75",273656.062572968
"76",273655.050045536
"77",273654.037521851
"78",273653.025001912
"79",273652.01248572
"80",273650.999973273
"81",273649.987464573
"82",273648.97495962
"83",273647.962458412
"84",273646.949960951
"85",273645.937467236
"86",273644.924977268
"87",273643.912491045
"88",273642.900008569
"89",273641.887529839
"90",273640.875054855
"91",273639.862583618
"92",273638.850116126
"93",273637.837652381
"94",273636.825192381
"95",273635.812736128
"96",273634.800283621
"97",273633.78783486
"98",273632.775389845
"99",273631.762948576
"100",273630.750511053
"101",273629.738077276
"102",273628.725647245
"103",273627.71322096
"104",273626.700798421
"105",273625.688379629
"106",273624.675964582
"107",273623.66355328
"108",273622.651145725
"109",273621.638741916
"110",273620.626341853
"111",273619.613945535
"112",273618.601552964
"113",273617.589164138
"114",273616.576779058
"115",273615.564397724
"116",273614.552020136
"117",273613.539646293
"118",273612.527276197
"119",273611.514909846
"120",273610.50254724
"121",273609.490188381
"122",273608.477833267
"123",273607.465481899
"124",273606.453134277
"125",273605.4407904
"126",273604.42845027
"127",273603.416113884
"128",273602.403781245
"129",273601.391452351
"130",273600.379127202
"131",273599.366805799
"132",273598.354488142
"133",273597.342174231
"134",273596.329864065
"135",273595.317557644
"136",273594.305254969
"137",273593.29295604
"138",273592.280660856
"139",273591.268369417
"140",273590.256081724
"141",273589.243797777
"142",273588.231517575
"143",273587.219241118
"144",273586.206968407
"145",273585.194699441
"146",273584.182434221
"147",273583.170172746
"148",273582.157915016
"149",273581.145661032
"150",273580.133410793
"151",273579.121164299
"152",273578.108921551
"153",273577.096682548
"154",273576.08444729
"155",273575.072215778
"156",273574.059988011
"157",273573.047763989
"158",273572.035543712
"159",273571.02332718
"160",273570.011114394
"161",273568.998905353
"162",273567.986700057
"163",273566.974498506
"164",273565.962300701
"165",273564.95010664
"166",273563.937916325
"167",273562.925729754
"168",273561.913546929
"169",273560.901367849
"170",273559.889192514
"171",273558.877020924
"172",273557.864853079
"173",273556.852688979
"174",273555.840528624
"175",273554.828372014
"176",273553.816219149
"177",273552.804070029
"178",273551.791924654
"179",273550.779783024
"180",273549.767645139
"181",273548.755510999
"182",273547.743380603
"183",273546.731253953
"184",273545.719131047
"185",273544.707011886
"186",273543.69489647
"187",273542.682784799
"188",273541.670676873
"189",273540.658572691
"190",273539.646472255
"191",273538.634375563
"192",273537.622282616
"193",273536.610193413
"194",273535.598107955
"195",273534.586026242
"196",273533.573948274
"197",273532.56187405
"198",273531.549803571
"199",273530.537736837
"200",273529.525673848
"201",273528.513614603
"202",273527.501559102
"203",273526.489507346
"204",273525.477459335
"205",273524.465415069
"206",273523.453374547
"207",273522.441337769
"208",273521.429304736
"209",273520.417275448
"210",273519.405249904
"211",273518.393228104
"212",273517.381210049
"213",273516.369195739
"214",273515.357185173
"215",273514.345178351
"216",273513.333175274
"217",273512.321175942
"218",273511.309180353
"219",273510.297188509
"220",273509.28520041
"221",273508.273216054
"222",273507.261235443
"223",273506.249258577
"224",273505.237285455
"225",273504.225316077
