Julian Hour	u (m/s)	v (m/s)
18099.29	-0.00268887728452682	0.134839508682489
18099.33	-0.00268887728452682	0.134839508682489
18099.38	-0.00268887728452682	0.134839508682489
18099.42	-0.00268887728452682	0.134839508682489
18099.46	-0.00268887728452682	0.134839508682489
18099.5	-0.00268887728452682	0.134839508682489
18099.54	-0.00268887728452682	0.134839508682489
18099.58	-0.00268887728452682	0.134839508682489
18099.63	-0.00268887728452682	0.134839508682489
18099.67	-0.00268887728452682	0.134839508682489
18099.71	-0.00268887728452682	0.134839508682489
18099.75	-0.00268887728452682	0.134839508682489
18099.79	-0.00268887728452682	0.134839508682489
18099.83	-0.00268887728452682	0.134839508682489
18099.88	-0.00268887728452682	0.134839508682489
18099.92	-0.00268887728452682	0.134839508682489
18099.96	-0.00268887728452682	0.134839508682489
18100	-0.00721445679664612	0.0961296446621418
18100.04	-0.00721445679664612	0.0961296446621418
18100.08	-0.00721445679664612	0.0961296446621418
18100.13	-0.00721445679664612	0.0961296446621418
18100.17	-0.00721445679664612	0.0961296446621418
18100.21	-0.00721445679664612	0.0961296446621418
18100.25	-0.00721445679664612	0.0961296446621418
18100.29	-0.00721445679664612	0.0961296446621418
18100.33	-0.00721445679664612	0.0961296446621418
18100.38	-0.00721445679664612	0.0961296446621418
18100.42	-0.00721445679664612	0.0961296446621418
18100.46	-0.00721445679664612	0.0961296446621418
18100.5	-0.00721445679664612	0.0961296446621418
18100.54	-0.00721445679664612	0.0961296446621418
18100.58	-0.00721445679664612	0.0961296446621418
18100.63	-0.00721445679664612	0.0961296446621418
18100.67	-0.00721445679664612	0.0961296446621418
18100.71	-0.00721445679664612	0.0961296446621418
18100.75	-0.00721445679664612	0.0961296446621418
18100.79	-0.00721445679664612	0.0961296446621418
18100.83	-0.00721445679664612	0.0961296446621418
18100.88	-0.00721445679664612	0.0961296446621418
18100.92	-0.00721445679664612	0.0961296446621418
18100.96	-0.00721445679664612	0.0961296446621418
18101	-0.00693663023412228	0.0751847214996815
18101.04	-0.00693663023412228	0.0751847214996815
18101.08	-0.00693663023412228	0.0751847214996815
18101.13	-0.00693663023412228	0.0751847214996815
18101.17	-0.00693663023412228	0.0751847214996815
18101.21	-0.00693663023412228	0.0751847214996815
18101.25	-0.00693663023412228	0.0751847214996815
18101.29	-0.00693663023412228	0.0751847214996815
18101.33	-0.00693663023412228	0.0751847214996815
18101.38	-0.00693663023412228	0.0751847214996815
18101.42	-0.00693663023412228	0.0751847214996815
18101.46	-0.00693663023412228	0.0751847214996815
18101.5	-0.00693663023412228	0.0751847214996815
18101.54	-0.00693663023412228	0.0751847214996815
18101.58	-0.00693663023412228	0.0751847214996815
18101.63	-0.00693663023412228	0.0751847214996815
18101.67	-0.00693663023412228	0.0751847214996815
18101.71	-0.00693663023412228	0.0751847214996815
18101.75	-0.00693663023412228	0.0751847214996815
18101.79	-0.00693663023412228	0.0751847214996815
18101.83	-0.00693663023412228	0.0751847214996815
18101.88	-0.00693663023412228	0.0751847214996815
18101.92	-0.00693663023412228	0.0751847214996815
18101.96	-0.00693663023412228	0.0751847214996815
18102	-0.00315090036019683	0.0130834977608174
18102.04	-0.00315090036019683	0.0130834977608174
18102.08	-0.00315090036019683	0.0130834977608174
18102.13	-0.00315090036019683	0.0130834977608174
18102.17	-0.00315090036019683	0.0130834977608174
18102.21	-0.00315090036019683	0.0130834977608174
18102.25	-0.00315090036019683	0.0130834977608174
18102.29	-0.00315090036019683	0.0130834977608174
18102.33	-0.00315090036019683	0.0130834977608174
18102.38	-0.00315090036019683	0.0130834977608174
18102.42	-0.00315090036019683	0.0130834977608174
18102.46	-0.00315090036019683	0.0130834977608174
18102.5	-0.00315090036019683	0.0130834977608174
18102.54	-0.00315090036019683	0.0130834977608174
18102.58	-0.00315090036019683	0.0130834977608174
18102.63	-0.00315090036019683	0.0130834977608174
18102.67	-0.00315090036019683	0.0130834977608174
18102.71	-0.00315090036019683	0.0130834977608174
18102.75	-0.00315090036019683	0.0130834977608174
18102.79	-0.00315090036019683	0.0130834977608174
18102.83	-0.00315090036019683	0.0130834977608174
18102.88	-0.00315090036019683	0.0130834977608174
