Quantity,Description,Unit,,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,237,238,240,241,242,243,244,245,246,247,248,249,250,251
meanW,Dry weight average,g,,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
deltaW,Dry weight standard deviation,g,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wlb,Dry weight lower bound,g,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
meanImax,Ingestion rate average,g/ gfish d,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
deltaImax,Ingestion rate standard deviation,g/ gfish d,,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
Nseed,Number of seeded individuals,-,,5814751,1514697,1438963,1682997,4291640,1666166,2398269,1716657,2894754,4089680,151469,1422131,2019594,605880,3971871,1287491,75734,4969046,5124723,5250949,4510429,2810603,3290257,8398151,2019594,4148586,8734749,2903169,4712389,1161269,2987317,2549740,3492217,4594580,13438723,622709,3559537,2701209,3450143,4047606,3298671,3079883,4586163,1758731,1413717,1893371,3130371,302940,1321151,2776943,2246800,849914,5015329,5124723,8734749,6504780,3837231,1817637,4990083,2137406,2389854,6067200,6302820,4998497,2760114,4350546,1775560,4005531,1329566,6681494,1110777,4434694,8511751,4013946,412334,1220171,7535614,959309,4342129,3496426,4257980,6269160,5915731,2819017,3900343,660577,2474003,3441726,12294286,5385589,1371643,6126106,2486626,2760114,4443109,984551,7825931,8684260,4443109,5747431,8103626,3500631,2558154,2524494,4098094,3029394,2650720,3408066,1893371,3172449,8246680,8280340,2221554,2221554,67320,3837231,984551,4897517,959309,3786740,1194929,1615677,403920,1935446,12445757,4476769,1556771,3845646,4165414,563803,1438963,1918614,151469,866743,1767146,4939594,1245417,1211757,1783977,1699826,2541323,7329449,3189277,6710946,3189277,6412214,2574983,5587546,6858209,10724891,1220171,1026629,9626737,33660,9761377,4190660,3862477,2574983,3988700,7674463,6159766,984551,6487949,2608643,1186511,6774060,8330831,4039191,841497,3551123,6403800,3429106,4926971,15348923,2120574,2133197,1085531,6454289,4703974,3551123,1666166,7177977,7548237,782594,6159766,942477,1186511,5671697,3365991,6698326,6109274,3786740,555389,5309851,2120574,1363226,631123,5528643,5705357,4283226,11999763,622709,16257743,4228529,3635271,1531526,8356074,4417866,4224320,2364609,1918614,16653246,3870891,6917114,19320794,4443109,6487949,12454171,10434574,757349,1741900,2398269,10241031,3138789,15416243,5717980,5301437,1994351,6408009,3959249,488069,1388471,13316706,403920,3938211,4396829,11772557,5511811,1514697,2852677,4863860
mortmyt,natural mortality rate,1/d,,0.0000002,0.0000007,0.0000007,0.0000006,0.0000002,0.0000006,0.0000004,0.0000006,0.0000003,0.0000002,0.0000066,0.0000007,0.0000005,0.0000017,0.0000003,0.0000008,0.0000132,0.0000002,0.0000002,0.0000002,0.0000002,0.0000004,0.0000003,0.0000001,0.0000005,0.0000002,0.0000001,0.0000003,0.0000002,0.0000009,0.0000003,0.0000004,0.0000003,0.0000002,0.0000001,0.0000016,0.0000003,0.0000004,0.0000003,0.0000002,0.0000003,0.0000003,0.0000002,0.0000006,0.0000007,0.0000005,0.0000003,0.0000033,0.0000008,0.0000004,0.0000004,0.0000012,0.0000002,0.0000002,0.0000001,0.0000002,0.0000003,0.0000006,0.0000002,0.0000005,0.0000004,0.0000002,0.0000002,0.0000002,0.0000004,0.0000002,0.0000006,0.0000002,0.0000008,0.0000001,0.0000009,0.0000002,0.0000001,0.0000002,0.0000024,0.0000008,0.0000001,0.000001,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002,0.0000004,0.0000003,0.0000015,0.0000004,0.0000003,0.0000001,0.0000002,0.0000007,0.0000002,0.0000004,0.0000004,0.0000002,0.000001,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000003,0.0000004,0.0000004,0.0000002,0.0000003,0.0000004,0.0000003,0.0000005,0.0000003,0.0000001,0.0000001,0.0000005,0.0000005,0.0000149,0.0000003,0.000001,0.0000002,0.000001,0.0000003,0.0000008,0.0000006,0.0000025,0.0000005,0.0000001,0.0000002,0.0000006,0.0000003,0.0000002,0.0000018,0.0000007,0.0000005,0.0000066,0.0000012,0.0000006,0.0000002,0.0000008,0.0000008,0.0000006,0.0000006,0.0000004,0.0000001,0.0000003,0.0000001,0.0000003,0.0000002,0.0000004,0.0000002,0.0000001,0.0000001,0.0000008,0.000001,0.0000001,0.0000297,0.0000001,0.0000002,0.0000003,0.0000004,0.0000003,0.0000001,0.0000002,0.000001,0.0000002,0.0000004,0.0000008,0.0000001,0.0000001,0.0000002,0.0000012,0.0000003,0.0000002,0.0000003,0.0000002,0.0000001,0.0000005,0.0000005,0.0000009,0.0000002,0.0000002,0.0000003,0.0000006,0.0000001,0.0000001,0.0000013,0.0000002,0.0000011,0.0000008,0.0000002,0.0000003,0.0000001,0.0000002,0.0000003,0.0000018,0.0000002,0.0000005,0.0000007,0.0000016,0.0000002,0.0000002,0.0000002,0.0000001,0.0000016,0.0000001,0.0000002,0.0000003,0.0000007,0.0000001,0.0000002,0.0000002,0.0000004,0.0000005,0.0000001,0.0000003,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001,0.0000013,0.0000006,0.0000004,0.0000001,0.0000003,0.0000001,0.0000002,0.0000002,0.0000005,0.0000002,0.0000003,0.000002,0.0000007,0.0000001,0.0000025,0.0000003,0.0000002,0.0000001,0.0000002,0.0000007,0.0000004,0.0000002
nruns,number of simulations,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
